Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Probable pectinesterase/pectinesterase inhibitor 51 OS=Arabidopsis thaliana	0.003048780487804878	2	4.756921320521359e-05	4	True	darkgreen
Pectin acetylesterase 3 OS=Arabidopsis thaliana	0.006097560975609756	4	5.9461516506516985e-05	5	True	darkgreen
Fasciclin-like arabinogalactan protein 6 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Non-specific lipid transfer protein GPI-anchored 14 OS=Arabidopsis thaliana	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
Non-specific lipid transfer protein GPI-anchored 6 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Leucine-rich repeat extensin-like protein 3 OS=Arabidopsis thaliana	0.001524390243902439	1	4.756921320521359e-05	4	True	darkgreen
Cytochrome P450 77A4 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Protein HOTHEAD OS=Arabidopsis thaliana	0.004573170731707317	3	9.513842641042717e-05	8	True	darkgreen
Fatty acyl-CoA reductase 1 OS=Arabidopsis thaliana	0.006097560975609756	4	0.00011892303301303397	10	True	darkgreen
Very-long-chain aldehyde decarbonylase GL1-4 OS=Oryza sativa subsp. indica	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Very-long-chain aldehyde decarbonylase GL1-6 OS=Oryza sativa subsp. japonica	0.010670731707317074	7	8.324612310912378e-05	7	True	darkgreen
Very-long-chain aldehyde decarbonylase GL1-2 OS=Oryza sativa subsp. japonica	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Long-chain-alcohol oxidase FAO2 OS=Lotus japonicus	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
ABC transporter G family member 11 OS=Arabidopsis thaliana	0.019817073170731708	13	0.00015459994291694415	13	True	darkgreen
ABC transporter G family member 15 OS=Arabidopsis thaliana	0.007621951219512195	5	5.9461516506516985e-05	5	True	darkgreen
ABC transporter G family member 31 OS=Oryza sativa subsp. japonica	0.007621951219512195	5	5.9461516506516985e-05	5	True	darkgreen
Non-specific lipid transfer protein GPI-anchored 1 OS=Arabidopsis thaliana	0.006097560975609756	4	4.756921320521359e-05	4	True	darkgreen
GDSL esterase/lipase At5g33370 OS=Arabidopsis thaliana	0.009146341463414634	6	0.00014270763961564075	12	True	darkgreen
GDSL esterase/lipase LTL1 OS=Arabidopsis thaliana	0.003048780487804878	2	0.00015459994291694415	13	True	darkgreen
BAHD acyltransferase DCR OS=Arabidopsis thaliana	0.003048780487804878	2	3.567690990391019e-05	3	True	darkgreen
ADP-ribosylation factor GTPase-activating protein AGD3 OS=Arabidopsis thaliana	0.001524390243902439	1	0.00021406145942346114	18	True	darkgreen
Calcium-transporting ATPase 4, endoplasmic reticulum-type OS=Arabidopsis thaliana	0.003048780487804878	2	0.00014270763961564075	12	True	darkgreen
ABC transporter B family member 2 OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
Protein ZINC INDUCED FACILITATOR-LIKE 1 OS=Arabidopsis thaliana	0.01524390243902439	10	0.0007611074112834174	64	True	darkgreen
Protein DETOXIFICATION 33 OS=Arabidopsis thaliana	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
Protein DETOXIFICATION 32 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Oligopeptide transporter 5 OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
Vacuolar iron transporter 1 OS=Oryza sativa subsp. japonica	0.006097560975609756	4	4.756921320521359e-05	4	True	darkgreen
Aquaporin NIP1-1 OS=Zea mays	0.004573170731707317	3	3.567690990391019e-05	3	True	darkgreen
Potassium channel KOR1 OS=Oryza sativa subsp. japonica	0.009146341463414634	6	9.513842641042717e-05	8	True	darkgreen
Type IV inositol polyphosphate 5-phosphatase 9 OS=Arabidopsis thaliana	0.006097560975609756	4	0.00019027685282085435	16	True	darkgreen
Type I inositol polyphosphate 5-phosphatase 10 OS=Arabidopsis thaliana	0.01524390243902439	10	0.00023784606602606794	20	True	darkgreen
Cytochrome P450 78A9 OS=Arabidopsis thaliana	0.003048780487804878	2	4.756921320521359e-05	4	True	darkgreen
Protein SOSEKI 3 OS=Arabidopsis thaliana	0.004573170731707317	3	0.00017838454951955095	15	True	darkgreen
Protein rough sheath 2 OS=Zea mays	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Uncharacterized protein At1g76660 OS=Arabidopsis thaliana	0.006097560975609756	4	0.00013081533631433735	11	True	darkgreen
Brassinosteroid-responsive RING protein 1 OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
CASP-like protein 2A1 OS=Zea mays	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
BTB/POZ domain-containing protein At3g49900 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Non-specific lipid-transfer protein 10 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Purple acid phosphatase 3 OS=Arabidopsis thaliana	0.004573170731707317	3	0.00010703072971173057	9	True	darkgreen
Chemocyanin OS=Lilium longiflorum	0.001524390243902439	1	7.135381980782038e-05	6	True	darkgreen
VAN3-binding protein OS=Arabidopsis thaliana	0.004573170731707317	3	0.00013081533631433735	11	True	darkgreen
Remorin OS=Solanum tuberosum	0.003048780487804878	2	7.135381980782038e-05	6	True	darkgreen
Putative lipid-binding protein At4g00165 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Cinnamoyl-CoA reductase 1 OS=Medicago truncatula	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Auxin-responsive protein SAUR36 OS=Oryza sativa subsp. japonica	0.01676829268292683	11	0.00017838454951955095	15	True	darkgreen
Protein SMALL AUXIN UP-REGULATED RNA 54 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Aldehyde dehydrogenase family 3 member F1 OS=Arabidopsis thaliana	0.006097560975609756	4	9.513842641042717e-05	8	True	darkgreen
GDSL esterase/lipase At1g71250 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
GDSL esterase/lipase At2g03980 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
GDSL esterase/lipase At1g33811 OS=Arabidopsis thaliana	0.004573170731707317	3	4.756921320521359e-05	4	True	darkgreen
GDSL esterase/lipase At1g29670 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Transcription factor MYB17 OS=Arabidopsis thaliana	0.003048780487804878	2	4.756921320521359e-05	4	True	darkgreen
Probable methyltransferase PMT20 OS=Arabidopsis thaliana	0.006097560975609756	4	4.756921320521359e-05	4	True	darkgreen
MFS18 protein OS=Zea mays	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Non-specific lipid-transfer protein OS=Zea mays	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
MLP-like protein 423 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Non-specific lipid-transfer protein 2 OS=Sorghum bicolor	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
GDSL esterase/lipase At1g71691 OS=Arabidopsis thaliana	0.003048780487804878	2	8.324612310912378e-05	7	True	darkgreen
GDSL esterase/lipase At2g42990 OS=Arabidopsis thaliana	0.004573170731707317	3	4.756921320521359e-05	4	True	darkgreen
GDSL esterase/lipase At2g04570 OS=Arabidopsis thaliana	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
Protein yippee-like OS=Solanum tuberosum	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
Probable pectinesterase/pectinesterase inhibitor 61 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Protein MIZU-KUSSEI 1 OS=Arabidopsis thaliana	0.001524390243902439	1	0.00022595376272476454	19	True	darkgreen
GDSL esterase/lipase At4g26790 OS=Arabidopsis thaliana	0.012195121951219513	8	9.513842641042717e-05	8	True	darkgreen
Transcription factor PCF7 OS=Oryza sativa subsp. japonica	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
Plant UBX domain-containing protein 2 OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
Fatty acid amide hydrolase OS=Arabidopsis thaliana	0.01524390243902439	10	0.00013081533631433735	11	True	darkgreen
Transcription factor MYB96 OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
Transcription factor MYB30 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Disease resistance protein RPS2 OS=Arabidopsis thaliana	0.001524390243902439	1	7.135381980782038e-05	6	True	darkgreen
Cinnamyl alcohol dehydrogenase 7 OS=Oryza sativa subsp. japonica	0.004573170731707317	3	3.567690990391019e-05	3	True	darkgreen
Peroxidase 43 OS=Arabidopsis thaliana	0.003048780487804878	2	5.9461516506516985e-05	5	True	darkgreen
Peroxidase 18 OS=Arabidopsis thaliana	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Hydroxycinnamoyltransferase 4 OS=Oryza sativa subsp. japonica	0.001524390243902439	1	4.756921320521359e-05	4	True	darkgreen
Acyl transferase 1 OS=Oryza sativa subsp. japonica	0.001524390243902439	1	4.756921320521359e-05	4	True	darkgreen
MDIS1-interacting receptor like kinase 2 OS=Arabidopsis thaliana	0.001524390243902439	1	7.135381980782038e-05	6	True	darkgreen
GDSL esterase/lipase EXL3 OS=Arabidopsis thaliana	0.001524390243902439	1	0.00010703072971173057	9	True	darkgreen
GDSL esterase/lipase At5g45670 OS=Arabidopsis thaliana	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
GDSL esterase/lipase At3g53100 OS=Arabidopsis thaliana	0.006097560975609756	4	4.756921320521359e-05	4	True	darkgreen
GDSL esterase/lipase APG OS=Arabidopsis thaliana	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
GDSL esterase/lipase WDL1 OS=Oryza sativa subsp. japonica	0.003048780487804878	2	4.756921320521359e-05	4	True	darkgreen
Long chain acyl-CoA synthetase 1 OS=Arabidopsis thaliana	0.009146341463414634	6	7.135381980782038e-05	6	True	darkgreen
Probable CoA ligase CCL6 OS=Humulus lupulus	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
no annotation	0.8484848484848485	28	0.3144206069831605	26439	True	plum1
Protein NDL1 OS=Arabidopsis thaliana	0.030303030303030304	1	0.0003210921891351917	27	True	plum1
Glutathione synthetase, chloroplastic OS=Brassica juncea	0.030303030303030304	1	0.00022595376272476454	19	True	plum1
Microtubule-binding protein TANGLED1 OS=Zea mays	0.030303030303030304	1	8.324612310912378e-05	7	True	plum1
UDP-glycosyltransferase 73C9 OS=Barbarea vulgaris	0.030303030303030304	1	1.1892303301303397e-05	1	True	plum1
Cysteine synthase OS=Oryza sativa subsp. japonica	0.030303030303030304	1	1.1892303301303397e-05	1	True	plum1
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B OS=Arabidopsis thaliana	0.003703703703703704	2	5.9461516506516985e-05	5	True	lightgreen
no annotation	0.45185185185185184	244	0.3144206069831605	26439	True	lightgreen
UDP-arabinopyranose mutase 3 OS=Oryza sativa subsp. japonica	0.003703703703703704	2	8.324612310912378e-05	7	True	lightgreen
UTP--glucose-1-phosphate uridylyltransferase 1 OS=Arabidopsis thaliana	0.001851851851851852	1	3.567690990391019e-05	3	True	lightgreen
1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic OS=Arabidopsis thaliana	0.014814814814814815	8	0.00021406145942346114	18	True	lightgreen
Acireductone dioxygenase 4 OS=Oryza sativa subsp. japonica	0.001851851851851852	1	0.00010703072971173057	9	True	lightgreen
Guanosine deaminase OS=Arabidopsis thaliana	0.005555555555555556	3	0.00011892303301303397	10	True	lightgreen
NADPH-dependent pterin aldehyde reductase OS=Arabidopsis thaliana	0.003703703703703704	2	5.9461516506516985e-05	5	True	lightgreen
Beta-carotene 3-hydroxylase, chloroplastic OS=Gentiana lutea	0.001851851851851852	1	8.324612310912378e-05	7	True	lightgreen
Xylan O-acetyltransferase 4 OS=Oryza sativa subsp. japonica	0.005555555555555556	3	0.00011892303301303397	10	True	lightgreen
Probable histone H2A variant 3 OS=Oryza sativa subsp. japonica	0.001851851851851852	1	0.00022595376272476454	19	True	lightgreen
Peptidyl serine alpha-galactosyltransferase OS=Arabidopsis thaliana	0.001851851851851852	1	0.00019027685282085435	16	True	lightgreen
Cyclin-A1-1 OS=Oryza sativa subsp. japonica	0.005555555555555556	3	0.00021406145942346114	18	True	lightgreen
Exosome complex exonuclease RRP46 homolog OS=Oryza sativa subsp. japonica	0.003703703703703704	2	7.135381980782038e-05	6	True	lightgreen
Anaphase-promoting complex subunit 4 OS=Arabidopsis thaliana	0.005555555555555556	3	0.00011892303301303397	10	True	lightgreen
Protein CHROMOSOME TRANSMISSION FIDELITY 7 OS=Arabidopsis thaliana	0.009259259259259259	5	5.9461516506516985e-05	5	True	lightgreen
Prefoldin subunit 6 OS=Arabidopsis thaliana	0.003703703703703704	2	0.00010703072971173057	9	True	lightgreen
E3 ubiquitin-protein ligase CCNB1IP1 homolog OS=Oryza sativa subsp. japonica	0.018518518518518517	10	0.00014270763961564075	12	True	lightgreen
RecQ-mediated genome instability protein 1 OS=Oryza sativa subsp. japonica	0.009259259259259259	5	5.9461516506516985e-05	5	True	lightgreen
ATPase family AAA domain-containing protein FIGL1 OS=Arabidopsis thaliana	0.007407407407407408	4	0.0004994767386547426	42	True	lightgreen
Fanconi-associated nuclease 1 homolog OS=Oryza sativa subsp. japonica	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
Syntaxin-72 OS=Arabidopsis thaliana	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
Katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.3 OS=Arabidopsis thaliana	0.005555555555555556	3	0.00011892303301303397	10	True	lightgreen
Katanin p80 WD40 repeat-containing subunit B1 homolog KTN80.4 OS=Arabidopsis thaliana	0.003703703703703704	2	0.00011892303301303397	10	True	lightgreen
Protein ROOT HAIR DEFECTIVE 3 homolog 1 OS=Oryza sativa subsp. japonica	0.001851851851851852	1	0.00011892303301303397	10	True	lightgreen
Transcription initiation factor TFIID subunit 5 OS=Arabidopsis thaliana	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
Transcription factor MYB52 OS=Arabidopsis thaliana	0.003703703703703704	2	3.567690990391019e-05	3	True	lightgreen
Putative B3 domain-containing protein Os04g0676650 OS=Oryza sativa subsp. japonica	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
Protein G1-like6 OS=Oryza sativa subsp. indica	0.003703703703703704	2	5.9461516506516985e-05	5	True	lightgreen
Pirin-like protein OS=Solanum lycopersicum	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
Exosome complex component RRP45B OS=Arabidopsis thaliana	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
Protein SUPPRESSOR OF GENE SILENCING 3 homolog OS=Zea mays	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
Polyadenylate-binding protein-interacting protein 11 OS=Arabidopsis thaliana	0.012962962962962963	7	0.0002973075825325849	25	True	lightgreen
Polyadenylate-binding protein-interacting protein 10 OS=Arabidopsis thaliana	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
THO complex subunit 7B OS=Arabidopsis thaliana	0.005555555555555556	3	4.756921320521359e-05	4	True	lightgreen
