Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
regulatory signalling factor *(CYP78a) involved in female gametogenesis	0.001524390243902439	1	0.00011892303301303397	10	True	darkgreen
regulatory protein *(SOK) involved in asymmetric cell division	0.004573170731707317	3	0.0003686614023404053	31	True	darkgreen
transcriptional regulator *(WRKY2) involved in embryo axis formation	0.003048780487804878	2	0.00013081533631433735	11	True	darkgreen
transcriptional regulator *(HDG11/12) involved in embryo axis formation	0.003048780487804878	2	5.9461516506516985e-05	5	True	darkgreen
MYB class-R2R3 transcription factor *(AS1)	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
transcriptional regulator *(KAN) of abaxial polarity	0.009146341463414634	6	0.0003686614023404053	31	True	darkgreen
transcriptional regulator *(YAB1/YAB3) of abaxial polarity	0.003048780487804878	2	0.00013081533631433735	11	True	darkgreen
regulatory protein *(NRPM1/2/3/4) involved in stomatal patterning	0.006097560975609756	4	0.00013081533631433735	11	True	darkgreen
EPF-peptide receptor kinase *(ERECTA) involved in stomatal patterning	0.012195121951219513	8	9.513842641042717e-05	8	True	darkgreen
not classified	0.31097560975609756	204	0.3738345542764723	31435	False	darkgreen
EC_1.1 oxidoreductase acting on CH-OH group of donor	0.004573170731707317	3	0.004840167443630482	407	False	darkgreen
EC_1.2 oxidoreductase acting on aldehyde or oxo group of donor	0.003048780487804878	2	0.0014508610027590143	122	True	darkgreen
EC_1.3 oxidoreductase acting on CH-CH group of donor	0.010670731707317074	7	0.0015341071258681382	129	True	darkgreen
EC_1.11 oxidoreductase acting on peroxide as acceptor	0.004573170731707317	3	0.0029255066121206355	246	True	darkgreen
EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen	0.007621951219512195	5	0.007753781752449815	652	False	darkgreen
EC_2.3 acyltransferase	0.006097560975609756	4	0.0035320140804871087	297	True	darkgreen
EC_2.4 glycosyltransferase	0.012195121951219513	8	0.007729997145847207	650	True	darkgreen
EC_2.7 transferase transferring phosphorus-containing group	0.019817073170731708	13	0.04239606126914661	3565	False	darkgreen
EC_3.1 hydrolase acting on ester bond	0.04420731707317073	29	0.007551612596327657	635	True	darkgreen
EC_3.4 hydrolase acting on peptide bond (peptidase)	0.003048780487804878	2	0.0069332128246598805	583	False	darkgreen
EC_4.2 carbon-oxygen lyase	0.013719512195121951	9	0.002342783750356769	197	True	darkgreen
EC_5.1 racemase or epimerase	0.001524390243902439	1	0.0010584149938160023	89	True	darkgreen
EC_6.2 ligase forming carbon-sulfur bond	0.010670731707317074	7	0.0007611074112834174	64	True	darkgreen
EC_6.3 ligase forming carbon-nitrogen bond	0.003048780487804878	2	0.001557891732470745	131	True	darkgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
transcription factor *(DEL) involved in cell cycle control	0.030303030303030304	1	5.9461516506516985e-05	5	True	plum1
cohesin cofactor *(WAPL)	0.030303030303030304	1	0.00016649224621824755	14	True	plum1
bHLH class-Ia transcription factor	0.030303030303030304	1	0.0003686614023404053	31	True	plum1
regulatory protein *(NDL1/2/3) of G-protein signalling	0.030303030303030304	1	0.0003329844924364951	28	True	plum1
not classified	0.8181818181818182	27	0.3738345542764723	31435	True	plum1
EC_2.4 glycosyltransferase	0.030303030303030304	1	0.007729997145847207	650	True	plum1
EC_2.5 transferase transferring alkyl or aryl group, other than methyl group	0.030303030303030304	1	0.002259537627247645	190	True	plum1
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
component *(NDUFA13/B16-6) of NADH dehydrogenase alpha subcomplex	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
component *(NDUFB2/AGGG) of NADH dehydrogenase beta subcomplex	0.003703703703703704	2	3.567690990391019e-05	3	True	lightgreen
component *(P2) of NADH dehydrogenase complex	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
component *(QCR10) of cytochrome c reductase complex	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
cytosolic UDP-glucose pyrophosphorylase	0.003703703703703704	2	0.00015459994291694415	13	True	lightgreen
UDP-L-arabinose mutase	0.001851851851851852	1	0.00020216915612215775	17	True	lightgreen
phosphoribosyl-formimino-AICAR-phosphate isomerase	0.007407407407407408	4	0.00010703072971173057	9	True	lightgreen
acireductone dioxygenase *(ARD)	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
guanosine deaminase *(GSDA)	0.005555555555555556	3	9.513842641042717e-05	8	True	lightgreen
pterin aldehyde reductase	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
carotenoid beta ring hydroxylase	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
monodehydroascorbate reductase *(MDAR)	0.001851851851851852	1	0.00011892303301303397	10	True	lightgreen
oxophytodienoate export protein *(JASSY)	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
histone *(H2A/HTA)	0.001851851851851852	1	0.0006065074683664733	51	True	lightgreen
RecA-activity modulator *(RecX)	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
regulatory protein *(CYCA) of cell cycle	0.001851851851851852	1	0.0002854152792312815	24	True	lightgreen
component *(E2Fa/b/c) of DREAM cell cycle regulatory complex	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
component *(APC4) of (APC/C)-dependent ubiquitination platform subcomplex	0.005555555555555556	3	0.00013081533631433735	11	True	lightgreen
regulatory protein *(TAM)  involved in cell cycle control	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
N-acetyltransferase cohesin cofactor *(CTF7)	0.009259259259259259	5	5.9461516506516985e-05	5	True	lightgreen
chromosome axis protein *(ASY4)	0.001851851851851852	1	0.00010703072971173057	9	True	lightgreen
regulatory E3 ubiquitin ligase *(HEI10/ZIP3) of meiotic crossover	0.014814814814814815	8	0.00011892303301303397	10	True	lightgreen
non-catalytic component *(RMI1) of RTR Holliday junction dissolution complex	0.009259259259259259	5	5.9461516506516985e-05	5	True	lightgreen
ATPase component *(FIGL1) of FIGL1-FLIP meiotic crossover regulator complex	0.001851851851851852	1	1.1892303301303397e-05	1	True	lightgreen
endonuclease *(FAN1)	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
Qc-type component *(SYP71) of SNARE cell-plate vesicle fusion complex	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
regulatory component *(KTN80) of Katanin ATP-dependent microtubule severing complex	0.005555555555555556	3	0.00021406145942346114	18	True	lightgreen
ER-tubule formation factor *(RHD3/RL)	0.001851851851851852	1	0.00021406145942346114	18	True	lightgreen
E3 ubiquitin ligase component *(NSE1) of homologous recombination repair Smc5-Smc6 complex	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
component *(TAF5) of SAGA transcription co-activator complex	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
component *(ADA1) of SAGA transcription co-activator complex	0.001851851851851852	1	0.00019027685282085435	16	True	lightgreen
component *(SDRL) of PAGA histone acetyltransferase complex	0.001851851851851852	1	3.567690990391019e-05	3	True	lightgreen
component *(BRF) of TFIIIb transcription factor complex	0.001851851851851852	1	0.00010703072971173057	9	True	lightgreen
transcription factor *(E2F1/2/3)	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
MYB class-R2R3 subgroup-21 transcription factor *(LOF1/2)	0.003703703703703704	2	0.00011892303301303397	10	True	lightgreen
regulatory protein *(JAV1) of WRKY transcription factor activity	0.001851851851851852	1	0.0002497383693273713	21	True	lightgreen
LAV-ABI3 transcription factor	0.003703703703703704	2	0.00015459994291694415	13	True	lightgreen
ALOG transcription factor	0.003703703703703704	2	0.0003567690990391019	30	True	lightgreen
transcriptional co-regulator *(PRN1)	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
MnmG-type 5,10-methylene-THF-dependent tRNA uridine methyltransferase	0.003703703703703704	2	0.00011892303301303397	10	True	lightgreen
uridine 5-carboxymethylaminomethyl modification enzyme *(GidA)	0.003703703703703704	2	0.00011892303301303397	10	True	lightgreen
component *(RRP45) of exosome EXO9 core complex	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
stabilization factor *(SGS3) of transacting siRNA pathway	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
CID group-D posttranscriptional regulator *(CID8/9/10)	0.014814814814814815	8	0.0004875844353534393	41	True	lightgreen
component *(THOC7) of mRNP trafficking THO subcomplex	0.005555555555555556	3	4.756921320521359e-05	4	True	lightgreen
regulatory protein *(NCL) of rRNA transcription	0.001851851851851852	1	0.00010703072971173057	9	True	lightgreen
rRNA biogenesis auxiliary factor *(APUM23)	0.007407407407407408	4	4.756921320521359e-05	4	True	lightgreen
component *(uL24) of large ribosomal-subunit (LSU) proteome	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
component *(eS24) of small ribosomal-subunit (SSU) proteome	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
SSU processome assembly factor *(UTP4/PCN)	0.003703703703703704	2	7.135381980782038e-05	6	True	lightgreen
assembly factor (eIF1) of eIF1	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
component *(eIF3c) of eIF3 mRNA-to-PIC binding complex	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
component *(mL41) of large mitoribosomal-subunit proteome	0.005555555555555556	3	4.756921320521359e-05	4	True	lightgreen
mannosyltransferase-II *(PIG-V)	0.007407407407407408	4	0.00011892303301303397	10	True	lightgreen
GPI lipid remodeling hydrolase *(PGAP3)	0.005555555555555556	3	0.00021406145942346114	18	True	lightgreen
isoprenylcysteine alpha-carbonyl methylesterase *(ICME)	0.001851851851851852	1	0.00014270763961564075	12	True	lightgreen
SD-1 protein kinase	0.003703703703703704	2	0.0004994767386547426	42	True	lightgreen
WAK/WAKL protein kinase	0.005555555555555556	3	0.000987061174008182	83	True	lightgreen
component *(NCT) of gamma secretase complex	0.003703703703703704	2	7.135381980782038e-05	6	True	lightgreen
class-C-I small heat-shock-responsive protein	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
ubiquitin-conjugating component *(GID3) of GID ubiquitination complex	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
E2 ubiquitin-conjugating enzyme *(UBC4/5/6)	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
small subunit *(AXR1/AXL) of E1 RUB ubiquitin-activating enzyme complex	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
E3 ubiquitin ligase *(SAUL)	0.001851851851851852	1	0.00015459994291694415	13	True	lightgreen
RBR-Ariadne-class E3 ubiquitin ligase	0.001851851851851852	1	0.0002735229759299781	23	True	lightgreen
carboxypeptidase	0.009259259259259259	5	0.0003091998858338883	26	True	lightgreen
Pepsin-type protease	0.001851851851851852	1	0.0019622300447150604	165	False	lightgreen
component *(PFD6) of Prefoldin co-chaperone complex	0.001851851851851852	1	0.00011892303301303397	10	True	lightgreen
xylan O-acetyltransferase *(XOAT1/2/++)	0.001851851851851852	1	0.0002973075825325849	25	True	lightgreen
RAB-GTPase GDP-dissociation inhibitor *(RAB-GDI)	0.001851851851851852	1	0.00021406145942346114	18	True	lightgreen
Qc-type SYP7-group component of SNARE membrane fusion complex	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
channel-forming component *(Tom40) of outer mitochondrion membrane TOM translocation system	0.003703703703703704	2	0.00013081533631433735	11	True	lightgreen
P3A-type proton-translocating ATPase *(AHA)	0.001851851851851852	1	0.0003091998858338883	26	True	lightgreen
ABCB-type transporter *(MDR/PGP)	0.001851851851851852	1	0.0005470459518599562	46	True	lightgreen
solute transporter	0.001851851851851852	1	0.0004875844353534393	41	True	lightgreen
solute transporter *(NAT)	0.001851851851851852	1	0.0006065074683664733	51	True	lightgreen
amino acid transporter *(AVT1)	0.003703703703703704	2	0.0002735229759299781	23	True	lightgreen
metabolite transporter *(DTX1/2/++)	0.001851851851851852	1	0.0010227380839120922	86	True	lightgreen
MtcC-type solute transporter	0.003703703703703704	2	0.0005946151650651698	50	True	lightgreen
magnesium cation transporter *(MGR1/2/++)	0.001851851851851852	1	0.0002973075825325849	25	True	lightgreen
tobamovirus multiplication replication host factor *(TOM1)	0.001851851851851852	1	0.00022595376272476454	19	True	lightgreen
ROP-activating protein *(RenGAP)	0.003703703703703704	2	0.0002497383693273713	21	True	lightgreen
calcium sensor *(CML2/3/++)	0.005555555555555556	3	0.0004994767386547426	42	True	lightgreen
calcium sensor *(CBL)	0.009259259259259259	5	0.0004281229188469223	36	True	lightgreen
regulatory protein *(NDL1/2/3) of G-protein signalling	0.001851851851851852	1	0.0003329844924364951	28	True	lightgreen
ppGpp hydrolase *(RSH1)	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
regulatory factor *(PCS1) of tapetal programmed cell death	0.001851851851851852	1	3.567690990391019e-05	3	True	lightgreen
not classified	0.6148148148148148	332	0.3738345542764723	31435	True	lightgreen
EC_1.6 oxidoreductase acting on NADH or NADPH	0.001851851851851852	1	0.0004756921320521359	40	True	lightgreen
EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen	0.005555555555555556	3	0.007753781752449815	652	False	lightgreen
EC_2.4 glycosyltransferase	0.009259259259259259	5	0.007729997145847207	650	True	lightgreen
EC_2.7 transferase transferring phosphorus-containing group	0.03888888888888889	21	0.04239606126914661	3565	False	lightgreen
EC_3.1 hydrolase acting on ester bond	0.005555555555555556	3	0.007551612596327657	635	False	lightgreen
EC_3.4 hydrolase acting on peptide bond (peptidase)	0.014814814814814815	8	0.0069332128246598805	583	True	lightgreen
EC_3.6 hydrolase acting on acid anhydride	0.001851851851851852	1	0.0020335838645228806	171	False	lightgreen
EC_4.3 carbon-nitrogen lyase	0.005555555555555556	3	0.0007492151079821139	63	True	lightgreen
EC_5.2 cis-trans-isomerase	0.001851851851851852	1	0.0011178765103225193	94	True	lightgreen
EC_5.3 intramolecular oxidoreductase	0.007407407407407408	4	0.0008800304442964514	74	True	lightgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
protein involved in PS-II assembly *(HCF243/PAP90)	0.00016726603663126202	2	2.3784606602606793e-05	2	True	blue
thioredoxin *(TRX-M)	8.363301831563101e-05	1	7.135381980782038e-05	6	True	blue
regulatory factor *(CURT) of thylakoid grana stacking	8.363301831563101e-05	1	0.00022595376272476454	19	False	blue
subunit alpha of Cpn60 chaperonin complex	8.363301831563101e-05	1	2.3784606602606793e-05	2	True	blue
subunit beta of Cpn60 chaperonin complex	8.363301831563101e-05	1	0.00011892303301303397	10	False	blue
subunit alpha of CPN60 assembly chaperone heterodimer	8.363301831563101e-05	1	2.3784606602606793e-05	2	True	blue
subunit beta of CPN60 assembly chaperone heterodimer	8.363301831563101e-05	1	0.00011892303301303397	10	False	blue
phosphopentose epimerase	0.00033453207326252405	4	0.00010703072971173057	9	True	blue
glycolate oxidase *(GOX1/2/3)	0.00016726603663126202	2	0.00011892303301303397	10	True	blue
lipoamide-containing component *(H-protein) of glycine cleavage system	8.363301831563101e-05	1	9.513842641042717e-05	8	False	blue
beta-type carbonic anhydrase	0.0011708622564188342	14	0.0002735229759299781	23	True	blue
PEP carboxylase *(PPC)	0.00033453207326252405	4	0.00015459994291694415	13	True	blue
ATP-dependent phosphofructokinase	8.363301831563101e-05	1	0.00015459994291694415	13	False	blue
pyrophosphate-dependent phosphofructokinase	8.363301831563101e-05	1	0.00017838454951955095	15	False	blue
triose-phosphate isomerase *(TPI)	8.363301831563101e-05	1	4.756921320521359e-05	4	True	blue
NADP-dependent glyceraldehyde 3-phosphate dehydrogenase	8.363301831563101e-05	1	1.1892303301303397e-05	1	True	blue
phosphoenolpyruvate enolase *(ENO2)	8.363301831563101e-05	1	8.324612310912378e-05	7	True	blue
pyruvate kinase *(cPK)	8.363301831563101e-05	1	5.9461516506516985e-05	5	True	blue
hydroxy-acyl-glutathione hydrolase *(GLX-II2)	0.00016726603663126202	2	2.3784606602606793e-05	2	True	blue
glutathione-independent glyoxalase *(GLY-III)	8.363301831563101e-05	1	1.1892303301303397e-05	1	True	blue
subunit alpha of E1 subcomplex of pyruvate dehydrogenase complex	0.00016726603663126202	2	0.00011892303301303397	10	True	blue
pyruvate dehydrogenase kinase *(PDHK)	0.00033453207326252405	4	0.00020216915612215775	17	True	blue
subunit alpha of succinyl-CoA ligase heterodimer	0.00016726603663126202	2	4.756921320521359e-05	4	True	blue
component *(SDH6) of succinate dehydrogenase complex	8.363301831563101e-05	1	3.567690990391019e-05	3	True	blue
NAD-dependent malate dehydrogenase *(mMDH1/2)	0.00016726603663126202	2	4.756921320521359e-05	4	True	blue
regulatory enol-oxaloacetate tautomerase *(FAHD1)	0.00041816509157815507	5	0.00011892303301303397	10	True	blue
