Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Phytohormone action.signalling peptides.NCRP (non-cysteine-rich-peptide) category	0.001524390243902439	1	0.0017362762819902958	146	False	darkgreen
Phytohormone action.signalling peptides.CRP (cysteine-rich-peptide) category	0.010670731707317074	7	0.0012130149367329465	102	True	darkgreen
Chromatin organisation.post-translational histone modification.histone methylation	0.003048780487804878	2	0.004019598515840548	338	False	darkgreen
Cell division.cell cycle organisation.cell cycle control	0.001524390243902439	1	0.0035320140804871087	297	False	darkgreen
DNA damage response.DNA-protein crosslink (DPC) repair.crosslink-repair peptidase *(SPRTN)	0.001524390243902439	1	5.9461516506516985e-05	5	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.basic DNA-binding domain	0.022865853658536585	15	0.009513842641042717	800	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.zinc-coordinating DNA-binding domain	0.013719512195121951	9	0.0066477975454285985	559	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.helix-turn-helix DNA-binding domain	0.039634146341463415	26	0.011392826562648653	958	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.other all-alpha-helix DNA-binding domain	0.022865853658536585	15	0.002937398915421939	247	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure	0.0350609756097561	23	0.010441442298544382	878	True	darkgreen
RNA biosynthesis.DNA-binding transcriptional regulation.undefined DNA-binding domain	0.004573170731707317	3	0.0031633526781467036	266	True	darkgreen
RNA biosynthesis.transcriptional co-regulation.JAZ-TPR transcriptional repressor complexes	0.001524390243902439	1	0.0007967843211873275	67	True	darkgreen
RNA biosynthesis.transcriptional co-regulation.transcriptional co-regulator *(GIR1/2)	0.003048780487804878	2	9.513842641042717e-05	8	True	darkgreen
RNA homeostasis.mRNA silencing.miRNA pathway	0.003048780487804878	2	0.002247645323946342	189	True	darkgreen
Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU)	0.003048780487804878	2	0.005506136428503472	463	False	darkgreen
Protein modification.lipidation.protein de-S-acylation	0.003048780487804878	2	0.0004519075254495291	38	True	darkgreen
Protein modification.phosphorylation.TKL protein kinase activities	0.018292682926829267	12	0.013664256493197602	1149	True	darkgreen
Protein modification.peptide cyclisation.Plant BURP-domain peptide cyclase *(RD22)	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
Protein homeostasis.ubiquitin-proteasome system.ubiquitin-fold protein conjugation	0.004573170731707317	3	0.020169346399010562	1696	False	darkgreen
Protein homeostasis.proteolysis.serine peptidase activities	0.004573170731707317	3	0.004007706212539245	337	True	darkgreen
Protein homeostasis.proteolysis.aspartic peptidase activities	0.003048780487804878	2	0.0019622300447150604	165	True	darkgreen
Cytoskeleton organisation.microfilament network.actin polymerisation	0.01676829268292683	11	0.0026044144229854438	219	True	darkgreen
Cell wall organisation.cellulose.cellulose synthase complex (CSC)	0.006097560975609756	4	0.0012962610598420703	109	True	darkgreen
Cell wall organisation.hemicellulose.xylan	0.003048780487804878	2	0.0023546760536580723	198	True	darkgreen
Cell wall organisation.hemicellulose.heteromannan	0.003048780487804878	2	0.0007254305013795071	61	True	darkgreen
Cell wall organisation.pectin.homogalacturonan	0.007621951219512195	5	0.001165445723527733	98	True	darkgreen
Cell wall organisation.pectin.modification and degradation	0.004573170731707317	3	0.0012249072400342498	103	True	darkgreen
Cell wall organisation.cell wall proteins.hydroxyproline-rich glycoprotein activities	0.009146341463414634	6	0.0013676148796498905	115	True	darkgreen
Cell wall organisation.cutin and suberin.cuticular lipid formation	0.025914634146341462	17	0.0012486918466368567	105	True	darkgreen
Cell wall organisation.cutin and suberin.biosynthesis regulation	0.004573170731707317	3	5.9461516506516985e-05	5	True	darkgreen
Cell wall organisation.cutin and suberin.export	0.018292682926829267	12	0.00014270763961564075	12	True	darkgreen
Cell wall organisation.cutin and suberin.cutin polyester biosynthesis	0.007621951219512195	5	0.00022595376272476454	19	True	darkgreen
Vesicle trafficking.retrograde trafficking.Coat protein I (COPI) coatomer machinery	0.001524390243902439	1	0.0020692607744267908	174	False	darkgreen
Solute transport.primary active transport.P-type ATPase superfamily	0.003048780487804878	2	0.0022000761107411285	185	True	darkgreen
Solute transport.primary active transport.ABC-type transporter superfamily	0.021341463414634148	14	0.0024973836932737133	210	True	darkgreen
Solute transport.carrier-mediated transport.MFS-type transporter superfamily	0.007621951219512195	5	0.007242412710493768	609	True	darkgreen
Solute transport.carrier-mediated transport.BART-type transporter superfamily	0.004573170731707317	3	0.0007254305013795071	61	True	darkgreen
Solute transport.carrier-mediated transport.MATE-type transporter activities	0.003048780487804878	2	0.0013081533631433737	110	True	darkgreen
Solute transport.carrier-mediated transport.OPT-type transporter activities	0.001524390243902439	1	0.0006778612881742935	57	True	darkgreen
Solute transport.carrier-mediated transport.VIT-type metal cation transporter activities	0.003048780487804878	2	0.00014270763961564075	12	True	darkgreen
Solute transport.channel-mediated transport.MIP-type intrinsic protein activities	0.004573170731707317	3	0.0007611074112834174	64	True	darkgreen
Solute transport.channel-mediated transport.voltage-gated cation channel activities	0.007621951219512195	5	0.0005827228617638665	49	True	darkgreen
Nutrient uptake.iron uptake.chelation-based strategy	0.007621951219512195	5	0.000808676624488631	68	True	darkgreen
Nutrient uptake.iron uptake.iron homeostasis	0.003048780487804878	2	0.001355722576348587	114	True	darkgreen
External stimuli response.light.UV-A/blue light	0.009146341463414634	6	0.001831414708400723	154	True	darkgreen
External stimuli response.symbiont.lipid biosynthesis and transfer	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
Multi-process regulation.circadian clock system.morning element regulation	0.004573170731707317	3	8.324612310912378e-05	7	True	darkgreen
Multi-process regulation.SnRK1-kinase regulatory system.regulatory protein *(FLZ) of SnRK1 complex	0.001524390243902439	1	0.000570830558462563	48	True	darkgreen
Multi-process regulation.phosphoinositide signalling.inositol phosphate homeostasis	0.010670731707317074	7	0.0018670916183046332	157	True	darkgreen
Multi-process regulation.UPR (Unfolded Protein Response) signalling.IRE1-bZIP60 pathway	0.004573170731707317	3	0.0005946151650651698	50	True	darkgreen
Plant reproduction.gametogenesis.female gametophyt	0.001524390243902439	1	0.0005589382551612597	47	True	darkgreen
Plant reproduction.embryogenesis.asymmetric cell division	0.004573170731707317	3	0.0005470459518599562	46	True	darkgreen
Plant reproduction.embryogenesis.embryo axis formation	0.006097560975609756	4	0.0006183997716677766	52	True	darkgreen
Plant organogenesis.leaf formation.adaxial polarity	0.003048780487804878	2	0.0004043383122443155	34	True	darkgreen
Plant organogenesis.leaf formation.abaxial polarity	0.012195121951219513	8	0.0006778612881742935	57	True	darkgreen
Plant organogenesis.leaf formation.stomata	0.018292682926829267	12	0.0008919227475977547	75	True	darkgreen
not assigned	0.31097560975609756	204	0.3738345542764723	31435	False	darkgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-1 oxidoreductase acting on CH-OH group of donor	0.004573170731707317	3	0.004840167443630482	407	False	darkgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-2 oxidoreductase acting on aldehyde or oxo group of donor	0.003048780487804878	2	0.0014508610027590143	122	True	darkgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-3 oxidoreductase acting on CH-CH group of donor	0.010670731707317074	7	0.0015341071258681382	129	True	darkgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-11 oxidoreductase acting on peroxide as acceptor	0.004573170731707317	3	0.0029255066121206355	246	True	darkgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen	0.007621951219512195	5	0.007753781752449815	652	False	darkgreen
Enzyme classification.EC_2 transferases.EC_2-3 acyltransferase	0.006097560975609756	4	0.0035320140804871087	297	True	darkgreen
Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase	0.012195121951219513	8	0.007729997145847207	650	True	darkgreen
Enzyme classification.EC_2 transferases.EC_2-7 transferase transferring phosphorus-containing group	0.019817073170731708	13	0.04239606126914661	3565	False	darkgreen
Enzyme classification.EC_3 hydrolases.EC_3-1 hydrolase acting on ester bond	0.04420731707317073	29	0.007551612596327657	635	True	darkgreen
Enzyme classification.EC_3 hydrolases.EC_3-4 hydrolase acting on peptide bond (peptidase)	0.003048780487804878	2	0.0069332128246598805	583	False	darkgreen
Enzyme classification.EC_4 lyases.EC_4-2 carbon-oxygen lyase	0.013719512195121951	9	0.002342783750356769	197	True	darkgreen
Enzyme classification.EC_5 isomerases.EC_5-1 racemase or epimerase	0.001524390243902439	1	0.0010584149938160023	89	True	darkgreen
Enzyme classification.EC_6 ligases.EC_6-2 ligase forming carbon-sulfur bond	0.010670731707317074	7	0.0007611074112834174	64	True	darkgreen
Enzyme classification.EC_6 ligases.EC_6-3 ligase forming carbon-nitrogen bond	0.003048780487804878	2	0.001557891732470745	131	True	darkgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Cell division.cell cycle organisation.metaphase to anaphase transition	0.030303030303030304	1	0.0010227380839120922	86	True	plum1
Cell division.cell cycle organisation.sister chromatid separation	0.030303030303030304	1	0.001355722576348587	114	True	plum1
RNA biosynthesis.DNA-binding transcriptional regulation.basic DNA-binding domain	0.030303030303030304	1	0.009513842641042717	800	True	plum1
Multi-process regulation.G-protein-dependent signalling.regulatory protein *(NDL1/2/3)	0.030303030303030304	1	0.0003329844924364951	28	True	plum1
not assigned	0.8181818181818182	27	0.3738345542764723	31435	True	plum1
Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase	0.030303030303030304	1	0.007729997145847207	650	True	plum1
Enzyme classification.EC_2 transferases.EC_2-5 transferase transferring alkyl or aryl group, other than methyl group	0.030303030303030304	1	0.002259537627247645	190	True	plum1
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Cellular respiration.oxidative phosphorylation.NADH dehydrogenase complex	0.007407407407407408	4	0.001771953191894206	149	True	lightgreen
Cellular respiration.oxidative phosphorylation.cytochrome c reductase complex	0.001851851851851852	1	0.0007373228046808106	62	True	lightgreen
Carbohydrate metabolism.sucrose metabolism.biosynthesis	0.003703703703703704	2	0.0006659689848729902	56	True	lightgreen
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-L-arabinose biosynthesis	0.001851851851851852	1	0.0003924460089430121	33	True	lightgreen
Amino acid metabolism.glutamate group amino acid biosynthesis.histidine biosynthesis	0.007407407407407408	4	0.0004281229188469223	36	True	lightgreen
Amino acid metabolism.aspartate group amino acid biosynthesis.aspartate-derived amino acids	0.001851851851851852	1	0.0019503377414137571	164	False	lightgreen
Nucleotide metabolism.purines.catabolism	0.005555555555555556	3	0.0005113690419560461	43	True	lightgreen
Coenzyme metabolism.tetrahydrofolate metabolism.pterin regeneration	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
Secondary metabolism.terpenoid biosynthesis.carotenoid biosynthesis	0.001851851851851852	1	0.000689753591475597	58	True	lightgreen
Redox homeostasis.ascorbate-based redox regulation.monodehydroascorbate reductase *(MDAR)	0.001851851851851852	1	0.00011892303301303397	10	True	lightgreen
Phytohormone action.jasmonic acid.biosynthesis	0.003703703703703704	2	0.0005827228617638665	49	True	lightgreen
Chromatin organisation.chromatin structure.DNA wrapping	0.001851851851851852	1	0.0014032917895538007	118	True	lightgreen
Cell division.DNA replication.organelle machinery	0.001851851851851852	1	0.0010584149938160023	89	True	lightgreen
Cell division.cell cycle organisation.cell cycle control	0.003703703703703704	2	0.0035320140804871087	297	True	lightgreen
Cell division.cell cycle organisation.metaphase to anaphase transition	0.007407407407407408	4	0.0010227380839120922	86	True	lightgreen
Cell division.cell cycle organisation.sister chromatid separation	0.009259259259259259	5	0.001355722576348587	114	True	lightgreen
Cell division.meiotic recombination.meiotic initiation	0.001851851851851852	1	0.0002854152792312815	24	True	lightgreen
Cell division.meiotic recombination.meiotic crossover	0.02962962962962963	16	0.0017124916753876891	144	True	lightgreen
Cell division.cytokinesis.cell-plate formation	0.001851851851851852	1	0.0006659689848729902	56	True	lightgreen
Cell division.cytokinesis.phragmoplast disassembly	0.005555555555555556	3	0.0006183997716677766	52	True	lightgreen
Cell division.cytokinesis.endoplasmic reticulum (ER) reorganisation	0.001851851851851852	1	0.0010346303872133954	87	True	lightgreen
DNA damage response.homologous recombination repair (HR).Smc5-Smc6 complex	0.001851851851851852	1	0.0003805537056417087	32	True	lightgreen
RNA biosynthesis.RNA polymerase II-dependent transcription.transcription co-activation	0.005555555555555556	3	0.003258491104557131	274	True	lightgreen
RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex	0.001851851851851852	1	0.00023784606602606794	20	True	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.helix-turn-helix DNA-binding domain	0.005555555555555556	3	0.011392826562648653	958	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure	0.001851851851851852	1	0.010441442298544382	878	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.beta-barrel DNA-binding domain	0.003703703703703704	2	0.002223860717343735	187	True	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.undefined DNA-binding domain	0.003703703703703704	2	0.0031633526781467036	266	True	lightgreen
RNA biosynthesis.transcriptional co-regulation.PIRIN transcriptional co-regulator *(PRN1)	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
RNA processing.tRNA modification.tRNA methylation	0.003703703703703704	2	0.0012249072400342498	103	True	lightgreen
RNA processing.organelle RNA modification.tRNA wobble uridine modification	0.003703703703703704	2	0.0002735229759299781	23	True	lightgreen
RNA homeostasis.mRNA degradation.Exosome RNA surveillance complex	0.001851851851851852	1	0.0013676148796498905	115	True	lightgreen
RNA homeostasis.mRNA silencing.transacting siRNA pathway	0.001851851851851852	1	0.0003924460089430121	33	True	lightgreen
RNA homeostasis.post-transcriptional regulator activities.CID-type posttranscriptional regulator activity	0.014814814814814815	8	0.0009989534773094852	84	True	lightgreen
RNA homeostasis.RNA transport.RNA nuclear export	0.005555555555555556	3	0.0014746456093616212	124	True	lightgreen
Protein biosynthesis.ribosome biogenesis.rRNA maturation	0.009259259259259259	5	0.002307106840452859	194	True	lightgreen
Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU)	0.001851851851851852	1	0.005506136428503472	463	False	lightgreen
Protein biosynthesis.ribosome biogenesis.small ribosomal subunit (SSU)	0.005555555555555556	3	0.004947198173342213	416	True	lightgreen
Protein biosynthesis.translation initiation.Pre-Initiation Complex (PIC) module	0.003703703703703704	2	0.001557891732470745	131	True	lightgreen
Protein biosynthesis.organellar translation machinery.mitochondrial ribosome biogenesis	0.005555555555555556	3	0.002663875939491961	224	True	lightgreen
Protein modification.lipidation.glycophosphatidylinositol (GPI) anchor addition	0.012962962962962963	7	0.001320045666444677	111	True	lightgreen
Protein modification.lipidation.Cys-linked prenylation	0.001851851851851852	1	0.0004875844353534393	41	True	lightgreen
Protein modification.phosphorylation.TKL protein kinase activities	0.009259259259259259	5	0.013664256493197602	1149	False	lightgreen
Protein modification.targeting peptide maturation.endomembrane system	0.003703703703703704	2	0.0007254305013795071	61	True	lightgreen
Protein homeostasis.protein quality control.smallHsp holdase chaperone activities	0.001851851851851852	1	0.0003210921891351917	27	True	lightgreen
Protein homeostasis.ubiquitin-proteasome system.N-degron pathways	0.001851851851851852	1	0.0016768147654837788	141	True	lightgreen
Protein homeostasis.ubiquitin-proteasome system.ubiquitin-fold protein conjugation	0.007407407407407408	4	0.020169346399010562	1696	False	lightgreen
Protein homeostasis.proteolysis.serine peptidase activities	0.009259259259259259	5	0.004007706212539245	337	True	lightgreen
Protein homeostasis.proteolysis.aspartic peptidase activities	0.001851851851851852	1	0.0019622300447150604	165	False	lightgreen
Cytoskeleton organisation.actin and tubulin folding.Prefoldin co-chaperone complex	0.001851851851851852	1	0.00023784606602606794	20	True	lightgreen
Cell wall organisation.hemicellulose.xylan	0.001851851851851852	1	0.0023546760536580723	198	False	lightgreen
Vesicle trafficking.vesicle tethering.RAB-GTPase membrane association	0.001851851851851852	1	0.0006659689848729902	56	True	lightgreen
Vesicle trafficking.vesicle target membrane fusion.SNARE membrane fusion complexes	0.001851851851851852	1	0.0017124916753876891	144	True	lightgreen
Protein translocation.mitochondrion.outer mitochondrion membrane TOM translocation system	0.003703703703703704	2	0.0002735229759299781	23	True	lightgreen
Solute transport.primary active transport.P-type ATPase superfamily	0.001851851851851852	1	0.0022000761107411285	185	False	lightgreen
Solute transport.primary active transport.ABC-type transporter superfamily	0.001851851851851852	1	0.0024973836932737133	210	False	lightgreen
Solute transport.carrier-mediated transport.DMT-type transporter superfamily	0.001851851851851852	1	0.004257444581866616	358	False	lightgreen
Solute transport.carrier-mediated transport.APC-type transporter superfamily	0.005555555555555556	3	0.004923413566739606	414	True	lightgreen
Solute transport.carrier-mediated transport.MATE-type transporter activities	0.001851851851851852	1	0.0013081533631433737	110	True	lightgreen
Solute transport.carrier-mediated transport.MTCC-type transporter activities	0.003703703703703704	2	0.0021406145942346115	180	True	lightgreen
Solute transport.carrier-mediated transport.magnesium cation transporter *(MGR1/2/++)	0.001851851851851852	1	0.0002973075825325849	25	True	lightgreen
External stimuli response.pathogen.virus infection	0.001851851851851852	1	0.0011535534202264295	97	True	lightgreen
Multi-process regulation.ROP-GTPase regulatory system.RopGAP GTPase-activating activities	0.003703703703703704	2	0.0005589382551612597	47	True	lightgreen
Multi-process regulation.calcium homeostasis.Ca2+-dependent signalling	0.014814814814814815	8	0.003936352392731424	331	True	lightgreen
Multi-process regulation.G-protein-dependent signalling.regulatory protein *(NDL1/2/3)	0.001851851851851852	1	0.0003329844924364951	28	True	lightgreen
Multi-process regulation.ppGpp (hyperphosphorylated guanylate) signalling.ppGpp hydrolase *(RSH1)	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
Plant reproduction.gametogenesis.male gametophyt	0.001851851851851852	1	0.0012605841499381601	106	True	lightgreen
not assigned	0.6148148148148148	332	0.3738345542764723	31435	True	lightgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-6 oxidoreductase acting on NADH or NADPH	0.001851851851851852	1	0.0004756921320521359	40	True	lightgreen
Enzyme classification.EC_1 oxidoreductases.EC_1-14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen	0.005555555555555556	3	0.007753781752449815	652	False	lightgreen
Enzyme classification.EC_2 transferases.EC_2-4 glycosyltransferase	0.009259259259259259	5	0.007729997145847207	650	True	lightgreen
Enzyme classification.EC_2 transferases.EC_2-7 transferase transferring phosphorus-containing group	0.03888888888888889	21	0.04239606126914661	3565	False	lightgreen
Enzyme classification.EC_3 hydrolases.EC_3-1 hydrolase acting on ester bond	0.005555555555555556	3	0.007551612596327657	635	False	lightgreen
Enzyme classification.EC_3 hydrolases.EC_3-4 hydrolase acting on peptide bond (peptidase)	0.014814814814814815	8	0.0069332128246598805	583	True	lightgreen
Enzyme classification.EC_3 hydrolases.EC_3-6 hydrolase acting on acid anhydride	0.001851851851851852	1	0.0020335838645228806	171	False	lightgreen
Enzyme classification.EC_4 lyases.EC_4-3 carbon-nitrogen lyase	0.005555555555555556	3	0.0007492151079821139	63	True	lightgreen
Enzyme classification.EC_5 isomerases.EC_5-2 cis-trans-isomerase	0.001851851851851852	1	0.0011178765103225193	94	True	lightgreen
Enzyme classification.EC_5 isomerases.EC_5-3 intramolecular oxidoreductase	0.007407407407407408	4	0.0008800304442964514	74	True	lightgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
Photosynthesis.photophosphorylation.photosystem II	0.00033453207326252405	4	0.0030682142517362765	258	False	blue
Photosynthesis.photophosphorylation.chlororespiration	0.00016726603663126202	2	0.0011297688136238226	95	False	blue
Photosynthesis.calvin cycle.ribulose-1,5-bisphosphat carboxylase/oxygenase (RuBisCo) activity	0.00016726603663126202	2	0.0007729997145847207	65	False	blue
Photosynthesis.calvin cycle.phosphopentose epimerase	0.00033453207326252405	4	0.00010703072971173057	9	True	blue
Photosynthesis.photorespiration.glycolate oxidase *(GOX1/2/3)	0.00016726603663126202	2	0.00011892303301303397	10	True	blue
Photosynthesis.photorespiration.glycine decarboxylase complex	8.363301831563101e-05	1	0.00017838454951955095	15	False	blue
Photosynthesis.CAM/C4 photosynthesis.carbon dioxide-bicarbonate equilibrium	0.0011708622564188342	14	0.0005232613452573494	44	True	blue
Photosynthesis.CAM/C4 photosynthesis.phosphoenolpyruvate (PEP) carboxylase activity	0.00033453207326252405	4	0.00016649224621824755	14	True	blue
Cellular respiration.glycolysis.cytosolic glycolysis	0.000501798109893786	6	0.0009394919608029683	79	False	blue
Cellular respiration.glycolysis.methylglyoxal/glyoxal degradation	0.000250899054946893	3	0.0003210921891351917	27	False	blue
Cellular respiration.pyruvate oxidation.mitochondrial pyruvate dehydrogenase complex	0.000501798109893786	6	0.0004637998287508325	39	True	blue
Cellular respiration.tricarboxylic acid cycle.succinyl-CoA ligase heterodimer	0.00016726603663126202	2	0.00019027685282085435	16	False	blue
Cellular respiration.tricarboxylic acid cycle.succinate dehydrogenase complex	8.363301831563101e-05	1	0.0004400152221482257	37	False	blue
Cellular respiration.tricarboxylic acid cycle.NAD-dependent malate dehydrogenase *(mMDH1/2)	0.00016726603663126202	2	4.756921320521359e-05	4	True	blue
Cellular respiration.tricarboxylic acid cycle.regulatory enol-oxaloacetate tautomerase *(FAHD1)	0.00041816509157815507	5	0.00011892303301303397	10	True	blue
Cellular respiration.oxidative phosphorylation.NADH dehydrogenase complex	8.363301831563101e-05	1	0.001771953191894206	149	False	blue
Cellular respiration.oxidative phosphorylation.alternative NAD(P)H dehydrogenase activities	0.000250899054946893	3	0.0004043383122443155	34	False	blue
Cellular respiration.oxidative phosphorylation.cytochrome c reductase complex	0.0006690641465250481	8	0.0007373228046808106	62	False	blue
Cellular respiration.oxidative phosphorylation.cytochrome c oxidase complex	0.0013381282930500962	16	0.0008800304442964514	74	True	blue
Cellular respiration.oxidative phosphorylation.ATP synthase complex	0.001003596219787572	12	0.0009632765674055751	81	True	blue
Carbohydrate metabolism.sucrose metabolism.biosynthesis	0.0009199632014719411	11	0.0006659689848729902	56	True	blue
Carbohydrate metabolism.sucrose metabolism.degradation	0.002007192439575144	24	0.0011178765103225193	94	True	blue
Carbohydrate metabolism.starch metabolism.biosynthesis	0.000501798109893786	6	0.0009513842641042718	80	False	blue
Carbohydrate metabolism.starch metabolism.degradation	0.0009199632014719411	11	0.0010108457806107887	85	False	blue
Carbohydrate metabolism.oligosaccharide metabolism.raffinose synthase *(RFS5)	8.363301831563101e-05	1	1.1892303301303397e-05	1	True	blue
Carbohydrate metabolism.oligosaccharide metabolism.alpha-galactosidase *(AGAL)	0.00016726603663126202	2	0.00019027685282085435	16	False	blue
Carbohydrate metabolism.mannose metabolism.phosphomannose isomerase *(PMI)	0.00016726603663126202	2	8.324612310912378e-05	7	True	blue
Carbohydrate metabolism.mannose metabolism.phosphomannomutase	8.363301831563101e-05	1	4.756921320521359e-05	4	True	blue
Carbohydrate metabolism.oxidative pentose phosphate pathway.oxidative phase	0.00041816509157815507	5	0.0003805537056417087	32	True	blue
Carbohydrate metabolism.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase	0.00016726603663126202	2	4.756921320521359e-05	4	True	blue
Carbohydrate metabolism.plastidial glycolysis.ATP-dependent phosphofructokinase *(PFK5)	0.00041816509157815507	5	0.00011892303301303397	10	True	blue
Carbohydrate metabolism.plastidial glycolysis.glyceraldehyde 3-phosphate dehydrogenase *(GAPcp1)	0.000250899054946893	3	5.9461516506516985e-05	5	True	blue
Carbohydrate metabolism.plastidial glycolysis.pyruvate kinase *(PKP1)	0.00033453207326252405	4	0.00015459994291694415	13	True	blue
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-D-glucuronic acid biosynthesis	0.00016726603663126202	2	0.0003329844924364951	28	False	blue
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-D-galacturonic acid biosynthesis	0.000250899054946893	3	0.00023784606602606794	20	True	blue
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-D-xylose biosynthesis	0.00016726603663126202	2	0.0002616306726286747	22	False	blue
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-D-glucose 4-epimerase	0.000250899054946893	3	0.00015459994291694415	13	True	blue
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-N-acetylglucosamine biosynthesis	0.00016726603663126202	2	0.00022595376272476454	19	False	blue
Amino acid metabolism.glutamate group amino acid biosynthesis.glutamate-derived amino acids	0.0018399264029438822	22	0.001165445723527733	98	True	blue
Amino acid metabolism.glutamate group amino acid biosynthesis.histidine biosynthesis	0.0009199632014719411	11	0.0004281229188469223	36	True	blue
Amino acid metabolism.aspartate group amino acid biosynthesis.asparagine biosynthesis	8.363301831563101e-05	1	0.0003448767957377985	29	False	blue
Amino acid metabolism.aspartate group amino acid biosynthesis.aspartate-derived amino acids	0.0019235594212595132	23	0.0019503377414137571	164	False	blue
Amino acid metabolism.pyruvate group amino acid biosynthesis.alanine biosynthesis	0.000250899054946893	3	0.00010703072971173057	9	True	blue
Amino acid metabolism.pyruvate group amino acid biosynthesis.pyruvate-derived amino acids	0.001003596219787572	12	0.0006540766815716869	55	True	blue
Amino acid metabolism.serine group amino acid biosynthesis.non-photorespiratory serine	0.000250899054946893	3	0.00022595376272476454	19	True	blue
Amino acid metabolism.serine group amino acid biosynthesis.glycine biosynthesis	0.00016726603663126202	2	0.00013081533631433735	11	True	blue
