Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
sarcoplasmic endoplasmic reticulum calcium atpase	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
calcium atpase sarcoplasmic endoplasmic reticulum	0.001524390243902439	1	4.756921320521359e-05	4	True	darkgreen
abc transporter b family member	0.001524390243902439	1	0.0009632765674055751	81	True	darkgreen
mfs domain containing protein	0.01524390243902439	10	0.002818475882408905	237	True	darkgreen
protein detoxification	0.003048780487804878	2	0.0007729997145847207	65	True	darkgreen
oligopeptide transporter	0.001524390243902439	1	5.9461516506516985e-05	5	True	darkgreen
vacuolar iron transporter protein	0.006097560975609756	4	0.00011892303301303397	10	True	darkgreen
aquaporin nip	0.004573170731707317	3	0.00023784606602606794	20	True	darkgreen
potassium channel 3	0.006097560975609756	4	7.135381980782038e-05	6	True	darkgreen
potassium channel isoform	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
flz type domain containing protein	0.001524390243902439	1	0.000689753591475597	58	True	darkgreen
type iv inositol polyphosphate 5 phosphatase	0.006097560975609756	4	0.00015459994291694415	13	True	darkgreen
type i inositol polyphosphate 5 phosphatase	0.01524390243902439	10	0.0010584149938160023	89	True	darkgreen
far domain containing protein	0.001524390243902439	1	5.9461516506516985e-05	5	True	darkgreen
plant f25p12 18 protein	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
t31j12 3 protein	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
cytochrome p450 78a9 protein	0.003048780487804878	2	4.756921320521359e-05	4	True	darkgreen
protein upstream of flc	0.004573170731707317	3	0.00022595376272476454	19	True	darkgreen
no annotation	0.07469512195121951	49	0.06807154409666064	5724	True	darkgreen
ring type domain containing protein	0.003048780487804878	2	0.007848920178860241	660	False	darkgreen
casp protein 2a1	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
btb poz domain containing protein	0.003048780487804878	2	0.0009632765674055751	81	True	darkgreen
cyp78a53	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
ubiquitin carboxyl terminal hydrolase	0.001524390243902439	1	0.0012962610598420703	109	True	darkgreen
protease	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
proline rich protein	0.004573170731707317	3	0.00011892303301303397	10	True	darkgreen
non specific lipid transfer protein	0.004573170731707317	3	0.00021406145942346114	18	True	darkgreen
protein brevis radix	0.004573170731707317	3	0.0002497383693273713	21	True	darkgreen
purple acid phosphatase	0.004573170731707317	3	0.0003924460089430121	33	True	darkgreen
phytocyanin domain containing protein	0.001524390243902439	1	0.0009038150508990582	76	True	darkgreen
van binding protein	0.004573170731707317	3	8.324612310912378e-05	7	True	darkgreen
remorin protein	0.003048780487804878	2	8.324612310912378e-05	7	True	darkgreen
mfs protein	0.003048780487804878	2	2.3784606602606793e-05	2	True	darkgreen
bifunctional dihydroflavonol 4 reductase	0.001524390243902439	1	8.324612310912378e-05	7	True	darkgreen
auxin responsive protein saur	0.01676829268292683	11	0.0007135381980782038	60	True	darkgreen
glycine rich protein	0.01524390243902439	10	0.00017838454951955095	15	True	darkgreen
saur auxin responsive protein family	0.001524390243902439	1	9.513842641042717e-05	8	True	darkgreen
quality protein aldehyde dehydrogenase family member	0.006097560975609756	4	5.9461516506516985e-05	5	True	darkgreen
shikimate o hydroxycinnamoyltransferase	0.003048780487804878	2	0.0005113690419560461	43	True	darkgreen
duf 547 domain containing protein	0.004573170731707317	3	0.0006302920749690801	53	True	darkgreen
cct domain containing protein	0.001524390243902439	1	0.000570830558462563	48	True	darkgreen
root hair defective gtp binding protein	0.001524390243902439	1	2.3784606602606793e-05	2	True	darkgreen
ftcd n domain containing protein	0.001524390243902439	1	0.00013081533631433735	11	True	darkgreen
transcription factor myb protein	0.001524390243902439	1	0.0003210921891351917	27	True	darkgreen
quality protein transcription factor myb	0.001524390243902439	1	5.9461516506516985e-05	5	True	darkgreen
hth myb domain containing protein	0.001524390243902439	1	0.00022595376272476454	19	True	darkgreen
dependent methyltransferase	0.006097560975609756	4	0.0002497383693273713	21	True	darkgreen
bet v 1 domain containing protein	0.001524390243902439	1	8.324612310912378e-05	7	True	darkgreen
zinc finger protein	0.004573170731707317	3	0.0002497383693273713	21	True	darkgreen
cyclic nucleotide binding domain containing protein	0.001524390243902439	1	0.0007729997145847207	65	True	darkgreen
tcp family transcription factor	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
protein sob five	0.004573170731707317	3	3.567690990391019e-05	3	True	darkgreen
transport and golgi organization protein homolog	0.006097560975609756	4	4.756921320521359e-05	4	True	darkgreen
lachrymatory factor synthase protein	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
histone lysine n methyltransferase setd1a	0.001524390243902439	1	5.9461516506516985e-05	5	True	darkgreen
protodermal factor	0.009146341463414634	6	0.00015459994291694415	13	True	darkgreen
peptidyl prolyl cis trans isomerase	0.001524390243902439	1	0.0006778612881742935	57	True	darkgreen
caeel protein yippee 5	0.001524390243902439	1	7.135381980782038e-05	6	True	darkgreen
protein mizu kussei	0.001524390243902439	1	0.0002497383693273713	21	True	darkgreen
gdsl esterase lipase isoform x1	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
sam domain containing protein	0.001524390243902439	1	0.0002735229759299781	23	True	darkgreen
ap erf domain containing protein	0.001524390243902439	1	0.0002497383693273713	21	True	darkgreen
nuclear transcription factor y subunit	0.001524390243902439	1	8.324612310912378e-05	7	True	darkgreen
cell wall protein	0.004573170731707317	3	3.567690990391019e-05	3	True	darkgreen
scmyb protein	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
transcription factor pcf protein	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
plant ubx domain containing protein	0.001524390243902439	1	0.0002735229759299781	23	True	darkgreen
glutamyl trna gln amidotransferase subunit a	0.012195121951219513	8	0.0002616306726286747	22	True	darkgreen
chlpn glutamyl trna gln amidotransferase subunit a	0.003048780487804878	2	3.567690990391019e-05	3	True	darkgreen
r2r3 myb transcription factor	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
testis and ovary specific paz domain containing protein	0.001524390243902439	1	3.567690990391019e-05	3	True	darkgreen
nb arc domain containing protein	0.001524390243902439	1	0.0014032917895538007	118	True	darkgreen
pks er domain containing protein	0.003048780487804878	2	0.0010465226905146988	88	True	darkgreen
cinnamyl alcohol dehydrogenase	0.001524390243902439	1	1.1892303301303397e-05	1	True	darkgreen
cationic peroxidase	0.004573170731707317	3	0.0010108457806107887	85	True	darkgreen
alcohol acyl transferase allele	0.001524390243902439	1	0.0003091998858338883	26	True	darkgreen
sgnh hydro domain containing protein	0.003048780487804878	2	0.00017838454951955095	15	True	darkgreen
aldose 1 epimerase	0.001524390243902439	1	0.00022595376272476454	19	True	darkgreen
long chain fatty acid coa ligase	0.010670731707317074	7	0.0007729997145847207	65	True	darkgreen
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
e2f transcription factor e2fe	0.030303030303030304	1	7.135381980782038e-05	6	True	plum1
wapl domain containing protein	0.030303030303030304	1	0.00011892303301303397	10	True	plum1
bhlh domain containing protein	0.030303030303030304	1	0.00318713728474931	268	True	plum1
pollen specific protein sf isoform	0.030303030303030304	1	0.00011892303301303397	10	True	plum1
dynamin protein	0.030303030303030304	1	2.3784606602606793e-05	2	True	plum1
j domain containing protein	0.030303030303030304	1	0.0013676148796498905	115	True	plum1
glutathione synthetase	0.030303030303030304	1	0.00022595376272476454	19	True	plum1
microtubule binding protein tangled	0.030303030303030304	1	9.513842641042717e-05	8	True	plum1
expressed protein	0.030303030303030304	1	0.0006659689848729902	56	True	plum1
calreticulin	0.030303030303030304	1	0.0002497383693273713	21	True	plum1
dna directed rna polymerases ii iv and v subunit 8b	0.06060606060606061	2	3.567690990391019e-05	3	True	plum1
protein tify	0.030303030303030304	1	3.567690990391019e-05	3	True	plum1
mfs domain containing protein	0.09090909090909091	3	0.002818475882408905	237	True	plum1
thiolase n domain containing protein	0.030303030303030304	1	1.1892303301303397e-05	1	True	plum1
thiolase protein	0.030303030303030304	1	1.1892303301303397e-05	1	True	plum1
ring ch type domain containing protein	0.030303030303030304	1	0.0009632765674055751	81	True	plum1
myb dna bind 4 domain containing protein	0.030303030303030304	1	0.0003686614023404053	31	True	plum1
no annotation	0.3333333333333333	11	0.06807154409666064	5724	True	plum1
quality protein udp glycosyltransferase	0.030303030303030304	1	0.00011892303301303397	10	True	plum1
bifunctional l 3 synthase cysteine 1	0.030303030303030304	1	0.00016649224621824755	14	True	plum1
Function	MEratio	MEtotal	Tratio	Ttotal	ME_representation	ME
nadh dehydrogenase [ubiquinone] alpha subcomplex subunit 13	0.003703703703703704	2	5.9461516506516985e-05	5	True	lightgreen
nadh dehydrogenase [ubiquinone] beta subcomplex subunit	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
glyceraldehyde phosphate dehydrogenase 1 cytosolic	0.001851851851851852	1	0.0004281229188469223	36	True	lightgreen
orysj udp arabinopyranose mutase	0.003703703703703704	2	0.00022595376272476454	19	True	lightgreen
utp glucose phosphate uridylyltransferase	0.001851851851851852	1	0.0002497383693273713	21	True	lightgreen
1 5 phosphoribosyl [ phosphoribosylamino methylideneamino] imidazole carboxamide isomerase	0.014814814814814815	8	0.00021406145942346114	18	True	lightgreen
1 2 dihydroxy keto methylthiopentene dioxygenase	0.001851851851851852	1	0.00017838454951955095	15	True	lightgreen
cmp dcmp type deaminase domain containing protein	0.005555555555555556	3	0.00023784606602606794	20	True	lightgreen
3 oxoacyl [acyl carrier protein] reductase fabg	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
beta carotene 3 hydroxylase 1 chloroplastic	0.001851851851851852	1	1.1892303301303397e-05	1	True	lightgreen
monodehydroascorbate reductase 1 peroxisomal	0.005555555555555556	3	0.0002497383693273713	21	True	lightgreen
er domain containing protein	0.003703703703703704	2	3.567690990391019e-05	3	True	lightgreen
histone h2a	0.001851851851851852	1	0.0002616306726286747	22	True	lightgreen
peptidyl serine alpha galactosyltransferase	0.001851851851851852	1	8.324612310912378e-05	7	True	lightgreen
cyclin a1 1	0.005555555555555556	3	7.135381980782038e-05	6	True	lightgreen
e2f tdp domain containing protein	0.003703703703703704	2	0.00019027685282085435	16	True	lightgreen
anaphase promoting complex subunit	0.005555555555555556	3	0.0005232613452573494	44	True	lightgreen
protein chromosome transmission fidelity	0.009259259259259259	5	5.9461516506516985e-05	5	True	lightgreen
alba domain containing protein	0.003703703703703704	2	0.0006778612881742935	57	True	lightgreen
e3 ubiquitin protein ligase ccnb1ip1 homolog	0.001851851851851852	1	1.1892303301303397e-05	1	True	lightgreen
ring type domain containing protein	0.022222222222222223	12	0.007848920178860241	660	True	lightgreen
recq mediated genome instability protein	0.009259259259259259	5	9.513842641042717e-05	8	True	lightgreen
atpase aaa domain containing protein	0.003703703703703704	2	0.00020216915612215775	17	True	lightgreen
fanconi associated nuclease	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
t snare coiled coil homology domain containing protein	0.003703703703703704	2	0.0009751688707068786	82	True	lightgreen
katanin p80 wd repeat containing subunit b1	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
katanin p80 wd repeat containing subunit b1 homolog	0.003703703703703704	2	0.00014270763961564075	12	True	lightgreen
protein root hair defective homolog	0.001851851851851852	1	0.00019027685282085435	16	True	lightgreen
non structural maintenance of chromosomes element homolog	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
transcription initiation factor tfiid subunit	0.001851851851851852	1	0.0004756921320521359	40	True	lightgreen
leucine rich repeat receptor kinase protein	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
ulp protease domain containing protein	0.003703703703703704	2	0.0009038150508990582	76	True	lightgreen
arath transcription factor myb	0.003703703703703704	2	0.000808676624488631	68	True	lightgreen
vq domain containing protein	0.001851851851851852	1	0.0007729997145847207	65	True	lightgreen
tf b3 domain containing protein	0.011111111111111112	6	0.0007373228046808106	62	True	lightgreen
orysj protein g1 like	0.003703703703703704	2	0.0003567690990391019	30	True	lightgreen
pirin protein 0481	0.001851851851851852	1	0.00011892303301303397	10	True	lightgreen
trna uridine 5 carboxymethylaminomethyl modification enzyme mnmg protein	0.007407407407407408	4	0.00016649224621824755	14	True	lightgreen
exosome complex component rrp	0.001851851851851852	1	0.0002854152792312815	24	True	lightgreen
protein suppressor of gene silencing	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
arath polyadenylate binding protein interacting	0.011111111111111112	6	0.0004043383122443155	34	True	lightgreen
rrm domain containing protein	0.003703703703703704	2	0.003650937113500143	307	True	lightgreen
tho complex subunit homolog	0.005555555555555556	3	4.756921320521359e-05	4	True	lightgreen
nucleolin isoform x1	0.001851851851851852	1	0.00010703072971173057	9	True	lightgreen
pumilio homolog	0.007407407407407408	4	4.756921320521359e-05	4	True	lightgreen
60s ribosomal protein l26 1	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
40s ribosomal protein s24 1	0.001851851851851852	1	0.00015459994291694415	13	True	lightgreen
nicastrin	0.007407407407407408	4	0.00010703072971173057	9	True	lightgreen
protein translation factor sui	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
eukaryotic translation initiation factor subunit c protein	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
39s ribosomal protein l41 a mitochondrial	0.005555555555555556	3	4.756921320521359e-05	4	True	lightgreen
gpi mannosyltransferase	0.007407407407407408	4	0.00017838454951955095	15	True	lightgreen
post gpi attachment to proteins factor	0.005555555555555556	3	0.00020216915612215775	17	True	lightgreen
abhydrolase 3 domain containing protein	0.007407407407407408	4	0.0013438302730472839	113	True	lightgreen
g type lectin s receptor serine threonine protein kinase	0.007407407407407408	4	0.002640091332889354	222	True	lightgreen
arath wall associated receptor kinase	0.011111111111111112	6	0.0018195224050994196	153	True	lightgreen
kda class i heat shock protein	0.001851851851851852	1	0.00023784606602606794	20	True	lightgreen
ubiquitin conjugating enzyme 5 e2	0.005555555555555556	3	0.0002497383693273713	21	True	lightgreen
nedd activating enzyme e1 regulatory subunit	0.003703703703703704	2	8.324612310912378e-05	7	True	lightgreen
arath u box domain containing protein	0.001851851851851852	1	0.0006540766815716869	55	True	lightgreen
rbr type e3 ubiquitin transferase	0.001851851851851852	1	0.0003567690990391019	30	True	lightgreen
lysosomal pro x carboxypeptidase protein	0.018518518518518517	10	0.00019027685282085435	16	True	lightgreen
peptidase a1 domain containing protein	0.003703703703703704	2	0.0025211682998763202	212	True	lightgreen
guanosine nucleotide diphosphate dissociation inhibitor	0.001851851851851852	1	8.324612310912378e-05	7	True	lightgreen
mitochondrial import receptor subunit tom protein	0.003703703703703704	2	0.00014270763961564075	12	True	lightgreen
atpase 1 plasma membrane type	0.001851851851851852	1	0.0003924460089430121	33	True	lightgreen
abc transporter b family member	0.001851851851851852	1	0.0009632765674055751	81	True	lightgreen
solute carrier family 35 member f5	0.001851851851851852	1	3.567690990391019e-05	3	True	lightgreen
nucleobase ascorbate transporter protein	0.001851851851851852	1	0.0005827228617638665	49	True	lightgreen
quality protein amino acid transporter	0.003703703703703704	2	5.9461516506516985e-05	5	True	lightgreen
mitochondrial carrier family protein	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
calcium binding mitochondrial carrier protein scamc b	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
cnnm transmembrane domain containing protein	0.001851851851851852	1	0.00021406145942346114	18	True	lightgreen
rho gap domain containing protein	0.003703703703703704	2	0.0002735229759299781	23	True	lightgreen
calcium binding ef hand	0.005555555555555556	3	5.9461516506516985e-05	5	True	lightgreen
calcineurin b protein	0.009259259259259259	5	0.0005946151650651698	50	True	lightgreen
quality protein pollen specific sf	0.001851851851851852	1	4.756921320521359e-05	4	True	lightgreen
gtp diphosphokinase	0.001851851851851852	1	0.00019027685282085435	16	True	lightgreen
gnk homologous domain containing protein	0.001851851851851852	1	5.9461516506516985e-05	5	True	lightgreen
heat shock kda protein bip	0.001851851851851852	1	8.324612310912378e-05	7	True	lightgreen
cell division cycle 20 1 cofactor of apc complex	0.003703703703703704	2	0.00021406145942346114	18	True	lightgreen
domain containing protein	0.001851851851851852	1	0.0003924460089430121	33	True	lightgreen
myb dna bind 3 domain containing protein	0.018518518518518517	10	0.0036152602035962327	304	True	lightgreen
tfiid ntd2 domain containing protein	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
atp dependent zinc metalloprotease ftsh 2	0.007407407407407408	4	9.513842641042717e-05	8	True	lightgreen
upf protein chloroplastic	0.001851851851851852	1	0.00019027685282085435	16	True	lightgreen
atp dependent dna helicase	0.022222222222222223	12	0.002342783750356769	197	True	lightgreen
obg atpase	0.001851851851851852	1	0.00013081533631433735	11	True	lightgreen
65 kda microtubule associated protein	0.007407407407407408	4	0.0004994767386547426	42	True	lightgreen
duf 295 domain containing protein	0.012962962962962963	7	0.0009394919608029683	79	True	lightgreen
replication protein a dna binding subunit b	0.014814814814814815	8	0.0002735229759299781	23	True	lightgreen
saur auxin responsive protein family	0.003703703703703704	2	9.513842641042717e-05	8	True	lightgreen
aconitate hydratase 3 mitochondrial	0.001851851851851852	1	1.1892303301303397e-05	1	True	lightgreen
bind 3 domain containing protein	0.001851851851851852	1	9.513842641042717e-05	8	True	lightgreen
ribosome binding atpase ychf	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
thioredoxin 3 1 chloroplastic	0.001851851851851852	1	1.1892303301303397e-05	1	True	lightgreen
xendou domain containing protein	0.007407407407407408	4	0.00010703072971173057	9	True	lightgreen
c2h2 type domain containing protein	0.005555555555555556	3	0.003234706497954524	272	True	lightgreen
subtilisin protease sbt	0.005555555555555556	3	0.000570830558462563	48	True	lightgreen
pgg domain containing protein	0.001851851851851852	1	0.000689753591475597	58	True	lightgreen
atpase family aaa domain containing protein figl	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
plant ubx domain containing protein	0.003703703703703704	2	0.0002735229759299781	23	True	lightgreen
acyl coa binding domain containing protein	0.003703703703703704	2	0.0003567690990391019	30	True	lightgreen
pro apoptotic serine protease nma	0.003703703703703704	2	9.513842641042717e-05	8	True	lightgreen
cyclin dependent kinases regulatory subunit	0.001851851851851852	1	7.135381980782038e-05	6	True	lightgreen
protein detoxification	0.001851851851851852	1	0.0007729997145847207	65	True	lightgreen
fructokinase	0.003703703703703704	2	2.3784606602606793e-05	2	True	lightgreen
o fucosyltransferase family protein	0.001851851851851852	1	0.001771953191894206	149	True	lightgreen
aquaporin nip	0.007407407407407408	4	0.00023784606602606794	20	True	lightgreen
f box domain containing protein	0.007407407407407408	4	0.005958043953953001	501	True	lightgreen
4 coumarate coa ligase	0.001851851851851852	1	0.0007611074112834174	64	True	lightgreen
autonomous transposable element en mosaic protein	0.007407407407407408	4	7.135381980782038e-05	6	True	lightgreen
long chain base biosynthesis protein 1a	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
chalcone flavanone isomerase protein	0.003703703703703704	2	4.756921320521359e-05	4	True	lightgreen
2fe 2s ferredoxin type domain containing protein	0.003703703703703704	2	0.00013081533631433735	11	True	lightgreen
dagkc domain containing protein	0.003703703703703704	2	0.0002616306726286747	22	True	lightgreen
patellin	0.001851851851851852	1	2.3784606602606793e-05	2	True	lightgreen
