source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0002181,cytoplasmic translation,2.178037025967576e-27,True,"""The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."" [GOC:hjd]",128,2998,73,21641,0.024349566377585057,0.5703125,query_1,['GO:0006412']
GO:BP,GO:0071826,protein-RNA complex organization,1.2691046280997855e-26,True,"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."" [GOC:mah]",201,2998,94,21641,0.03135423615743829,0.46766169154228854,query_1,['GO:0043933']
GO:BP,GO:0022402,cell cycle process,1.6788010367180382e-24,True,"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",468,2998,156,21641,0.05203468979319546,0.3333333333333333,query_1,"['GO:0007049', 'GO:0009987']"
GO:BP,GO:0071840,cellular component organization or biogenesis,2.61809779527004e-24,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",3588,2998,709,21641,0.23649099399599732,0.197603121516165,query_1,['GO:0009987']
GO:CC,GO:0005622,intracellular anatomical structure,5.08910676325605e-24,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",14504,3033,2373,20617,0.7823936696340257,0.16361003861003862,query_1,['GO:0110165']
GO:BP,GO:0140694,membraneless organelle assembly,1.984741950227122e-23,True,"""The aggregation, arrangement and bonding together of a set of components to form a non-membrane-bounded organelle."" [PMID:28225081]",156,2998,77,21641,0.0256837891927952,0.4935897435897436,query_1,['GO:0070925']
GO:BP,GO:0042255,ribosome assembly,2.8356980077267326e-23,True,"""The aggregation, arrangement and bonding together of the mature ribosome and of its subunits."" [GOC:ma, PMID:30467428]",79,2998,52,21641,0.01734489659773182,0.6582278481012658,query_1,"['GO:0042254', 'GO:0140694']"
GO:CC,GO:0005730,nucleolus,1.3409568971078388e-22,True,"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]",327,3033,123,20617,0.040553907022749754,0.3761467889908257,query_1,"['GO:0031981', 'GO:0043232']"
GO:BP,GO:0016072,rRNA metabolic process,2.0187554145740475e-22,True,"""The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes."" [ISBN:0198506732]",362,2998,128,21641,0.04269513008672448,0.35359116022099446,query_1,['GO:0016070']
GO:BP,GO:0006364,rRNA processing,2.6355354587861403e-22,True,"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]",350,2998,125,21641,0.04169446297531688,0.35714285714285715,query_1,"['GO:0006396', 'GO:0016072', 'GO:0042254']"
GO:BP,GO:0042273,ribosomal large subunit biogenesis,5.110661170307435e-21,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",119,2998,63,21641,0.021014009339559707,0.5294117647058824,query_1,"['GO:0022613', 'GO:0042254']"
GO:CC,GO:0043233,organelle lumen,5.812075999923327e-21,True,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",1004,3033,265,20617,0.08737223870755029,0.2639442231075697,query_1,"['GO:0031974', 'GO:0043226']"
GO:CC,GO:0031974,membrane-enclosed lumen,5.812075999923327e-21,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",1004,3033,265,20617,0.08737223870755029,0.2639442231075697,query_1,['GO:0110165']
GO:CC,GO:0070013,intracellular organelle lumen,5.812075999923327e-21,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",1004,3033,265,20617,0.08737223870755029,0.2639442231075697,query_1,"['GO:0043229', 'GO:0043233']"
GO:BP,GO:0007049,cell cycle,5.8987673528538435e-21,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",665,2998,190,21641,0.06337558372248166,0.2857142857142857,query_1,['GO:0009987']
GO:CC,GO:0022627,cytosolic small ribosomal subunit,1.31931103335598e-19,True,"""The small subunit of a ribosome located in the cytosol."" [GOC:mtg_sensu]",145,3033,70,20617,0.0230794592812397,0.4827586206896552,query_1,"['GO:0015935', 'GO:0022626']"
GO:CC,GO:0043229,intracellular organelle,1.0671348611627588e-18,True,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",12512,3033,2070,20617,0.6824925816023739,0.16544117647058823,query_1,"['GO:0005622', 'GO:0043226']"
GO:BP,GO:0042274,ribosomal small subunit biogenesis,1.1151889249604511e-18,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",139,2998,66,21641,0.022014676450967312,0.4748201438848921,query_1,"['GO:0022613', 'GO:0042254']"
GO:CC,GO:0043226,organelle,1.4750893598963857e-18,True,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",12525,3033,2071,20617,0.6828222881635344,0.16534930139720558,query_1,['GO:0110165']
GO:BP,GO:0010467,gene expression,1.7986008759217396e-18,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",6159,2998,1074,21641,0.35823882588392264,0.17437895762299074,query_1,['GO:0009059']
GO:BP,GO:0043170,macromolecule metabolic process,2.4084144071641043e-18,True,"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",11391,2998,1816,21641,0.6057371581054036,0.15942410675094373,query_1,['GO:0008152']
GO:BP,GO:0065003,protein-containing complex assembly,4.1163420504502335e-17,True,"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]",658,2998,179,21641,0.05970647098065377,0.27203647416413373,query_1,"['GO:0022607', 'GO:0043933']"
GO:BP,GO:0022607,cellular component assembly,4.3553202098230056e-17,True,"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]",909,2998,227,21641,0.07571714476317545,0.24972497249724973,query_1,"['GO:0016043', 'GO:0044085']"
GO:CC,GO:0030684,preribosome,9.503295804967492e-17,True,"""Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis."" [PMID:10567516]",124,3033,60,20617,0.019782393669634024,0.4838709677419355,query_1,['GO:1990904']
GO:BP,GO:1903047,mitotic cell cycle process,6.602058144530394e-16,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",237,2998,87,21641,0.029019346230820548,0.3670886075949367,query_1,"['GO:0000278', 'GO:0022402']"
GO:CC,GO:0031981,nuclear lumen,9.49160796386271e-15,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",794,3033,205,20617,0.06758984503791625,0.25818639798488663,query_1,"['GO:0005634', 'GO:0070013']"
GO:BP,GO:0070925,organelle assembly,1.707261974736291e-14,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",218,2998,80,21641,0.0266844563042028,0.3669724770642202,query_1,"['GO:0006996', 'GO:0022607']"
GO:MF,GO:0005515,protein binding,2.097198981031368e-14,True,"""Binding to a protein."" [GOC:go_curators]",5352,3285,904,24541,0.27519025875190256,0.16890881913303438,query_1,['GO:0005488']
GO:BP,GO:0000278,mitotic cell cycle,7.905725176160998e-14,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",330,2998,104,21641,0.03468979319546364,0.3151515151515151,query_1,['GO:0007049']
GO:CC,GO:0015935,small ribosomal subunit,8.200302030891108e-14,True,"""The smaller of the two subunits of a ribosome."" [GOC:mah]",221,3033,81,20617,0.026706231454005934,0.3665158371040724,query_1,['GO:0044391']
GO:BP,GO:0009059,macromolecule biosynthetic process,8.276609395035969e-14,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",6750,2998,1132,21641,0.3775850567044696,0.16770370370370372,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:0044770,cell cycle phase transition,2.4203629983286265e-13,True,"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",137,2998,58,21641,0.019346230820547032,0.4233576642335766,query_1,['GO:0022402']
GO:BP,GO:0043933,protein-containing complex organization,3.3332036941304584e-13,True,"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]",795,2998,194,21641,0.06470980653769179,0.2440251572327044,query_1,['GO:0016043']
GO:BP,GO:0006261,DNA-templated DNA replication,2.419690207226513e-12,True,"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]",139,2998,57,21641,0.019012675116744496,0.41007194244604317,query_1,['GO:0006260']
GO:BP,GO:0002183,cytoplasmic translational initiation,2.654972533962272e-12,True,"""The process preceding formation of the peptide bond between the first two amino acids of a protein in the cytoplasm. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [GOC:hjd]",44,2998,29,21641,0.009673115410273516,0.6590909090909091,query_1,"['GO:0002181', 'GO:0006413']"
GO:BP,GO:0006396,RNA processing,3.7568311525852356e-12,True,"""Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules."" [GOC:mah]",1150,2998,254,21641,0.0847231487658439,0.22086956521739132,query_1,"['GO:0010467', 'GO:0032774', 'GO:0044238']"
GO:BP,GO:0000280,nuclear division,6.9015775268755435e-12,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",166,2998,63,21641,0.021014009339559707,0.3795180722891566,query_1,['GO:0048285']
GO:BP,GO:0000027,ribosomal large subunit assembly,1.216717335409989e-11,True,"""The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit."" [GOC:jl, PMID:30467428]",35,2998,25,21641,0.008338892595063376,0.7142857142857143,query_1,"['GO:0022618', 'GO:0042255', 'GO:0042273']"
GO:BP,GO:0016043,cellular component organization,1.313089632190902e-11,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",3089,2998,568,21641,0.1894596397598399,0.18387827775979282,query_1,['GO:0071840']
GO:BP,GO:0006996,organelle organization,1.5443748359682903e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",1707,2998,346,21641,0.11541027351567712,0.2026947861745753,query_1,['GO:0016043']
GO:BP,GO:0001732,formation of cytoplasmic translation initiation complex,3.6785758444255007e-11,True,"""Joining of the large ribosomal subunit with the translation preinitiation complex, with release of IF2/eIF2 and IF3/eIF3 or IF5B/eIF5B. This leaves the functional ribosome at the AUG, with the methionyl/formyl-methionyl-tRNA positioned at the P site."" [GOC:hjd, PMID:29735639]",31,2998,23,21641,0.007671781187458306,0.7419354838709677,query_1,"['GO:0002183', 'GO:0022618']"
GO:CC,GO:0032040,small-subunit processome,9.779967294239358e-11,True,"""A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]",70,3033,36,20617,0.011869436201780416,0.5142857142857142,query_1,['GO:0030684']
GO:BP,GO:0009451,RNA modification,9.97803526170088e-11,True,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",469,2998,125,21641,0.04169446297531688,0.26652452025586354,query_1,"['GO:0016070', 'GO:0043412']"
GO:BP,GO:0030490,maturation of SSU-rRNA,1.1426278524094024e-10,True,"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule."" [GOC:curators]",81,2998,39,21641,0.013008672448298866,0.48148148148148145,query_1,"['GO:0006364', 'GO:0042274']"
GO:MF,GO:0030515,snoRNA binding,1.3523573891473225e-10,True,"""Binding to a small nucleolar RNA."" [GOC:mah]",31,3285,22,24541,0.006697108066971081,0.7096774193548387,query_1,['GO:0003723']
GO:BP,GO:0044238,primary metabolic process,1.6568541207146808e-10,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",13885,2998,2099,21641,0.700133422281521,0.1511703276917537,query_1,['GO:0008152']
GO:BP,GO:0051726,regulation of cell cycle,1.931152099963528e-10,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",216,2998,72,21641,0.02401601067378252,0.3333333333333333,query_1,"['GO:0007049', 'GO:0050794']"
GO:CC,GO:0070993,translation preinitiation complex,2.2844651466947916e-10,True,"""A ribonucleoprotein complex that contains the small ribosomal subunit, a translation initiation ternary complex (i.e. an initiator tRNA, GTP, and an IF2 or eIF2 complex), and an mRNA."" [GOC:hjd, GOC:mah]",28,3033,21,20617,0.006923837784371909,0.75,query_1,"['GO:0005737', 'GO:1990904']"
GO:CC,GO:0033290,eukaryotic 48S preinitiation complex,2.2844651466947916e-10,True,"""The protein-ribosome-tRNA complex that has just recognized the start codon of a capped mRNA. It is composed of the small ribosomal subunit, eukaryote initiation factors (eIF) eIF3 complex, eIF1, eIF1A, eIF2-GDP, eIF4 complex and initiatior-methionine-tRNA. Recognition of the start codon triggers downstream steps in the pathway, including eIF1 dissociation; Pi release from eIF2; and conversion to the closed, scanning-arrested conformation of the PIC."" [GOC:hjd, PMID:16510876, PMID:24319994, PMID:24499181, PMID:29735639]",28,3033,21,20617,0.006923837784371909,0.75,query_1,['GO:0070993']
GO:BP,GO:0006270,DNA replication initiation,2.841524935551927e-10,True,"""The process in which DNA-dependent DNA replication is started; it begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, followed by DNA unwinding."" [PMID:28209641]",41,2998,26,21641,0.00867244829886591,0.6341463414634146,query_1,"['GO:0006259', 'GO:0006261']"
GO:BP,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",8.830565484576424e-10,True,"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."" [GOC:curators]",61,2998,32,21641,0.01067378252168112,0.5245901639344263,query_1,['GO:0030490']
GO:BP,GO:0044772,mitotic cell cycle phase transition,1.0578860693219638e-09,True,"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",112,2998,46,21641,0.015343562374916611,0.4107142857142857,query_1,"['GO:0044770', 'GO:1903047']"
GO:CC,GO:0016282,eukaryotic 43S preinitiation complex,1.1740248169009445e-09,True,"""A protein complex composed of the 40S ribosomal subunit plus eIF1, eIF1A, eIF3, eIF5, and eIF2-GTP-bound methionyl-initiator methionine tRNA."" [GOC:hjd, PMID:15145049, PMID:16510876, PMID:25742741, PMID:29735639]",27,3033,20,20617,0.006594131223211342,0.7407407407407407,query_1,['GO:0070993']
GO:CC,GO:0000313,organellar ribosome,1.2325433987803716e-09,True,"""A ribosome contained within a subcellular membrane-bounded organelle."" [GOC:mah, GOC:mcc]",52,3033,29,20617,0.009561490273656445,0.5576923076923077,query_1,"['GO:0005840', 'GO:0043226']"
GO:BP,GO:0048285,organelle fission,2.8142761047692454e-09,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",204,2998,67,21641,0.022348232154769845,0.3284313725490196,query_1,['GO:0006996']
GO:BP,GO:0019538,protein metabolic process,8.31007267588223e-09,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",5743,2998,949,21641,0.3165443629086057,0.1652446456555807,query_1,"['GO:0043170', 'GO:0044238']"
GO:CC,GO:0005634,nucleus,1.1571959741095451e-08,True,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",6329,3033,1084,20617,0.35740191229805474,0.17127508295149313,query_1,['GO:0043231']
GO:MF,GO:0030527,structural constituent of chromatin,1.2475593864328617e-08,True,"""The action of a molecule that contributes to the structural integrity of chromatin."" [GOC:ai]",108,3285,42,24541,0.012785388127853882,0.3888888888888889,query_1,['GO:0005198']
GO:BP,GO:0006260,DNA replication,1.590815904992605e-08,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",258,2998,77,21641,0.0256837891927952,0.29844961240310075,query_1,['GO:0006259']
GO:BP,GO:0006334,nucleosome assembly,1.770026341721475e-08,True,"""The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA."" [GOC:mah]",63,2998,31,21641,0.010340226817878585,0.49206349206349204,query_1,"['GO:0006325', 'GO:0034728', 'GO:0065004']"
GO:BP,GO:0034728,nucleosome organization,2.3122850068384692e-08,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of one or more nucleosomes."" [GOC:mah]",67,2998,32,21641,0.01067378252168112,0.47761194029850745,query_1,"['GO:0006338', 'GO:0071824']"
GO:CC,GO:0005759,mitochondrial matrix,2.754092877410322e-08,True,"""The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."" [GOC:as, ISBN:0198506732]",140,3033,51,20617,0.016815034619188922,0.36428571428571427,query_1,"['GO:0005739', 'GO:0070013']"
GO:MF,GO:0097159,organic cyclic compound binding,3.2461347487738674e-08,True,"""Binding to an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [GOC:sjw, PMID:7583672]",10875,3285,1626,24541,0.4949771689497717,0.14951724137931036,query_1,['GO:0005488']
GO:BP,GO:0007059,chromosome segregation,4.360657183453466e-08,True,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",161,2998,55,21641,0.018345563709139426,0.3416149068322981,query_1,['GO:0022402']
