source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0019867,outer membrane,1.1740149093170267e-90,True,"""The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites."" [GOC:go_curators]",349,2954,214,20617,0.07244414353419093,0.6131805157593123,query_1,['GO:0016020']
GO:CC,GO:0009521,photosystem,4.905511403460984e-78,True,"""A complex located in a photosynthetic membrane that consists of a photoreaction center associated with accessory pigments and electron carriers. Examples of this component are found in Arabidopsis thaliana and in photosynthetic bacterial and archaeal species."" [GOC:ds, GOC:mah, ISBN:0140514031, PMID:9821949]",132,2954,116,20617,0.03926878808395396,0.8787878787878788,query_1,"['GO:0034357', 'GO:0098796']"
GO:BP,GO:0019684,"photosynthesis, light reaction",1.394463611586061e-77,True,"""The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I."" [PMID:15746074]",130,2985,114,21641,0.03819095477386935,0.8769230769230769,query_1,"['GO:0006091', 'GO:0015979']"
GO:CC,GO:0009532,plastid stroma,5.280202319506367e-73,True,"""The proteinaceous ground substance of plastids."" [ISBN:0943088399]",259,2954,165,20617,0.05585646580907244,0.637065637065637,query_1,"['GO:0009536', 'GO:0110165']"
GO:CC,GO:0009570,chloroplast stroma,5.149446578252391e-69,True,"""The space enclosed by the double membrane of a chloroplast but excluding the thylakoid space. It contains DNA, ribosomes and some temporary products of photosynthesis."" [ISBN:0198547684]",253,2954,159,20617,0.053825321597833445,0.6284584980237155,query_1,"['GO:0009507', 'GO:0009532']"
GO:CC,GO:0031967,organelle envelope,1.7459523334473816e-66,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",916,2954,339,20617,0.11475964793500339,0.3700873362445415,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']"
GO:CC,GO:0009523,photosystem II,1.4896200943397823e-56,True,"""A photosystem that contains a pheophytin-quinone reaction center with associated accessory pigments and electron carriers. In cyanobacteria and chloroplasts, in the presence of light, PSII functions as a water-plastoquinone oxidoreductase, transferring electrons from water to plastoquinone, whereas other photosynthetic bacteria carry out anoxygenic photosynthesis and oxidize other compounds to re-reduce the photoreaction center."" [GOC:ds, GOC:mah, ISBN:0943088399, PMID:9821949]",101,2954,87,20617,0.02945159106296547,0.8613861386138614,query_1,['GO:0009521']
GO:CC,GO:0005737,cytoplasm,1.1729998518744067e-53,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",8776,2954,1651,20617,0.5589031821259309,0.18812670920692798,query_1,"['GO:0005622', 'GO:0110165']"
GO:BP,GO:0009767,photosynthetic electron transport chain,1.02201961764302e-40,True,"""A process, occurring as part of photosynthesis, in which light provides the energy for a series of electron carriers to operate together to transfer electrons and generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0198547684]",60,2985,56,21641,0.018760469011725293,0.9333333333333333,query_1,"['GO:0019684', 'GO:0022900']"
GO:BP,GO:0006091,generation of precursor metabolites and energy,1.4625361530108896e-36,True,"""The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances."" [GOC:jl]",662,2985,222,21641,0.0743718592964824,0.33534743202416917,query_1,['GO:0008152']
GO:CC,GO:0009941,chloroplast envelope,4.704288888940561e-34,True,"""The double lipid bilayer enclosing the chloroplast and separating its contents from the rest of the cytoplasm; includes the intermembrane space."" [GOC:tb]",262,2954,122,20617,0.04129993229519296,0.46564885496183206,query_1,"['GO:0009507', 'GO:0009526']"
GO:MF,GO:0016168,chlorophyll binding,1.2163585027171926e-33,True,"""Binding to a chlorophyll; a compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment."" [GOC:jl]",53,3354,48,24541,0.014311270125223614,0.9056603773584906,query_1,['GO:0046906']
GO:CC,GO:0009522,photosystem I,1.1054992376787317e-29,True,"""A photosystem that contains an iron-sulfur reaction center associated with accessory pigments and electron carriers. In cyanobacteria and chloroplasts, photosystem I functions as a light-dependent plastocyanin-ferredoxin oxidoreductase, transferring electrons from plastocyanin to ferredoxin; in photosynthetic bacteria that have only a single type I photosystem, such as the green sulfur bacteria, electrons can go either to ferredoxin (Fd) -> NAD+ or to menaquinone (MK) -> Cytb/FeS -> Cytc555 -> photosystem I (cyclic photophosphorylation)."" [GOC:ds, GOC:mah, ISBN:0140514031, PMID:9821949]",53,2954,46,20617,0.015572105619498984,0.8679245283018868,query_1,['GO:0009521']
GO:BP,GO:0009657,plastid organization,1.7277333935850504e-27,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plastid."" [GOC:mah]",170,2985,86,21641,0.0288107202680067,0.5058823529411764,query_1,['GO:0006996']
GO:BP,GO:0009772,photosynthetic electron transport in photosystem II,8.75650754888935e-23,True,"""A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, Q) through a chain of electron transport molecules in the thylakoid membrane until they reach the ultimate electron acceptor of Photosystem II, which is plastocyanin (PC). The electron is then passed to the P700 chlorophyll a molecules of the reaction centre of photosystem I."" [GOC:jid, ISBN:0716731363, ISBN:0816017360]",29,2985,29,21641,0.009715242881072027,1.0,query_1,['GO:0009767']
GO:MF,GO:0045156,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",2.012445825277486e-22,True,"""Enables the directed movement of electrons within the cyclic electron transport pathway of photosynthesis."" [GOC:ai, ISBN:0716731363]",33,3354,31,24541,0.009242695289206918,0.9393939393939394,query_1,['GO:0009055']
KEGG,KEGG:00195,Photosynthesis,2.4221939707061035e-20,True,Photosynthesis,38,591,33,3709,0.05583756345177665,0.868421052631579,query_1,['KEGG:00000']
GO:BP,GO:0009416,response to light stimulus,2.8385332819141726e-20,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",290,2985,107,21641,0.03584589614740368,0.3689655172413793,query_1,['GO:0009314']
GO:CC,GO:0098588,bounding membrane of organelle,9.793802825350508e-20,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",1197,2954,293,20617,0.0991875423155044,0.24477861319966582,query_1,['GO:0031090']
GO:MF,GO:0009055,electron transfer activity,1.3016887643119997e-19,True,"""A molecular function representing the directed movement of electrons from one molecular entity to another, typically mediated by electron carriers or acceptors, resulting in the transfer of energy and/or the reduction-oxidation (redox) transformation of chemical species. This activity is fundamental to various biological processes, including cellular respiration and photosynthesis, as well as numerous enzymatic reactions involved in metabolic pathways."" [Wikipedia:Electron_transfer]",326,3354,113,24541,0.03369111508646393,0.34662576687116564,query_1,['GO:0003674']
GO:CC,GO:0098796,membrane protein complex,1.7924222475379468e-19,True,"""Any protein complex that is part of a membrane."" [GOC:dos]",735,2954,203,20617,0.06872037914691943,0.2761904761904762,query_1,"['GO:0016020', 'GO:0032991']"
GO:BP,GO:0009765,"photosynthesis, light harvesting",2.1076778956196064e-19,True,"""Absorption and transfer of the energy absorbed from light photons between photosystem reaction centers."" [GOC:sm]",40,2985,33,21641,0.011055276381909548,0.825,query_1,"['GO:0006091', 'GO:0019684']"
GO:BP,GO:0009314,response to radiation,9.130986595542782e-19,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",310,2985,109,21641,0.036515912897822446,0.35161290322580646,query_1,['GO:0009628']
GO:MF,GO:0016491,oxidoreductase activity,9.860620354876769e-18,True,"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [EC:1.-.-.-]",2107,3354,434,24541,0.12939773404889685,0.2059800664451827,query_1,['GO:0003824']
GO:BP,GO:0009658,chloroplast organization,1.7604127029707914e-17,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast."" [GOC:jid]",138,2985,64,21641,0.021440536013400336,0.463768115942029,query_1,['GO:0009657']
GO:BP,GO:0022900,electron transport chain,7.53698528536976e-17,True,"""A process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors."" [GOC:mtg_electron_transport]",295,2985,102,21641,0.034170854271356785,0.34576271186440677,query_1,['GO:0006091']
GO:BP,GO:0033013,tetrapyrrole metabolic process,4.1006550049420203e-16,True,"""The chemical reactions and pathways involving tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."" [GOC:mah]",86,2985,47,21641,0.01574539363484087,0.5465116279069767,query_1,['GO:0008152']
GO:BP,GO:0006778,porphyrin-containing compound metabolic process,8.726131192034103e-16,True,"""The chemical reactions and pathways involving any member of a large group of derivatives or analogs of porphyrin. Porphyrins consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."" [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]",84,2985,46,21641,0.01541038525963149,0.5476190476190477,query_1,['GO:0033013']
GO:BP,GO:0042440,pigment metabolic process,1.0941667192759483e-15,True,"""The chemical reactions and pathways involving pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [GOC:jl, ISBN:0198506732]",111,2985,54,21641,0.018090452261306532,0.4864864864864865,query_1,['GO:0008152']
GO:CC,GO:0031977,thylakoid lumen,6.127170929391002e-15,True,"""The volume enclosed by a thylakoid membrane."" [GOC:mah, GOC:pz]",22,2954,21,20617,0.0071090047393364926,0.9545454545454546,query_1,"['GO:0009579', 'GO:0110165']"
GO:BP,GO:0015994,chlorophyll metabolic process,3.746039978872584e-14,True,"""The chemical reactions and pathways involving chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment."" [GOC:jl]",45,2985,31,21641,0.010385259631490788,0.6888888888888889,query_1,['GO:0006778']
GO:BP,GO:0046148,pigment biosynthetic process,4.709631633228132e-14,True,"""The chemical reactions and pathways resulting in the formation of a pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [ISBN:0198506732]",84,2985,44,21641,0.01474036850921273,0.5238095238095238,query_1,['GO:0042440']
GO:CC,GO:0009654,photosystem II oxygen evolving complex,6.690930607845464e-14,True,"""A complex, composed of a cluster of manganese, calcium and chloride ions bound to extrinsic proteins, that catalyzes the splitting of water to O2 and 4 H+. In cyanobacteria there are five extrinsic proteins in OEC (PsbO, PsbP-like, PsbQ-like, PsbU and PsbV), while in plants there are only three (PsbO, PsbP and PsbQ)."" [GOC:cjm, InterPro:IPR002683]",36,2954,27,20617,0.00914014895057549,0.75,query_1,"['GO:0009523', 'GO:0042651', 'GO:0098796', 'GO:1990204']"
GO:BP,GO:0009768,"photosynthesis, light harvesting in photosystem I",9.418505186673221e-14,True,"""After a photon of light is absorbed by one of the many chlorophyll molecules, in one of the light-harvesting complexes of an antenna on photosystem I, some of the absorbed energy is transferred to the pair of chlorophyll molecules in the reaction center."" [GOC:jid, ISBN:0716731363, ISBN:0816017360]",21,2985,20,21641,0.006700167504187605,0.9523809523809523,query_1,['GO:0009765']
GO:BP,GO:0010109,regulation of photosynthesis,9.418505186673221e-14,True,"""Any process that modulates the frequency, rate or extent of photosynthesis."" [GOC:sm]",21,2985,20,21641,0.006700167504187605,0.9523809523809523,query_1,"['GO:0015979', 'GO:0019222']"
GO:BP,GO:0009628,response to abiotic stimulus,1.2630651731801948e-13,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",716,2985,180,21641,0.06030150753768844,0.25139664804469275,query_1,['GO:0050896']
KEGG,KEGG:01100,Metabolic pathways,1.5634701419185494e-13,True,Metabolic pathways,1675,591,354,3709,0.5989847715736041,0.21134328358208956,query_1,['KEGG:00000']
GO:BP,GO:0033014,tetrapyrrole biosynthetic process,4.060623386924536e-13,True,"""The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."" [GOC:mah]",59,2985,35,21641,0.011725293132328308,0.5932203389830508,query_1,"['GO:0009058', 'GO:0033013']"
KEGG,KEGG:00860,Porphyrin metabolism,2.8654730242632022e-12,True,Porphyrin metabolism,41,591,28,3709,0.047377326565143825,0.6829268292682927,query_1,['KEGG:00000']
GO:CC,GO:0031090,organelle membrane,4.0253016174010035e-12,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",1980,2954,401,20617,0.13574813811780637,0.20252525252525252,query_1,"['GO:0016020', 'GO:0043227']"
KEGG,KEGG:00196,Photosynthesis - antenna proteins,7.055552320198038e-12,True,Photosynthesis - antenna proteins,16,591,16,3709,0.02707275803722504,1.0,query_1,['KEGG:00000']
GO:BP,GO:0006779,porphyrin-containing compound biosynthetic process,7.603534995869157e-12,True,"""The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."" [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]",57,2985,33,21641,0.011055276381909548,0.5789473684210527,query_1,"['GO:0006778', 'GO:0033014']"
GO:MF,GO:0016984,ribulose-bisphosphate carboxylase activity,3.053103285803967e-11,True,"""Catalysis of the reaction: 2 (2R)-3-phosphoglycerate + 2 H+ = CO2 + D-ribulose 1,5-bisphosphate + H2O."" [RHEA:23124]",27,3354,21,24541,0.006261180679785331,0.7777777777777778,query_1,['GO:0016831']
GO:BP,GO:0015977,carbon fixation,4.4259414029313835e-11,True,"""A metabolic process in which carbon (usually derived from carbon dioxide) is incorporated into organic compounds (usually carbohydrates)."" [GOC:jl, GOC:mah]",39,2985,26,21641,0.008710217755443886,0.6666666666666666,query_1,['GO:0008152']
GO:BP,GO:0009773,photosynthetic electron transport in photosystem I,2.1530035343546684e-10,True,"""A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, X) through a chain of electron transport molecules in the thylakoid membrane until they reach ferredoxin which passes the electron to the ultimate electron acceptor; NADP."" [GOC:jid, ISBN:0716731363, ISBN:0816017360]",17,2985,16,21641,0.005360134003350084,0.9411764705882353,query_1,['GO:0009767']
GO:CC,GO:0005622,intracellular anatomical structure,2.248091167079248e-10,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",14504,2954,2237,20617,0.7572782667569398,0.15423331494760067,query_1,['GO:0110165']
GO:BP,GO:0044281,small molecule metabolic process,4.6322874285002147e-10,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1947,2985,377,21641,0.12629815745393635,0.1936312275295326,query_1,['GO:0008152']
GO:CC,GO:0045259,proton-transporting ATP synthase complex,5.789268106439569e-10,True,"""A proton-transporting two-sector ATPase complex that catalyzes the phosphorylation of ADP to ATP during oxidative phosphorylation. The complex comprises a membrane sector (F0) that carries out proton transport and a cytoplasmic compartment sector (F1) that catalyzes ATP synthesis by a rotational mechanism; the extramembrane sector (containing 3 a and 3 b subunits) is connected via the d-subunit to the membrane sector by several smaller subunits. Within this complex, the g and e subunits and the 9-12 c subunits rotate by consecutive 120 degree angles and perform parts of ATP synthesis. This movement is driven by the hydrogen ion electrochemical potential gradient."" [ISBN:0198547684, ISBN:0716743663]",68,2954,34,20617,0.011509817197020988,0.5,query_1,"['GO:0016469', 'GO:0034703', 'GO:0098803', 'GO:1902494']"
GO:BP,GO:0010207,photosystem II assembly,7.709035964983925e-10,True,"""The aggregation, arrangement and bonding together of a set of components to form a photosystem II complex on the thylakoid membrane. The photosystem II complex consists of at least 20 polypeptides and around 80 cofactors in most organisms."" [GOC:aa, GOC:pz]",14,2985,14,21641,0.004690117252931323,1.0,query_1,"['GO:0019684', 'GO:0065003']"
GO:BP,GO:0015995,chlorophyll biosynthetic process,9.898660526813144e-10,True,"""The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."" [GOC:jl]",29,2985,21,21641,0.007035175879396985,0.7241379310344828,query_1,"['GO:0006779', 'GO:0015994', 'GO:0046148']"
GO:MF,GO:0048038,quinone binding,1.3523245218384768e-09,True,"""Binding to a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds."" [ISBN:0198506732]",33,3354,22,24541,0.00655933214072749,0.6666666666666666,query_1,['GO:0036094']
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.6726314090718282e-09,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11250,2954,1780,20617,0.6025727826675694,0.1582222222222222,query_1,"['GO:0043227', 'GO:0043229']"
GO:CC,GO:0034703,cation channel complex,2.072972262124779e-09,True,"""An ion channel complex through which cations pass."" [GOC:mah]",81,2954,37,20617,0.012525389302640487,0.4567901234567901,query_1,['GO:0034702']
GO:CC,GO:0043227,membrane-bounded organelle,2.649357714673735e-09,True,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",11276,2954,1782,20617,0.6032498307379824,0.15803476410074493,query_1,['GO:0043226']
GO:BP,GO:0019685,"photosynthesis, dark reaction",2.883945250489666e-09,True,"""A complex cycle of enzyme-mediated reactions which catalyzes the reduction of carbon dioxide to sugar. As well as carbon dioxide the cycle requires reducing power in the form of reduced nicotinamide adenine dinucleotide phosphate (NADP) and chemical energy in the form of adenosine triphosphate (ATP). The reduced NADP (NADPH) and ATP are produced by the 'light' reactions."" [ISBN:0582015952]",25,2985,19,21641,0.006365159128978224,0.76,query_1,"['GO:0015979', 'GO:0016051']"
GO:BP,GO:0019253,reductive pentose-phosphate cycle,2.883945250489666e-09,True,"""The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate."" [ISBN:0198547684]",25,2985,19,21641,0.006365159128978224,0.76,query_1,"['GO:0015977', 'GO:0019685']"
GO:BP,GO:0019693,ribose phosphate metabolic process,4.7916859607476305e-09,True,"""The chemical reactions and pathways involving ribose phosphate, any phosphorylated ribose sugar."" [GOC:ai]",336,2985,94,21641,0.03149078726968174,0.27976190476190477,query_1,"['GO:0006796', 'GO:0019637', 'GO:1901135']"
GO:BP,GO:0009150,purine ribonucleotide metabolic process,4.9269176058229845e-09,True,"""The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",287,2985,84,21641,0.02814070351758794,0.2926829268292683,query_1,"['GO:0006163', 'GO:0009259']"
GO:MF,GO:0051540,metal cluster binding,8.471533350645701e-09,True,"""Binding to a cluster of atoms including both metal ions and nonmetal atoms, usually sulfur and oxygen. Examples include iron-sulfur clusters and nickel-iron-sulfur clusters."" [GOC:jsg]",243,3354,73,24541,0.021765056648777578,0.3004115226337449,query_1,['GO:0036094']
GO:MF,GO:0051536,iron-sulfur cluster binding,8.471533350645701e-09,True,"""Binding to an iron-sulfur cluster, a combination of iron and sulfur atoms."" [GOC:ai]",243,3354,73,24541,0.021765056648777578,0.3004115226337449,query_1,['GO:0051540']
GO:CC,GO:0034702,monoatomic ion channel complex,1.1327410951489616e-08,True,"""A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective monoatomic ion transport down its electrochemical gradient."" [GOC:mah, ISBN:071673706X]",100,2954,41,20617,0.013879485443466486,0.41,query_1,['GO:1902495']
GO:CC,GO:0043232,intracellular membraneless organelle,1.2532193270353883e-08,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",2872,2954,527,20617,0.17840216655382532,0.1834958217270195,query_1,"['GO:0043228', 'GO:0043229']"
GO:CC,GO:0043228,membraneless organelle,1.2532193270353883e-08,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",2872,2954,527,20617,0.17840216655382532,0.1834958217270195,query_1,['GO:0043226']
GO:CC,GO:0009543,chloroplast thylakoid lumen,1.320748454085e-08,True,"""The cavity enclosed within the chloroplast thylakoid membrane. An example of this component is found in Arabidopsis thaliana."" [GOC:mtg_sensu, ISBN:0943088399]",12,2954,12,20617,0.004062288422477996,1.0,query_1,"['GO:0009534', 'GO:0031978']"
GO:CC,GO:0031978,plastid thylakoid lumen,1.320748454085e-08,True,"""The volume enclosed by a plastid thylakoid membrane."" [GOC:mah]",12,2954,12,20617,0.004062288422477996,1.0,query_1,"['GO:0031976', 'GO:0031977']"
GO:BP,GO:0006163,purine nucleotide metabolic process,1.3259241669674813e-08,True,"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",372,2985,100,21641,0.03350083752093802,0.26881720430107525,query_1,"['GO:0009117', 'GO:0072521']"
GO:BP,GO:0046034,ATP metabolic process,1.4318701382113154e-08,True,"""The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators]",216,2985,68,21641,0.022780569514237858,0.3148148148148148,query_1,"['GO:0009150', 'GO:0009205']"
GO:BP,GO:0009668,plastid membrane organization,1.4685008063044277e-08,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of either of the lipid bilayers surrounding a plastid."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",29,2985,20,21641,0.006700167504187605,0.6896551724137931,query_1,"['GO:0009657', 'GO:0061024']"
