Function	TotalCounts	ModuleCounts	Pvalue	Relevancy	Module
delta 14 sterol reductase	6	6	3.3715839223135505e-08	True	red
phospholipid transporting atpase	72	33	2.7580577281219153e-22	True	red
human phospholipid transporting atpase	8	8	1.0870438550413277e-10	True	red
peroxin ferlin domain containing protein	1	1	0.05687338811251724	False	red
duf 1162 domain containing protein	3	3	0.00018382444666730034	True	red
shr bd domain containing protein	4	2	0.017963413108134655	True	red
voltage dependent l type calcium channel subunit	4	1	0.20881573539541476	False	red
phosphoribosylamine glycine ligase	7	3	0.005409386292988592	True	red
phosphoribosylformylglycinamidine synthase	4	4	1.044692007481096e-05	True	red
cytidine deaminase protein	2	1	0.11051299823815972	False	red
ribonucleoside diphosphate reductase small chain protein	3	1	0.16110265482359473	False	red
thymidine kinase	1	1	0.05687338811251724	False	red
heterodimeric geranylgeranyl pyrophosphate synthase subunit 1 chloroplastic	7	1	0.33628482317380914	False	red
4 coumarate coa ligase	37	2	1.0	False	red
glutathione synthetase	10	4	0.0016619197973556242	True	red
gst n terminal domain containing protein	55	4	0.5544902013051844	False	red
thioredoxin domain containing protein	138	1	0.005093353472090813	True	red
of peptide methionine sulfoxide reductase	1	1	0.05687338811251724	False	red
respiratory burst oxidase homolog protein b	35	2	1.0	False	red
9 cis epoxycarotenoid dioxygenase nced chloroplastic	12	1	0.5047618736819932	False	red
ring type e3 ubiquitin transferase	323	7	0.0035555849345575057	True	red
isoform topless protein	36	34	2.2727179940621487e-40	True	red
protein topless	5	4	4.9860357322023926e-05	True	red
fe2og dioxygenase domain containing protein	91	9	0.10544622124113365	False	red
auxin transport protein big	3	3	0.00018382444666730034	True	red
serine threonine protein phosphatase pp	34	12	1.901094154807793e-07	True	red
serine threonine protein phosphatase	41	30	6.78385478431732e-29	True	red
of serine threonine protein phosphatase	2	2	0.003233777986874771	True	red
non specific serine threonine protein kinase	188	42	1.7642165575418017e-14	True	red
two component response regulator orr	46	4	0.33250885087932913	False	red
ethylene receptor	19	2	0.29464160753785096	False	red
sp mnth divalent metal cation transporter mnth	3	3	0.00018382444666730034	True	red
transmembrane domain containing protein kinase	4	2	0.017963413108134655	True	red
cytochrome p450 94c1	7	1	0.33628482317380914	False	red
gpi anchored protein llg	4	1	0.20881573539541476	False	red
histone h2b 1 2	1	1	0.05687338811251724	False	red
dek c terminal domain containing protein	16	7	1.386886711683328e-05	True	red
chaperone hira protein	8	5	2.874514134272893e-05	True	red
hun domain containing protein	2	1	0.11051299823815972	False	red
calcineurin binding protein	4	3	0.0007039570264447682	True	red
acidic leucine rich nuclear phosphoprotein family member	4	3	0.0007039570264447682	True	red
histone lysine n methyltransferase atx	14	6	6.802758769385471e-05	True	red
growth regulating factor	19	7	5.249700054720759e-05	True	red
vefs box domain containing protein	4	3	0.0007039570264447682	True	red
fibronectin type iii domain containing protein	10	3	0.01630737996500515	True	red
pwwp domain containing protein	77	12	0.0013114966563226112	True	red
histone lysine n methyltransferase h3 specific	24	18	3.607794513312726e-18	True	red
histone lysine n methyltransferase suvr	8	1	0.374036516443686	False	red
set domain containing protein	37	10	2.9457598549158848e-05	True	red
histone lysine n methyltransferase h3 specific suvh	23	4	0.03887756779573773	True	red
ent domain containing protein	55	9	0.0036383148573608153	True	red
quality protein lysine specific histone demethylase homolog	1	1	0.05687338811251724	False	red
lysine specific demethylase jmj protein	4	2	0.017963413108134655	True	red
quality protein lysine specific demethylase jmj	15	4	0.008594092099161524	True	red
jmjc domain containing protein	13	6	4.084604362078325e-05	True	red
arath lysine specific demethylase	3	3	0.00018382444666730034	True	red
arath lysine specific demethylase jmj	29	5	0.022474321055429552	True	red
enhancer of polycomb protein	18	12	1.5152023308187652e-11	True	red
hsa domain containing protein	1	1	0.05687338811251724	False	red
chromatin modification protein eaf b	5	1	0.2538157641209004	False	red
serine threonine protein kinase atr	12	10	2.07868202986852e-11	True	red
repeat bromo and domain containing protein	17	5	0.0020623662125788763	True	red
hth myb domain containing protein	19	6	0.0004802599254980008	True	red
histone acetyltransferase hac	10	10	3.501283716710864e-13	True	red
sant domain containing protein	25	9	5.468087694940353e-06	True	red
paired amphipathic helix protein sin	23	8	2.4609441829599075e-05	True	red
zinc finger ccch domain containing protein isoform x1	20	8	7.374437423020464e-06	True	red
histone deacetylase 6 10	3	3	0.00018382444666730034	True	red
transcription factor gte isoform	1	1	0.05687338811251724	False	red
transcription factor gte	39	10	4.843176271910764e-05	True	red
tudor domain containing protein	11	10	3.652777429848654e-12	True	red
epl domain containing protein	2	2	0.003233777986874771	True	red
at rich interactive domain containing protein	29	10	2.575286106561736e-06	True	red
chromatin remodeling protein ebs	11	3	0.021487276418679757	True	red
bah domain containing protein	12	2	0.1463269010721091	False	red
arath phd finger protein alfin	43	1	0.5168747320266046	False	red
ubiquitin carboxyl terminal hydrolase	94	29	2.7564911447310425e-14	True	red
quality protein atp dependent helicase brm	3	3	0.00018382444666730034	True	red
atp dependent helicase brm protein	1	1	0.05687338811251724	False	red
swi snf complex subunit swi3c	16	8	9.255142731841335e-07	True	red
ssxt domain containing protein	12	4	0.003573840074750965	True	red
chromatin structure remodeling complex protein syd isoform	5	5	5.935607630077184e-07	True	red
swi snf complex subunit swi3d	14	12	9.20718369767248e-14	True	red
dentin sialophosphoprotein protein	8	8	1.0870438550413277e-10	True	red
chromatin remodeling complex swi snf protein	6	6	3.3715839223135505e-08	True	red
swi snf complex subunit swi3b	5	1	0.2538157641209004	False	red
phd type domain containing protein	51	24	6.241586934069968e-17	True	red
phd finger protein	2	2	0.003233777986874771	True	red
fyve phd type protein	1	1	0.05687338811251724	False	red
fyve phd type finger family protein	2	2	0.003233777986874771	True	red
isoform of iswi chromatin remodeling complex atpase	4	2	0.017963413108134655	True	red
ddt domain containing protein ptm	9	8	9.28978771422728e-10	True	red
homeobox domain protein	3	2	0.009333685067289712	True	red
homeobox ddt domain protein rlt	11	10	3.652777429848654e-12	True	red
homeobox protein hox	1	1	0.05687338811251724	False	red
arid domain containing protein	15	9	2.2557151260159876e-08	True	red
ddt domain containing protein	23	7	0.0002088313290183552	True	red
chromatin remodeling atpase ino	3	3	0.00018382444666730034	True	red
actin protein	11	3	0.021487276418679757	True	red
ashgo helicase swr	10	10	3.501283716710864e-13	True	red
iswi chromatin remodeling complex atpase isw	2	2	0.003233777986874771	True	red
danre swi snf matrix associated actin dependent regulator of chromatin subfamily a containing dead h box	2	2	0.003233777986874771	True	red
atp dependent helicase atrx	5	5	5.935607630077184e-07	True	red
e3 ubiquitin protein ligase shprh isoform	1	1	0.05687338811251724	False	red
dna repair protein rad	39	5	0.06864244039729789	False	red
tata binding protein associated factor btaf	2	2	0.003233777986874771	True	red
dna repair and recombination protein rad	7	4	0.0003181049138115166	True	red
helicase transcription factor chr	10	6	5.801076194296835e-06	True	red
helicase transcription factor dna rad	3	3	0.00018382444666730034	True	red
endoribonuclease dicer homolog	23	11	1.417099610684979e-08	True	red
zinc ion binding	6	6	3.3715839223135505e-08	True	red
zinc protein	1	1	0.05687338811251724	False	red
snf domain containing protein classy	13	2	0.16671060557325915	False	red
transcription elongation factor spt	10	9	5.85497172980444e-11	True	red
chromodomain helicase dna binding protein	27	13	6.018665705794861e-10	True	red
zinc finger ccch domain containing protein	135	33	7.486819895452127e-13	True	red
quality protein zinc finger ccch domain containing	8	6	8.54421986732058e-07	True	red
arath protein enhanced downy mildew	9	8	9.28978771422728e-10	True	red
bah and domain containing protein	10	4	0.0016619197973556242	True	red
protein serine threonine phosphatase	459	52	2.466436674812098e-06	True	red
npa domain containing protein	3	3	0.00018382444666730034	True	red
methyl cpg binding domain containing protein	47	3	0.7491678493971502	False	red
mbd domain containing protein	16	2	0.23006728004377378	False	red
binding domain containing protein	38	3	0.4760768732743877	False	red
j domain containing protein	115	9	0.3099131440330472	False	red
morc6 s5 domain containing protein	23	4	0.03887756779573773	True	red
sld domain containing protein	5	1	0.2538157641209004	False	red
atp dependent dna helicase	197	12	0.757473607346854	False	red
protection of telomeres protein	1	1	0.05687338811251724	False	red
telomere repeat binding factor protein	8	8	1.0870438550413277e-10	True	red
myb domain containing protein	88	5	1.0	False	red
dna topoisomerase	8	4	0.0006074646862803046	True	red
dna repair rad protein 2 chloroplastic	7	3	0.005409386292988592	True	red
atp dependent dna helicase recg	2	2	0.003233777986874771	True	red
cyclin t1 1	24	10	3.279300871997807e-07	True	red
cyclin dependent kinase 1	99	6	0.8266848672797324	False	red
retinoblastoma protein	16	5	0.0015268884899543229	True	red
quality protein regulator of telomere elongation helicase homolog	4	4	1.044692007481096e-05	True	red
dirp domain containing protein	21	4	0.02873637788716009	True	red
crc domain containing protein tso	32	8	0.00033342703881794947	True	red
transcription factor dp member	8	1	0.374036516443686	False	red
kinetochore protein spc	8	3	0.008290539257013563	True	red
structural maintenance of chromosomes smc protein	1	1	0.05687338811251724	False	red
structural maintenance of chromosomes protein	16	1	0.6081923966454587	False	red
sister chromatid cohesion protein	19	11	9.799912107661101e-10	True	red
sister chromatid cohesion cohesin	4	4	1.044692007481096e-05	True	red
sister chromatid cohesion protein scc	2	2	0.003233777986874771	True	red
wapl domain containing protein	10	5	0.00011745515801681856	True	red
sister chromatid cohesion protein pds homolog	27	12	8.760206451940752e-09	True	red
sister chromatid cohesion protein pds homolog a	7	7	1.9146729919025607e-09	True	red
arath protein breast cancer susceptibility homolog b	2	2	0.003233777986874771	True	red
tower domain containing protein	2	2	0.003233777986874771	True	red
dna mismatch repair protein muts	8	2	0.07202297028467085	False	red
smk domain containing protein	12	8	4.3752990641649366e-08	True	red
flap endonuclease	1	1	0.05687338811251724	False	red
atp dependent dna helicase mph	7	4	0.0003181049138115166	True	red
serine threonine protein phosphatase regulatory subunit 3	11	2	0.12651548787120026	False	red
serine threonine protein phosphatase regulatory subunit isoform	1	1	0.05687338811251724	False	red
fmp27 gfwdk domain containing protein	8	4	0.0006074646862803046	True	red
apt domain containing protein	1	1	0.05687338811251724	False	red
kinesin protein kin 14n	4	2	0.017963413108134655	True	red
syntaxin binding protein	4	2	0.017963413108134655	True	red
katanin p60 atpase containing subunit a1	6	4	0.0001427955012022105	True	red
peroxisomal membrane protein 11c	10	7	1.9721709124529145e-07	True	red
peroxisome biogenesis protein	13	2	0.16671060557325915	False	red
protein sensitive to uv	5	5	5.935607630077184e-07	True	red
dna polymerase eta	14	3	0.04174940854954735	True	red
dna polymerase iv	4	2	0.017963413108134655	True	red
dna polymerase	11	4	0.0024943227552061934	True	red
dna polymerase catalytic subunit	3	1	0.16110265482359473	False	red
dna ligase	11	5	0.00020521462111712649	True	red
dna apurinic or apyrimidinic site lyase	1	1	0.05687338811251724	False	red
methyl cpg binding domain protein	2	2	0.003233777986874771	True	red
ubiquitinyl hydrolase	21	4	0.02873637788716009	True	red
general transcription and dna repair factor iih helicase subunit xpb	6	6	3.3715839223135505e-08	True	red
dna repair protein uvh	3	3	0.00018382444666730034	True	red
quality protein dna repair uvh	1	1	0.05687338811251724	False	red
dna directed rna polymerase subunit	38	12	7.583752602889234e-07	True	red
rna polymerase i specific transcription initiation factor rrn protein	5	4	4.9860357322023926e-05	True	red
d binding myb transcription factor	3	3	0.00018382444666730034	True	red
rna polymerase ii c terminal domain phosphatase	10	6	5.801076194296835e-06	True	red
terminal domain small phosphatase	6	6	3.3715839223135505e-08	True	red
dicdi transcription initiation factor iia subunit	3	2	0.009333685067289712	True	red
transcription initiation factor iie subunit alpha	20	6	0.0006531739941515503	True	red
cbfd nfyb hmf domain containing protein	27	5	0.016775322079859496	True	red
of transcription initiation factor tfiid subunit	2	2	0.003233777986874771	True	red
quality protein transcription initiation factor tfiid subunit	1	1	0.05687338811251724	False	red
transcription initiation factor tfiid subunit	40	12	1.4067905753980585e-06	True	red
btp domain containing protein	7	3	0.005409386292988592	True	red
tata box binding protein	8	4	0.0006074646862803046	True	red
zinc finger ran binding domain containing protein	6	2	0.041609726460679966	True	red
transcriptional adapter 2	6	4	0.0001427955012022105	True	red
chlorophyllase chloroplastic	3	3	0.00018382444666730034	True	red
matrix protein isoform	5	4	4.9860357322023926e-05	True	red
transcriptional adapter	3	2	0.009333685067289712	True	red
protein phytochrome dependent late flowering	4	4	1.044692007481096e-05	True	red
bromodomain and phd finger containing protein	9	5	6.162811710555771e-05	True	red
mediator of rna polymerase ii transcription subunit	63	8	0.0259295218002294	True	red
kix 2 domain containing protein	7	7	1.9146729919025607e-09	True	red
med domain containing protein	15	6	0.0001079085459912666	True	red
protein paf homolog	4	3	0.0007039570264447682	True	red
rna polymerase associated protein leo	5	5	5.935607630077184e-07	True	red
rna polymerase associated protein ctr homolog	3	3	0.00018382444666730034	True	red
tfiis n terminal domain containing protein	40	11	9.848958337248518e-06	True	red
quality protein transcriptional elongation regulator miniyo	1	1	0.05687338811251724	False	red
regulator of nonsense transcripts	19	14	3.209495552917864e-14	True	red
transcription factor iiia	9	9	6.17008726430842e-12	True	red
l ascorbate peroxidase 1 cytosolic	2	1	0.11051299823815972	False	red
transcription initiation factor iib	9	6	2.4387607324659093e-06	True	red
myb 7 domain containing protein	2	1	0.11051299823815972	False	red
b block tfiiic domain containing protein	21	20	2.3756669429586738e-24	True	red
pmd domain containing protein	18	5	0.0027228236418145343	True	red
b block tfiiic protein	2	1	0.11051299823815972	False	red
ninja family protein	6	1	0.2962569716529444	False	red
bzip domain containing protein	287	8	0.02942583538024434	True	red
transcription factor bhlh protein	107	16	0.00036256557443158023	True	red
bhlh transcription factor	256	5	0.006280155501618059	True	red
gata domain containing protein	1	1	0.05687338811251724	False	red
dof zinc finger protein	82	1	0.09193343553677794	False	red
arath squamosa promoter binding protein	33	2	0.7118115204856579	False	red
squamosa promoter binding protein sbp domain	10	3	0.01630737996500515	True	red
bed type domain containing protein	33	16	5.354051843039485e-12	True	red
homeobox protein hox1a	14	4	0.006595958125319739	True	red
pathogenesis homeodomain containing protein	5	5	5.935607630077184e-07	True	red
homeobox domain containing protein	112	16	0.0006089698526958042	True	red
of tsl kinase interacting protein	8	8	1.0870438550413277e-10	True	red
transcription factor mybs	28	1	1.0	False	red
myb 4 domain containing protein	24	6	0.0018644316878727914	True	red
myb dna bind 4 domain containing protein	31	2	0.6956345820236361	False	red
transcription factor myb	59	3	1.0	False	red
arath nuclear transcription factor y subunit 9	47	6	0.04919970879776182	True	red
isoform nfxl nf x1 type zinc finger protein	2	2	0.003233777986874771	True	red
nf x1 type zinc finger protein nfxl	5	2	0.02881562049347183	True	red
nac domain containing protein	312	9	0.027233723021438595	True	red
cg domain containing protein	11	2	0.12651548787120026	False	red
calmodulin binding transcription activator	42	10	9.586252281771186e-05	True	red
i wrky transcription factor	5	2	0.02881562049347183	True	red
wrky domain containing protein	156	2	0.013600612166723454	True	red
ap ethylene responsive transcription factor ail	10	4	0.0016619197973556242	True	red
ap ethylene responsive transcription factor	65	3	1.0	False	red
ethylene responsive transcription factor erf	211	2	0.000839333785601843	True	red
arath ethylene responsive transcription factor erf	24	1	1.0	False	red
at hook motif nuclear localized protein	62	13	3.825759991911719e-05	True	red
arath auxin response factor	101	13	0.00748968843731672	True	red
arath scarecrow protein	19	1	1.0	False	red
phd oberon domain containing protein	36	6	0.015078775921650654	True	red
transcription repressor	44	1	0.5173936756589639	False	red
hth cro c1 type domain containing protein	7	3	0.005409386292988592	True	red
lish domain containing protein	31	10	5.1345341508179265e-06	True	red
transcriptional corepressor seuss	30	8	0.0002054250743111433	True	red
histone acetyltransferase kat6b protein	7	7	1.9146729919025607e-09	True	red
u1 small nuclear ribonucleoprotein kda	1	1	0.05687338811251724	False	red
rrm domain containing protein	305	37	1.6346356408244737e-05	True	red
splicing factor domain containing protein rna rrm	1	1	0.05687338811251724	False	red
splicing factor pwi domain containing protein rna rrm	4	4	1.044692007481096e-05	True	red
luc domain containing protein	5	2	0.02881562049347183	True	red
rna binding protein luc	11	5	0.00020521462111712649	True	red
pre mrna processing factor	30	10	3.665486934627803e-06	True	red
pre mrna processing 40a protein	7	7	1.9146729919025607e-09	True	red
pre mrna processing protein 40c	4	4	1.044692007481096e-05	True	red
tog domain containing protein	35	14	2.6912864979200835e-09	True	red
u6 snrna phosphodiesterase	1	1	0.05687338811251724	False	red
u11 u12 small nuclear ribonucleoprotein kda protein	8	2	0.07202297028467085	False	red
importin n terminal domain containing protein	48	19	4.923204839751643e-12	True	red
factor atp dependent rna helicase protein	12	7	1.1758764751097189e-06	True	red
rna helicase aquarius	1	1	0.05687338811251724	False	red
rna helicase activating signal cointegrator	1	1	0.05687338811251724	False	red
activating signal cointegrator complex subunit	2	1	0.11051299823815972	False	red
pre mrna splicing factor atp dependent rna helicase protein	7	6	2.245228366105332e-07	True	red
pre mrna processing splicing factor	6	5	3.3927853819306327e-06	True	red
danre pre mrna splicing factor cwc homolog	1	1	0.05687338811251724	False	red
peptidyl prolyl cis trans isomerase cwc protein	1	1	0.05687338811251724	False	red
cyclophilin peptidyl prolyl cis trans isomerase protein	1	1	0.05687338811251724	False	red
pre mrna splicing factor slu	2	1	0.11051299823815972	False	red
pantr rna binding motif protein x chromosome	2	2	0.003233777986874771	True	red
pre mrna processing atp dependent rna helicase prp	2	2	0.003233777986874771	True	red
integrator complex subunit	2	2	0.003233777986874771	True	red
btz domain containing protein	8	5	2.874514134272893e-05	True	red
transf 1 domain containing protein btz	7	7	1.9146729919025607e-09	True	red
pinin sdk mema domain containing protein	4	4	1.044692007481096e-05	True	red
nuclear poly a polymerase	29	3	0.22662639899332016	False	red
quality protein poly a polymerase	19	18	6.708499696999755e-22	True	red
30 kda cleavage and polyadenylation specificity factor	4	2	0.017963413108134655	True	red
fip domain containing protein	4	1	0.20881573539541476	False	red
symplekin c domain containing protein	4	4	1.044692007481096e-05	True	red
suf domain containing protein	3	3	0.00018382444666730034	True	red
cid domain containing protein	31	19	1.5364364353598325e-16	True	red
n6 adenosine methyltransferase non catalytic subunit	6	1	0.2962569716529444	False	red
vir n domain containing protein	7	3	0.005409386292988592	True	red
eukaryotic translation initiation factor subunit	13	2	0.16671060557325915	False	red
trna guanine 26 n 2 dimethyltransferase	31	4	0.09702437360989451	False	red
trna specific adenosine deaminase	1	1	0.05687338811251724	False	red
cmp dcmp type deaminase domain containing protein	16	1	0.6081923966454587	False	red
pentatricopeptide repeat containing protein	613	31	0.5984708511374464	False	red
ccr not complex 3 5 exoribonuclease subunit	1	1	0.05687338811251724	False	red
poly a specific ribonuclease	44	2	1.0	False	red
ccr not transcription complex subunit	48	15	3.72882235446736e-08	True	red
not2 3 5 domain containing protein	8	1	0.374036516443686	False	red
ccr not transcription complex subunit 10	3	2	0.009333685067289712	True	red
quality protein ccr not transcription complex subunit	3	3	0.00018382444666730034	True	red
ge1 wd40 domain containing protein	10	7	1.9721709124529145e-07	True	red
beach domain containing protein	8	1	0.374036516443686	False	red
c3h1 type domain containing protein	32	14	6.432280269464202e-10	True	red
zf c3h1 domain containing protein	3	2	0.009333685067289712	True	red
tetratricopeptide repeat protein ski	1	1	0.05687338811251724	False	red
duf 3730 domain containing protein	4	4	1.044692007481096e-05	True	red
exosome complex exonuclease dis	4	4	1.044692007481096e-05	True	red
protein smg	6	5	3.3927853819306327e-06	True	red
regulator of nonsense transcripts protein	9	7	6.225261386513247e-08	True	red
smg4 upf3 domain containing protein	9	9	6.17008726430842e-12	True	red
nonsense mediated mrna decay factor smg	5	5	5.935607630077184e-07	True	red
halma protein pelota homolog	1	1	0.05687338811251724	False	red
e3 ubiquitin protein ligase listerin	3	3	0.00018382444666730034	True	red
rna binding kh domain containing protein	36	14	4.172199190757227e-09	True	red
c2h2 type domain containing protein	272	9	0.11311372905969916	False	red
surp motif domain containing protein	5	3	0.0016851020301288842	True	red
occludin ell domain containing protein	10	3	0.01630737996500515	True	red
ntp transf 2 domain containing protein	14	10	2.8362000800487887e-10	True	red
pap associated domain containing protein	13	1	0.5329328126910542	False	red
transportin importin 3	10	2	0.10741944942528744	False	red
utp rna uridylyltransferase	2	2	0.003233777986874771	True	red
exonuclease domain containing protein	44	2	1.0	False	red
3 5 exonuclease domain containing protein	24	3	0.15349028363104655	False	red
serine threonine protein kinase tousled 1	3	2	0.009333685067289712	True	red
yth domain containing family protein	55	6	0.1311234071010674	False	red
meiosis protein mei	8	3	0.008290539257013563	True	red
kh domain containing rna binding protein	3	1	0.16110265482359473	False	red
cwf protein homolog	1	1	0.05687338811251724	False	red
pci domain containing protein	36	14	4.172199190757227e-09	True	red
tho complex subunit protein	4	4	1.044692007481096e-05	True	red
smr domain containing protein	41	4	0.2935434383642233	False	red
nucleoporin gle	3	1	0.16110265482359473	False	red
pig valine trna ligase	4	1	0.20881573539541476	False	red
asparagine trna ligase	10	5	0.00011745515801681856	True	red
eukaryotic translation initiation factor	11	4	0.0024943227552061934	True	red
eukaryotic translation initiation factor 4g 1	11	7	5.154711091700116e-07	True	red
cell wall protein awa	5	5	5.935607630077184e-07	True	red
chatd eukaryotic translation initiation factor 5b	1	1	0.05687338811251724	False	red
leucine zipper ef hand containing transmembrane protein	6	1	0.2962569716529444	False	red
30s ribosomal protein s18	6	1	0.2962569716529444	False	red
quality protein endoribonuclease ybey	6	4	0.0001427955012022105	True	red
man 7 2 mannosyltransferase	4	4	1.044692007481096e-05	True	red
dol p glc 2 man 9 glcnac pp alpha glucosyltransferase	5	5	5.935607630077184e-07	True	red
4 galactosyl n acetylglucosaminide 3 alpha l fucosyltransferase	1	1	0.05687338811251724	False	red
hexosyltransferase	126	10	0.2484532616778194	False	red
galectin domain containing protein	24	2	0.6449571628568822	False	red
n acetyltransferase domain containing protein	70	11	0.001917241865020464	True	red
n alpha acetyltransferase 35 natc auxiliary subunit	5	5	5.935607630077184e-07	True	red
n acetylglucosaminyl phosphatidylinositol biosynthetic protein gpi	4	4	1.044692007481096e-05	True	red
phosphatidylinositol glycan anchor biosynthesis class u protein	5	5	5.935607630077184e-07	True	red
s acyltransferase	32	3	0.42666820197546873	False	red
protein s acyltransferase	84	3	0.6333527043300677	False	red
proline rich receptor protein kinase perk	166	5	0.17653030776669343	False	red
protein kinase domain containing	1202	45	0.0024930026882742646	True	red
calmodulin binding receptor cytoplasmic kinase	10	1	0.4432216740166267	False	red
lectin domain containing receptor kinase	49	1	0.5279354241227963	False	red
casein kinase i isoform delta	16	7	1.386886711683328e-05	True	red
casein kinase i isoform	73	13	0.00022152856888943857	True	red
casein kinase i	13	10	8.543468438514063e-11	True	red
casein kinase protein	4	2	0.017963413108134655	True	red
dual specificity protein kinase clk	18	14	8.917290523951764e-15	True	red
dual specificity tyrosine phosphorylation regulated kinase	39	18	7.322813445116954e-13	True	red
homeodomain interacting protein kinase	4	4	1.044692007481096e-05	True	red
5 serine threonine protein kinase catalytic subunit alpha	4	2	0.017963413108134655	True	red
arath calcium dependent protein kinase	173	7	0.5078927684794821	False	red
serine threonine protein kinase kipk	6	2	0.041609726460679966	True	red
microtubule associated serine threonine protein kinase	17	4	0.013684429842636243	True	red
aarf domain containing protein kinase	23	5	0.008438268409854814	True	red
abc domain containing protein	30	3	0.24199764220329117	False	red
serine threonine protein phosphatase 2a kda regulatory subunit b isoform	37	4	0.15702486607033786	False	red
inactive poly [adp ribose] polymerase	18	10	1.0037041479004752e-08	True	red
membrane bound transcription factor site protease	12	12	1.1266121962371926e-15	True	red
endopeptidase s2p	8	8	1.0870438550413277e-10	True	red
amp n domain containing protein	4	2	0.017963413108134655	True	red
peptidase domain containing protein	2	2	0.003233777986874771	True	red
maldo peptidyl prolyl cis trans isomerase	3	1	0.16110265482359473	False	red
quality protein udp glucose glycoprotein glucosyltransferase	4	4	1.044692007481096e-05	True	red
mannosyl oligosaccharide 1 2 alpha mannosidase 5	8	3	0.008290539257013563	True	red
stromal cell derived factor protein	3	1	0.16110265482359473	False	red
sp dnaj chaperone protein dnaj	92	4	0.8204511788210571	False	red
bag domain containing protein	27	1	1.0	False	red
dnaj homolog subfamily b member	17	1	1.0	False	red
drome e3 ubiquitin protein ligase	4	4	1.044692007481096e-05	True	red
glucose induced degradation protein homolog	4	1	0.20881573539541476	False	red
armadillo repeat containing protein isoform	7	1	0.33628482317380914	False	red
wd repeat containing protein homolog	12	8	4.3752990641649366e-08	True	red
e3 ufm protein ligase homolog	2	2	0.003233777986874771	True	red
ring h2 finger protein atl	61	3	1.0	False	red
ring type domain containing protein	658	27	0.08980998450544092	False	red
ubp domain containing protein	1	1	0.05687338811251724	False	red
brap ring ubp domain containing protein	1	1	0.05687338811251724	False	red
brap ring znf ubp domain containing protein	1	1	0.05687338811251724	False	red
zinc finger protein brutus	11	6	1.2143802296449024e-05	True	red
e3 ubiquitin protein ligase	21	17	3.1647604004686892e-18	True	red
e3 ubiquitin protein ligase rkp	3	2	0.009333685067289712	True	red
ring ch type domain containing protein	81	1	0.09156915007574484	False	red
hect type e3 ubiquitin transferase	38	20	1.4826315870170415e-15	True	red
u box domain containing protein	80	9	0.0469457465840604	True	red
ponab ubiquitin conjugation factor e4	2	1	0.11051299823815972	False	red
arath u box domain containing protein	55	4	0.5544902013051844	False	red
peptidyl prolyl cis trans isomerase	29	1	1.0	False	red
