Function	TotalCounts	ModuleCounts	Pvalue	Relevancy	Module
Phytohormone action.brassinosteroid.biosynthesis	11	1	0.2461377434400028	False	tan
Phytohormone action.brassinosteroid.perception and signal transduction	96	4	0.31146194609460126	False	tan
Phytohormone action.cytokinin.biosynthesis	29	1	0.5252932291258764	False	tan
Phytohormone action.cytokinin.perception and signal transduction	121	3	1.0	False	tan
Phytohormone action.ethylene.biosynthesis	26	1	0.48724563138395016	False	tan
Phytohormone action.ethylene.perception and signal transduction	64	5	0.023132456966317043	True	tan
Phytohormone action.jasmonic acid.biosynthesis	49	10	3.5263794016701944e-07	True	tan
Phytohormone action.jasmonic acid.perception and signal transduction	46	3	0.11090345971771373	False	tan
Phytohormone action.jasmonic acid.conjugation and degradation	28	4	0.005181405883645035	True	tan
Phytohormone action.jasmonic acid.transport	5	1	0.1205163837188964	False	tan
Phytohormone action.salicylic acid.perception and signal transduction	3	1	0.07415672704367833	False	tan
Phytohormone action.strigolactone.biosynthesis	22	6	1.3800082923158367e-05	True	tan
Phytohormone action.karrikins.perception and signalling	8	3	0.000827438404075242	True	tan
Phytohormone action.signalling peptides.NCRP (non-cysteine-rich-peptide) category	146	10	0.004208812580986024	True	tan
Phytohormone action.signalling peptides.CRP (cysteine-rich-peptide) category	102	1	0.5254298845628321	False	tan
Chromatin organisation.chromatin structure.DNA wrapping	118	2	0.7727347166143905	False	tan
Chromatin organisation.post-translational histone modification.histone methylation	338	8	1.0	False	tan
Chromatin organisation.post-translational histone modification.histone acetylation	293	10	0.34570617250176444	False	tan
Chromatin organisation.post-translational histone modification.PRC1 bifunctional histone ubiquitination and methylation reader complex	100	10	0.0002321288375591511	True	tan
Chromatin organisation.nucleosome remodeling.SWI/SNF chromatin remodeling complexes	137	9	0.008402459261274416	True	tan
Chromatin organisation.nucleosome remodeling.ISWI chromatin remodeling complexes	65	1	1.0	False	tan
Chromatin organisation.epigenetic state regulation.RNA-directed DNA methylation (RdDM) pathway	116	4	0.5432196671187486	False	tan
Chromatin organisation.epigenetic state regulation.DNA methylation regulation	76	6	0.012737740872727388	True	tan
Cell division.DNA replication.elongation	93	3	0.5121279037055507	False	tan
Cell division.DNA replication.telomere replication	41	4	0.019795861800909653	True	tan
Cell division.cell cycle organisation.cell cycle control	297	7	1.0	False	tan
Cell division.meiotic recombination.meiotic double strand break initiation	39	7	4.9997894077287075e-05	True	tan
Cell division.meiotic recombination.meiotic crossover	144	7	0.09925324117246417	False	tan
Cell division.cytokinesis.preprophase microtubule organization	101	2	1.0	False	tan
Cell division.cytokinesis.phragmoplast disassembly	52	2	0.3812199844533908	False	tan
Cell division.plastid division.contractile complex	34	1	0.5825414516283063	False	tan
Cell division.plastid division.spatial regulation	10	3	0.001706937152600532	True	tan
DNA damage response.nonhomologous end-joining (NHEJ) repair.DNA end processing	10	2	0.025251554875281548	True	tan
DNA damage response.nonhomologous end-joining (NHEJ) repair.double-strand-break ligation	9	2	0.020542631330745346	True	tan
DNA damage response.base excision repair (BER).lesion recognition and removal	23	2	0.11457180584171534	False	tan
DNA damage response.photoreactivation.class-II CPD photolyase *(PHR2)	4	3	6.379110225335871e-05	True	tan
DNA damage response.DNA-protein crosslink (DPC) repair.tyrosyl-DNA phosphodiesterase *(TDP2)	5	2	0.006104170266587206	True	tan
DNA damage response.DNA-protein crosslink (DPC) repair.crosslink-repair peptidase *(SPRTN)	5	4	2.0136213268462475e-06	True	tan
RNA biosynthesis.DNA-dependent RNA polymerase complexes.RNA polymerase IV complex	36	4	0.012711622655117553	True	tan
RNA biosynthesis.DNA-dependent RNA polymerase complexes.RNA polymerase V complex	35	5	0.001791821143209781	True	tan
RNA biosynthesis.RNA polymerase II-dependent transcription.transcription co-activation	274	8	0.6966943089147075	False	tan
RNA biosynthesis.RNA polymerase II-dependent transcription.transcription elongation	67	2	0.6880375724971982	False	tan
RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex	42	5	0.004059007191272741	True	tan
RNA biosynthesis.DNA-binding transcriptional regulation.basic DNA-binding domain	800	19	0.9093491831092235	False	tan
RNA biosynthesis.DNA-binding transcriptional regulation.zinc-coordinating DNA-binding domain	559	10	0.3405664894356947	False	tan
RNA biosynthesis.DNA-binding transcriptional regulation.helix-turn-helix DNA-binding domain	958	26	0.6774563953206523	False	tan
RNA biosynthesis.DNA-binding transcriptional regulation.other all-alpha-helix DNA-binding domain	247	15	0.0017406103124031089	True	tan
RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure	878	16	0.19300125553240358	False	tan
RNA biosynthesis.DNA-binding transcriptional regulation.beta-barrel DNA-binding domain	187	6	0.48222261879746947	False	tan
RNA biosynthesis.DNA-binding transcriptional regulation.undefined DNA-binding domain	266	9	0.32821483993665174	False	tan
RNA biosynthesis.transcriptional co-regulation.PIRIN transcriptional co-regulator *(PRN1)	11	5	4.223430641538333e-06	True	tan
RNA biosynthesis.transcriptional co-regulation.LEUNIG-SEUSS transcriptional repressor complex	40	6	0.0004812574727176495	True	tan
RNA biosynthesis.transcriptional co-regulation.JAZ-TPR transcriptional repressor complexes	67	6	0.0070319671986441255	True	tan
RNA processing.spliceosome-mediated pre-mRNA splicing.spliceosome assembly	32	1	0.5605201069730279	False	tan
RNA processing.spliceosome-mediated pre-mRNA splicing.MAC/NTC spliceosome-associated complex	100	5	0.1107972508663302	False	tan
RNA processing.spliceosome-mediated pre-mRNA splicing.spliceosome-associated non-snRNP factor activities	197	5	1.0	False	tan
RNA processing.pre-RNA group-I/-II intron splicing.PORR-type RNA splicing factor activities	6	2	0.009002757519878724	True	tan
RNA processing.mRNA modification.RNA 5-end processing	52	1	1.0	False	tan
RNA processing.mRNA modification.mRNA methylation	49	1	1.0	False	tan
RNA homeostasis.mRNA degradation.mRNA deadenylation	64	1	1.0	False	tan
RNA homeostasis.mRNA silencing.transacting siRNA pathway	33	1	0.5716721415926421	False	tan
RNA homeostasis.post-transcriptional regulator activities.C3H-ZF-type post-transcriptional regulator activity	108	4	0.3557508437549278	False	tan
RNA homeostasis.post-transcriptional regulator activities.other posttranscriptional regulator activities	39	3	0.07579227348358589	False	tan
RNA homeostasis.RNA transport.RNA nuclear export	124	1	0.3818050294997235	False	tan
Protein biosynthesis.translation initiation.Pre-Initiation Complex (PIC) module	131	1	0.2687674500736664	False	tan
Protein modification.acetylation.N-terminal acetylase *(NatF/NAA60)	4	4	4.110307403751301e-07	True	tan
Protein modification.phosphorylation.TKL protein kinase activities	1149	48	0.0008048078831803347	True	tan
Protein modification.phosphorylation.CMGC protein kinase activities	217	2	0.1874663767225744	False	tan
Protein modification.phosphorylation.CAMK protein kinase activities	303	13	0.06320239828262403	False	tan
Protein modification.phosphorylation.ABC1K protein kinase activities	68	7	0.0016696866057346385	True	tan
Protein modification.dephosphorylation.protein serine/threonine protein phosphatase activities	467	8	0.3010438598965234	False	tan
Protein modification.ADP-ribosylation.protein-ADP-ribosyltransferase *(PARP)	5	2	0.006104170266587206	True	tan
Protein modification.hydroxylation.prolyl hydroxylase	26	1	0.48724563138395016	False	tan
Protein modification.methylation.lysine N-methyltransferase activities	17	2	0.06794007820582028	False	tan
Protein modification.targeting peptide maturation.plastid	46	6	0.0010324912497260425	True	tan
Protein homeostasis.protein quality control.ER Quality Control (ERQC) machinery	74	3	0.43864477895622606	False	tan
Protein homeostasis.protein quality control.smallHsp holdase chaperone activities	27	1	0.5002551472980931	False	tan
Protein homeostasis.ubiquitin-proteasome system.N-degron pathways	141	5	0.4120424707035436	False	tan
Protein homeostasis.ubiquitin-proteasome system.ubiquitin-fold protein conjugation	1559	30	0.1383918844420354	False	tan
Protein homeostasis.ubiquitin-proteasome system.ubiquitin-fold protein deconjugation	297	4	0.2625585268571796	False	tan
Protein homeostasis.ubiquitin-proteasome system.DAR protease system	52	4	0.0426483313521325	True	tan
Protein homeostasis.proteolysis.cysteine peptidase activities	56	2	0.6540816505582742	False	tan
Protein homeostasis.proteolysis.serine peptidase activities	337	15	0.034478165438320725	True	tan
Protein homeostasis.proteolysis.aspartic peptidase activities	165	8	0.07432194331158656	False	tan
Protein homeostasis.proteolysis.threonine peptidase activities	2	1	0.05006929739439604	False	tan
Protein homeostasis.proteolysis.metallopeptidase activities	159	1	0.19701932616520348	False	tan
Protein homeostasis.proteolysis.protease inhibitor activities	68	1	1.0	False	tan
Cytoskeleton organisation.microtubular network.microtubule dynamics	188	6	0.484260591516229	False	tan
Cytoskeleton organisation.microfilament network.actin filament protein	46	1	1.0	False	tan
Cytoskeleton organisation.actin and tubulin folding.Prefoldin-Like (PFDL) co-chaperone complex	16	1	0.3370135449655239	False	tan
Cytoskeleton organisation.endoplasmic reticulum (ER) - cell/organelle membrane contact.ER - plasma membrane interface	22	2	0.10632424578198651	False	tan
Cell wall organisation.cellulose.cellulose synthase complex (CSC)	109	2	1.0	False	tan
Cell wall organisation.hemicellulose.xyloglucan	84	2	1.0	False	tan
Cell wall organisation.hemicellulose.xylan	198	1	0.06811855201870658	False	tan
Cell wall organisation.pectin.rhamnogalacturonan II	23	1	0.44615168416561957	False	tan
Cell wall organisation.pectin.modification and degradation	103	1	0.5261138927773492	False	tan
Cell wall organisation.cell wall proteins.hydroxyproline-rich glycoprotein activities	115	1	0.3760383929039325	False	tan
Cell wall organisation.lignin.monolignol biosynthesis	59	1	1.0	False	tan
Vesicle trafficking.anterograde trafficking.lytic vacuole trafficking machinery	17	2	0.06794007820582028	False	tan
Vesicle trafficking.retrograde trafficking.protein cargo receptor activities	41	1	1.0	False	tan
Vesicle trafficking.endocytic trafficking.ESCRT-mediated sorting	135	5	0.39887814065122246	False	tan
Vesicle trafficking.endocytic trafficking.ubiquitylated cargo adaptation	46	2	0.3259769605645447	False	tan
Vesicle trafficking.clathrin coated vesicle machinery.AP-4 vacuole cargo adaptor complex	21	1	0.416943762174265	False	tan
Vesicle trafficking.clathrin coated vesicle machinery.accessory factor activities	91	3	0.5033939159608827	False	tan
Vesicle trafficking.vesicle tethering.activation of RAB-GTPase activities	82	1	0.7261409302891759	False	tan
Vesicle trafficking.vesicle target membrane fusion.SNARE membrane fusion complexes	144	7	0.09925324117246417	False	tan
Vesicle trafficking.autophagosome formation.initiation	38	1	0.6233319730659291	False	tan
Vesicle trafficking.autophagosome formation.expansion	140	4	0.7834382886123021	False	tan
Protein translocation.chloroplast.inner envelope TIC translocation system	42	2	0.2884130465366936	False	tan
Protein translocation.peroxisome.importomer translocation system	75	3	0.441788851596943	False	tan
Protein translocation.nucleus.nuclear pore complex (NPC)	115	1	0.3760383929039325	False	tan
Solute transport.primary active transport.V-type ATPase complex	72	1	1.0	False	tan
Solute transport.primary active transport.P-type ATPase superfamily	185	12	0.0028366263481915824	True	tan
Solute transport.primary active transport.ABC-type transporter superfamily	210	12	0.012181133068798311	True	tan
Solute transport.carrier-mediated transport.DMT-type transporter superfamily	358	28	1.8278686359933694e-07	True	tan
Solute transport.carrier-mediated transport.MFS-type transporter superfamily	609	22	0.09091653460881034	False	tan
Solute transport.carrier-mediated transport.APC-type transporter superfamily	414	25	9.202768874862726e-05	True	tan
Solute transport.carrier-mediated transport.BART-type transporter superfamily	61	2	0.6686244946593001	False	tan
Solute transport.carrier-mediated transport.TOC-type transporter superfamily	59	9	1.686594782752588e-05	True	tan
Solute transport.carrier-mediated transport.IT-type transporter superfamily	39	4	0.016725947054622582	True	tan
Solute transport.carrier-mediated transport.CDF-type transporter superfamily	83	6	0.018982922551201348	True	tan
Solute transport.carrier-mediated transport.MATE-type transporter activities	110	7	0.022169077937453856	True	tan
Solute transport.carrier-mediated transport.OPT-type transporter activities	57	6	0.003162145370496231	True	tan
Solute transport.carrier-mediated transport.ZIP-type metal cation transporter activities	30	1	0.5373382860900903	False	tan
Solute transport.carrier-mediated transport.CIC-type anion transporter activities	31	6	0.00011207341799085651	True	tan
Solute transport.carrier-mediated transport.nucleoside transporter *(ENT1/2/++)	8	2	0.01624821803583092	True	tan
Solute transport.carrier-mediated transport.potassium/sodium cation transporter *(HKT1)	4	2	0.003725085089409573	True	tan
Solute transport.channel-mediated transport.MIP-type intrinsic protein activities	64	5	0.023132456966317043	True	tan
Solute transport.channel-mediated transport.voltage-gated cation channel activities	49	1	1.0	False	tan
Solute transport.channel-mediated transport.AMT-type ammonium transporter activities	11	1	0.2461377434400028	False	tan
Nutrient uptake.nitrogen assimilation.systemic nitrogen signalling	12	5	7.0884454496293664e-06	True	tan
Nutrient uptake.nitrogen assimilation.nitrate uptake system	37	1	0.613523741700874	False	tan
Nutrient uptake.nitrogen assimilation.ammonium assimilation	25	3	0.024680228163691264	True	tan
Nutrient uptake.iron uptake.chelation-based strategy	68	3	0.24814840307473215	False	tan
Nutrient uptake.iron uptake.ferroxidase-dependent aquisition	11	3	0.0023029310226577093	True	tan
Nutrient uptake.other micronutrient homeostasis.copper	19	1	0.3861970747366083	False	tan
Nutrient uptake.other micronutrient homeostasis.manganese	19	3	0.011630696022263957	True	tan
External stimuli response.light.UV-B light	12	2	0.03581890967339196	True	tan
External stimuli response.toxic compounds.reactive aldehyde detoxification	14	4	0.0003357266195802879	True	tan
External stimuli response.damage.regulatory kinase *(CORK) of DAMP signalling	7	3	0.0005270934998455333	True	tan
External stimuli response.pathogen.pattern-triggered immunity (PTI) machinery	65	4	0.08292199571628085	False	tan
External stimuli response.pathogen.effector-triggered immunity (ETI) machinery	48	9	2.8880591277380156e-06	True	tan
External stimuli response.pathogen.defense mechanisms	95	4	0.3082805704278876	False	tan
External stimuli response.pathogen.production of volatile compounds	15	3	0.005887914420928128	True	tan
External stimuli response.pathogen.virus infection	97	5	0.10064648288346921	False	tan
Multi-process regulation.circadian clock system.evening element regulation	49	1	1.0	False	tan
Multi-process regulation.Programmed Cell Death (PCD) system.regulatory protein *(LSD/LOL)	15	6	1.077780058648927e-06	True	tan
Multi-process regulation.Programmed Cell Death (PCD) system.regulatory protein *(CAD1)	8	4	2.6518659462685658e-05	True	tan
Multi-process regulation.Programmed Cell Death (PCD) system.vacuole-mediated cell death	30	11	9.291835070992108e-11	True	tan
Multi-process regulation.SnRK1-kinase regulatory system.SnRK1 protein kinase complex	49	2	0.353806934419892	False	tan
Multi-process regulation.SnRK1-kinase regulatory system.regulatory protein *(FLZ) of SnRK1 complex	48	2	0.3445716056133664	False	tan
Multi-process regulation.phosphoinositide signalling.inositol phosphate homeostasis	150	3	1.0	False	tan
Multi-process regulation.phosphoinositide signalling.phosphoinositide homeostasis	273	10	0.2408412306931234	False	tan
Multi-process regulation.calcium homeostasis.Ca2+-dependent signalling	331	9	0.72635827279289	False	tan
Multi-process regulation.calcium homeostasis.calcium cation exchanger *(CAX1/3)	2	2	0.0006423167310229029	True	tan
Multi-process regulation.MAP kinase cascade signalling.MAPK protein kinase *(MPK1/2/++)	58	2	0.6596730125990471	False	tan
Multi-process regulation.MAP kinase cascade signalling.MAP2K protein kinase activities	19	2	0.08266210202209326	False	tan
Multi-process regulation.MAP kinase cascade signalling.MAP3K-MEKK protein kinase activities	7	1	0.16455678993050132	False	tan
Multi-process regulation.MAP kinase cascade signalling.MAP3K-RAF/subgroup-A protein kinase activities	38	3	0.07124870991212717	False	tan
Multi-process regulation.MAP kinase cascade signalling.MAP3K-RAF/subgroup-B protein kinase activities	56	2	0.6540816505582742	False	tan
Multi-process regulation.MAP kinase cascade signalling.MAP3K-RAF/subgroup-C protein kinase activities	82	8	0.0011322404655764412	True	tan
Multi-process regulation.MAP kinase cascade signalling.MAP3K-WN protein kinase *(WNK1/2/++)	32	4	0.0084021056204583	True	tan
Plant reproduction.gametogenesis.male gametophyt	106	4	0.3476894835704789	False	tan
Plant organogenesis.leaf formation.stomata	75	2	0.715691893352898	False	tan
Plant organogenesis.root formation.Casparian strip	45	2	0.316625938788596	False	tan
Plant organogenesis.root formation.polar auxin transport activity	49	5	0.007871516012346839	True	tan
Plant organogenesis.stem formation.transcriptional regulator *(BAM1/2)	8	2	0.01624821803583092	True	tan
Plant organogenesis.stem formation.transcriptional regulator *(HAM1/2)	7	1	0.16455678993050132	False	tan
Plant organogenesis.flower formation.photoperiodic pathway	41	6	0.0005517705081974194	True	tan
Plant organogenesis.flower formation.autonomous floral-promotion pathway	83	6	0.018982922551201348	True	tan
Plant organogenesis.flower formation.floral transition regulation	75	2	0.715691893352898	False	tan
Plant organogenesis.flower formation.floral meristem identity	58	1	1.0	False	tan
Cellular respiration.oxidative phosphorylation.NADH dehydrogenase complex	149	4	0.0024960008252247526	True	lightgreen
Cellular respiration.oxidative phosphorylation.cytochrome c reductase complex	62	1	0.20864915344078144	False	lightgreen
Carbohydrate metabolism.sucrose metabolism.biosynthesis	56	2	0.01898546823260317	True	lightgreen
Carbohydrate metabolism.nucleotide sugar biosynthesis.UDP-L-arabinose biosynthesis	33	1	0.11707214312444733	False	lightgreen
Amino acid metabolism.glutamate group amino acid biosynthesis.histidine biosynthesis	36	4	1.035949774855387e-05	True	lightgreen
Amino acid metabolism.aspartate group amino acid biosynthesis.aspartate-derived amino acids	164	1	0.4619344128452577	False	lightgreen
Nucleotide metabolism.purines.catabolism	43	3	0.0005781572290810683	True	lightgreen
Secondary metabolism.terpenoid biosynthesis.carotenoid biosynthesis	58	1	0.19660238571115307	False	lightgreen
Redox homeostasis.ascorbate-based redox regulation.monodehydroascorbate reductase *(MDAR)	10	1	0.03701773371316138	True	lightgreen
Phytohormone action.jasmonic acid.biosynthesis	49	2	0.014748123540163372	True	lightgreen
Chromatin organisation.chromatin structure.DNA wrapping	118	1	0.35961474604660226	False	lightgreen
Cell division.DNA replication.organelle machinery	89	1	0.28540094735356203	False	lightgreen
Cell division.cell cycle organisation.cell cycle control	297	2	0.3078092318437002	False	lightgreen
Cell division.cell cycle organisation.metaphase to anaphase transition	86	4	0.00032271628883531793	True	lightgreen
Cell division.cell cycle organisation.sister chromatid separation	114	5	7.476071509903387e-05	True	lightgreen
Cell division.meiotic recombination.meiotic initiation	24	1	0.08656595319389931	False	lightgreen
Cell division.meiotic recombination.meiotic crossover	144	16	3.3496562088058624e-19	True	lightgreen
Cell division.cytokinesis.cell-plate formation	56	1	0.1905108516775512	False	lightgreen
Cell division.cytokinesis.phragmoplast disassembly	52	3	0.0010100213017579214	True	lightgreen
Cell division.cytokinesis.endoplasmic reticulum (ER) reorganisation	87	1	0.2799785918391506	False	lightgreen
DNA damage response.homologous recombination repair (HR).Smc5-Smc6 complex	32	1	0.11373318643535771	False	lightgreen
RNA biosynthesis.RNA polymerase II-dependent transcription.transcription co-activation	274	3	0.08521803047989233	False	lightgreen
RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex	20	1	0.07267366931368026	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.helix-turn-helix DNA-binding domain	958	3	1.0	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.beta-hairpin exposed by alpha/beta-scaffold structure	878	1	0.2695927796387366	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.beta-barrel DNA-binding domain	187	2	0.15674988104352588	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation.undefined DNA-binding domain	266	2	0.26473781718770456	False	lightgreen
RNA biosynthesis.transcriptional co-regulation.PIRIN transcriptional co-regulator *(PRN1)	11	1	0.04064377227293352	True	lightgreen
RNA processing.tRNA modification.tRNA methylation	103	2	0.05778890677910381	False	lightgreen
RNA processing.organelle RNA modification.tRNA wobble uridine modification	23	2	0.0033820602135187605	True	lightgreen
RNA homeostasis.mRNA degradation.Exosome RNA surveillance complex	115	1	0.3523069938360439	False	lightgreen
RNA homeostasis.mRNA silencing.transacting siRNA pathway	33	1	0.11707214312444733	False	lightgreen
RNA homeostasis.post-transcriptional regulator activities.CID-type posttranscriptional regulator activity	84	8	1.1502499372413183e-09	True	lightgreen
RNA homeostasis.RNA transport.RNA nuclear export	124	3	0.011642051412303516	True	lightgreen
Protein biosynthesis.ribosome biogenesis.rRNA maturation	194	5	0.0008702986704208236	True	lightgreen
Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU)	463	1	1.0	False	lightgreen
Protein biosynthesis.ribosome biogenesis.small ribosomal subunit (SSU)	416	3	0.20711869603102576	False	lightgreen
Protein biosynthesis.translation initiation.Pre-Initiation Complex (PIC) module	131	2	0.0875998679234112	False	lightgreen
Protein biosynthesis.organellar translation machinery.mitochondrial ribosome biogenesis	224	3	0.05302397602972102	False	lightgreen
Protein modification.lipidation.glycophosphatidylinositol (GPI) anchor addition	111	7	2.287852577359393e-07	True	lightgreen
Protein modification.lipidation.Cys-linked prenylation	41	1	0.1433377348321981	False	lightgreen
Protein modification.phosphorylation.TKL protein kinase activities	1149	5	0.6250571610330192	False	lightgreen
Protein modification.targeting peptide maturation.endomembrane system	61	2	0.022287179607032834	True	lightgreen
Protein homeostasis.protein quality control.smallHsp holdase chaperone activities	27	1	0.09684928705360657	False	lightgreen
Protein homeostasis.ubiquitin-proteasome system.N-degron pathways	141	1	0.41298542478691475	False	lightgreen
Protein homeostasis.ubiquitin-proteasome system.ubiquitin-fold protein conjugation	1559	2	0.13510491807366445	False	lightgreen
Protein homeostasis.proteolysis.serine peptidase activities	337	5	0.00918871560723112	True	lightgreen
Protein homeostasis.proteolysis.aspartic peptidase activities	165	1	0.4639680672224584	False	lightgreen
Cytoskeleton organisation.actin and tubulin folding.Prefoldin co-chaperone complex	20	1	0.07267366931368026	False	lightgreen
Cell wall organisation.hemicellulose.xylan	198	1	0.5269600568896572	False	lightgreen
Vesicle trafficking.vesicle tethering.RAB-GTPase membrane association	56	1	0.1905108516775512	False	lightgreen
Vesicle trafficking.vesicle target membrane fusion.SNARE membrane fusion complexes	144	1	0.4196127388847076	False	lightgreen
Protein translocation.mitochondrion.outer mitochondrion membrane TOM translocation system	23	2	0.0033820602135187605	True	lightgreen
Solute transport.primary active transport.P-type ATPase superfamily	185	1	0.5030746716304532	False	lightgreen
Solute transport.primary active transport.ABC-type transporter superfamily	210	1	0.5479941061633309	False	lightgreen
Solute transport.carrier-mediated transport.DMT-type transporter superfamily	358	1	1.0	False	lightgreen
Solute transport.carrier-mediated transport.APC-type transporter superfamily	414	3	0.20518339863964488	False	lightgreen
Solute transport.carrier-mediated transport.MATE-type transporter activities	110	1	0.33994283922395846	False	lightgreen
