Function	TotalCounts	ModuleCounts	Pvalue	Relevancy	Module
Protein homeostasis	3834	273	0.26241118342684955	False	red
Cytoskeleton organisation	1133	51	0.0020576492449892415	True	red
Cell wall organisation	1345	19	1.1014610465106574e-20	True	red
Vesicle trafficking	1902	160	0.0026043197518596573	True	red
Protein translocation	697	57	0.12530066263209674	False	red
Solute transport	3163	142	7.252993191787221e-08	True	red
Nutrient uptake	547	23	0.019476835955345096	True	red
External stimuli response	958	63	0.9478358976975995	False	red
Multi-process regulation	2009	140	0.58274054077359	False	red
Plant reproduction	329	11	0.014037430069392495	True	red
Plant organogenesis	683	39	0.3532923148327121	False	red
Cellular respiration	713	6	0.012156330215194137	True	greenyellow
Carbohydrate metabolism	771	18	0.6149205754428422	False	greenyellow
Amino acid metabolism	882	46	3.7170083631379025e-08	True	greenyellow
Lipid metabolism	1450	55	3.906428797205335e-05	True	greenyellow
Nucleotide metabolism	354	8	0.851764835278136	False	greenyellow
Secondary metabolism	350	17	0.0020294580842656097	True	greenyellow
Redox homeostasis	602	23	0.006569576057529782	True	greenyellow
Phytohormone action	1356	53	3.048001053857982e-05	True	greenyellow
Chromatin organisation	1655	24	0.05498565961909037	False	greenyellow
Cell division	1729	25	0.04934568904959136	True	greenyellow
DNA damage response	384	3	0.07275702153322794	False	greenyellow
RNA biosynthesis	5305	168	9.800507737121441e-08	True	greenyellow
RNA processing	1619	12	1.3360967325769576e-05	True	greenyellow
RNA homeostasis	1170	4	4.670839778252666e-07	True	greenyellow
Protein biosynthesis	2017	5	1.6602516535964662e-13	True	greenyellow
Protein modification	3415	63	0.26441139706055006	False	greenyellow
Protein homeostasis	3834	69	0.15785620042420045	False	greenyellow
Cytoskeleton organisation	1133	6	1.4946977078986986e-05	True	greenyellow
Cell wall organisation	1345	21	0.1770398556081056	False	greenyellow
Vesicle trafficking	1902	16	1.3441916134536912e-05	True	greenyellow
Protein translocation	697	1	7.823896564016799e-06	True	greenyellow
Solute transport	3163	109	6.490015173888566e-07	True	greenyellow
Nutrient uptake	547	8	0.3681327357145076	False	greenyellow
External stimuli response	958	51	3.831776003833739e-09	True	greenyellow
Multi-process regulation	2009	50	0.2345416283723249	False	greenyellow
Plant reproduction	329	7	1.0	False	greenyellow
Plant organogenesis	683	7	0.0435713749767276	True	greenyellow
Photosynthesis	774	1	0.04853498767112332	True	cyan
Cellular respiration	713	8	0.1686894329279728	False	cyan
Carbohydrate metabolism	771	2	0.1863878414059704	False	cyan
Amino acid metabolism	882	15	0.0015304759392362052	True	cyan
Lipid metabolism	1450	13	0.3343749253352857	False	cyan
Nucleotide metabolism	354	5	0.10407946324981279	False	cyan
Secondary metabolism	350	1	0.5262049604689225	False	cyan
Redox homeostasis	602	7	0.20666583770873936	False	cyan
Phytohormone action	1356	2	0.007197734001211863	True	cyan
Chromatin organisation	1655	15	0.2902227204634125	False	cyan
Cell division	1729	11	0.88281108526863	False	cyan
DNA damage response	384	5	0.20007644240699757	False	cyan
RNA biosynthesis	5305	12	8.61761060436953e-07	True	cyan
RNA processing	1619	6	0.12598007072498546	False	cyan
RNA homeostasis	1170	10	0.47465824096099196	False	cyan
Protein biosynthesis	2017	29	0.0002752850775741506	True	cyan
Protein modification	3415	12	0.009552559674200977	True	cyan
Protein homeostasis	3834	19	0.1262205675222354	False	cyan
Cytoskeleton organisation	1133	14	0.042996252310245425	True	cyan
Cell wall organisation	1345	6	0.31827844409552364	False	cyan
Vesicle trafficking	1902	23	0.010538177102161383	True	cyan
Protein translocation	697	4	1.0	False	cyan
Solute transport	3163	29	0.14720729026105744	False	cyan
Nutrient uptake	547	5	0.4396675523456417	False	cyan
External stimuli response	958	2	0.07365863474310884	False	cyan
Multi-process regulation	2009	30	9.344639836462545e-05	True	cyan
Plant reproduction	329	2	1.0	False	cyan
Photosynthesis	774	1	0.004069140002050792	True	magenta
Cellular respiration	713	25	2.8593363451843125e-07	True	magenta
Carbohydrate metabolism	771	6	0.593231439347351	False	magenta
Amino acid metabolism	882	8	0.8675309660845542	False	magenta
Lipid metabolism	1450	19	0.36065152783919296	False	magenta
Nucleotide metabolism	354	2	0.5972756675300867	False	magenta
Secondary metabolism	350	3	1.0	False	magenta
Redox homeostasis	602	11	0.07199563816186187	False	magenta
Phytohormone action	1356	4	0.0018448632889796468	True	magenta
Chromatin organisation	1655	17	1.0	False	magenta
Cell division	1729	29	0.016398386979913457	True	magenta
DNA damage response	384	10	0.00887234107346915	True	magenta
RNA biosynthesis	5305	46	0.13311253234451398	False	magenta
RNA processing	1619	26	0.04681020469527063	True	magenta
RNA homeostasis	1170	25	0.0012172812938894566	True	magenta
Protein biosynthesis	2017	27	0.22130181934165105	False	magenta
Protein modification	3415	21	0.005265971520453323	True	magenta
Protein homeostasis	3834	64	0.00036042635671664625	True	magenta
Cytoskeleton organisation	1133	7	0.1838466833529777	False	magenta
Cell wall organisation	1345	3	0.0006093227652891002	True	magenta
Vesicle trafficking	1902	23	0.49405645238836116	False	magenta
Protein translocation	697	13	0.05846478036152743	False	magenta
Solute transport	3163	27	0.24232710022381934	False	magenta
Nutrient uptake	547	3	0.2969144554992029	False	magenta
External stimuli response	958	5	0.10998382269214242	False	magenta
Multi-process regulation	2009	14	0.11769317269870246	False	magenta
Plant organogenesis	683	1	0.012536166058841811	True	magenta
Photosynthesis	774	26	4.0683360811582375e-14	True	brown
Cellular respiration	713	88	0.15965154381642005	False	brown
Carbohydrate metabolism	771	67	0.06834050725058377	False	brown
Amino acid metabolism	882	103	0.34915864755133175	False	brown
Lipid metabolism	1450	177	0.06290454040880165	False	brown
Nucleotide metabolism	354	36	0.7960935913018501	False	brown
Secondary metabolism	350	13	2.2197434651842175e-06	True	brown
Redox homeostasis	602	37	0.00014270564528200835	True	brown
Phytohormone action	1356	137	0.5028353566648186	False	brown
Chromatin organisation	1655	181	0.7455142673771411	False	brown
Cell division	1729	117	1.1947000034597633e-08	True	brown
DNA damage response	384	20	0.00017730988814659203	True	brown
RNA biosynthesis	5305	699	1.2490850981659532e-09	True	brown
RNA processing	1619	297	7.863803685622691e-21	True	brown
RNA homeostasis	1170	137	0.26970345636693627	False	brown
Protein biosynthesis	2017	220	0.7676607140760896	False	brown
Protein modification	3415	345	0.24765823864392203	False	brown
Protein homeostasis	3834	473	0.000738871692634386	True	brown
Cytoskeleton organisation	1133	80	2.669298243019177e-05	True	brown
Cell wall organisation	1345	79	4.944403444578821e-10	True	brown
Vesicle trafficking	1902	164	0.0023619566464836367	True	brown
Protein translocation	697	75	0.9507306692225701	False	brown
Solute transport	3163	297	0.01295424834024246	True	brown
Nutrient uptake	547	63	0.5308371710523497	False	brown
External stimuli response	958	90	0.20422062957909654	False	brown
Multi-process regulation	2009	228	0.3361599942089826	False	brown
Plant reproduction	329	42	0.24357800859606887	False	brown
Plant organogenesis	683	107	6.067670478396825e-05	True	brown
Clade-specific metabolism	28	10	0.0004152582071861364	True	brown
Photosynthesis	774	14	0.026922117794570898	True	white
Cellular respiration	713	4	0.33657465300461764	False	white
Carbohydrate metabolism	771	7	1.0	False	white
Amino acid metabolism	882	23	2.9073026934118043e-05	True	white
Lipid metabolism	1450	17	0.41877226114666133	False	white
Nucleotide metabolism	354	9	0.009172645982369894	True	white
Secondary metabolism	350	1	0.2729991440547563	False	white
Redox homeostasis	602	8	0.3998164418061778	False	white
Phytohormone action	1356	15	0.5781305075517116	False	white
Chromatin organisation	1655	19	0.448187339291269	False	white
Cell division	1729	25	0.06080547729577647	False	white
RNA biosynthesis	5305	29	0.00025119350853723314	True	white
RNA processing	1619	54	7.0060257182866895e-15	True	white
RNA homeostasis	1170	6	0.09933324662371201	False	white
Protein biosynthesis	2017	24	0.35419169337352663	False	white
Protein modification	3415	18	0.0027848150032715653	True	white
Protein homeostasis	3834	65	2.2005587535037735e-05	True	white
Cytoskeleton organisation	1133	6	0.1271141150920974	False	white
Vesicle trafficking	1902	2	2.0677280138373357e-06	True	white
Protein translocation	697	19	8.038748768440077e-05	True	white
Solute transport	3163	33	0.7084606077842412	False	white
Nutrient uptake	547	2	0.18717431304982401	False	white
External stimuli response	958	1	0.0013645983508063651	True	white
Multi-process regulation	2009	2	6.450249576624308e-07	True	white
Clade-specific metabolism	28	4	0.00015962619710204422	True	white
Cellular respiration	713	6	0.04954446192374931	True	royalblue
Carbohydrate metabolism	771	4	0.374180401705735	False	royalblue
Amino acid metabolism	882	1	0.3881699636388861	False	royalblue
Lipid metabolism	1450	5	1.0	False	royalblue
Nucleotide metabolism	354	5	0.010347493637678907	True	royalblue
Redox homeostasis	602	3	0.4899655001869917	False	royalblue
Chromatin organisation	1655	2	0.09703129669687513	False	royalblue
Cell division	1729	6	1.0	False	royalblue
DNA damage response	384	8	9.713092008926076e-05	True	royalblue
RNA biosynthesis	5305	37	0.00012914097724019572	True	royalblue
RNA processing	1619	7	0.6721895395078277	False	royalblue
RNA homeostasis	1170	3	0.8041350054912458	False	royalblue
Protein biosynthesis	2017	5	0.45268456521992806	False	royalblue
Protein modification	3415	13	0.8825480282549472	False	royalblue
Protein homeostasis	3834	11	0.48322008494838553	False	royalblue
Cytoskeleton organisation	1133	5	0.6152989640016966	False	royalblue
Cell wall organisation	1345	1	0.06714060585629732	False	royalblue
Vesicle trafficking	1902	9	0.4345048950143012	False	royalblue
Solute transport	3163	9	0.5401941949049924	False	royalblue
Nutrient uptake	547	1	0.7270593114214857	False	royalblue
External stimuli response	958	2	0.5905842102251408	False	royalblue
Multi-process regulation	2009	5	0.4526602375883024	False	royalblue
Plant reproduction	329	4	0.03412036491053679	True	royalblue
Photosynthesis	774	610	0.0	True	turquoise
Cellular respiration	713	96	0.11831852993221277	False	turquoise
Carbohydrate metabolism	771	192	1.3383687012659336e-11	True	turquoise
Amino acid metabolism	882	177	0.000352239473942012	True	turquoise
Lipid metabolism	1450	242	0.23830860065321288	False	turquoise
Nucleotide metabolism	354	60	0.46228963450465893	False	turquoise
Secondary metabolism	350	117	1.036163653980917e-16	True	turquoise
Redox homeostasis	602	163	3.6812879380052464e-13	True	turquoise
Phytohormone action	1356	205	0.6479605311662636	False	turquoise
Chromatin organisation	1655	115	2.6122562496956963e-27	True	turquoise
Cell division	1729	141	6.9405460346616e-21	True	turquoise
DNA damage response	384	22	2.9814108739179963e-09	True	turquoise
RNA biosynthesis	5305	736	0.00020577249409895317	True	turquoise
RNA processing	1619	229	0.10780118240735583	False	turquoise
RNA homeostasis	1170	132	2.0622237637783495e-05	True	turquoise
Protein biosynthesis	2017	327	0.4313553091450232	False	turquoise
Protein modification	3415	544	0.5710249098724616	False	turquoise
Protein homeostasis	3834	536	0.003741496850341099	True	turquoise
Cytoskeleton organisation	1133	110	6.782156646913178e-09	True	turquoise
Cell wall organisation	1345	133	8.350503904835651e-10	True	turquoise
Vesicle trafficking	1902	194	3.686101674922875e-12	True	turquoise
Protein translocation	697	121	0.2060312521084085	False	turquoise
Solute transport	3163	503	0.6099453355075907	False	turquoise
Nutrient uptake	547	115	0.0006947119254981813	True	turquoise
External stimuli response	958	184	0.002497822525136107	True	turquoise
Multi-process regulation	2009	269	0.004994437293467246	True	turquoise
Plant reproduction	329	40	0.09286313054211354	False	turquoise
Plant organogenesis	683	100	0.523414429249806	False	turquoise
Clade-specific metabolism	28	5	0.7928789083366274	False	turquoise
Photosynthesis	774	5	0.062486847807368	False	darkred
Carbohydrate metabolism	771	1	0.7274531443905105	False	darkred
Lipid metabolism	1450	2	0.4440455190620042	False	darkred
Redox homeostasis	602	4	0.08446183662013465	False	darkred
Phytohormone action	1356	2	0.5925173797120118	False	darkred
Chromatin organisation	1655	8	0.14090940792488232	False	darkred
Cell division	1729	13	0.000935766204809452	True	darkred
RNA biosynthesis	5305	13	0.7787305098649306	False	darkred
RNA processing	1619	1	0.13783705148059475	False	darkred
Protein biosynthesis	2017	1	0.046163857315910856	True	darkred
Protein modification	3415	17	0.015375343540287427	True	darkred
Protein homeostasis	3834	14	0.25516598326550166	False	darkred
Cytoskeleton organisation	1133	5	0.24358137938613544	False	darkred
Cell wall organisation	1345	1	0.2778702374375962	False	darkred
Vesicle trafficking	1902	1	0.06728715689536377	False	darkred
Protein translocation	697	2	0.7173240927947868	False	darkred
Solute transport	3163	11	0.37656497022792823	False	darkred
Nutrient uptake	547	1	1.0	False	darkred
External stimuli response	958	4	0.33894564531733984	False	darkred
Multi-process regulation	2009	7	0.5067485516268523	False	darkred
Phytohormone action	1356	1	0.3949266771599796	False	sienna3
RNA biosynthesis	5305	9	2.332782171304757e-05	True	sienna3
Protein homeostasis	3834	1	1.0	False	sienna3
Cell wall organisation	1345	4	0.0011593930785173498	True	sienna3
Cellular respiration	713	7	1.906707263766264e-08	True	yellowgreen
Secondary metabolism	350	1	0.14975920381829919	False	yellowgreen
Phytohormone action	1356	1	0.47081220794718176	False	yellowgreen
Chromatin organisation	1655	1	0.5414367122310629	False	yellowgreen
RNA biosynthesis	5305	1	0.49971975554913883	False	yellowgreen
RNA homeostasis	1170	2	0.10036122378334997	False	yellowgreen
Protein modification	3415	1	1.0	False	yellowgreen
Solute transport	3163	5	0.012458784944670918	True	yellowgreen
Photosynthesis	774	1	0.27516759042596173	False	paleturquoise
Cellular respiration	713	112	8.207186808273691e-148	True	paleturquoise
Amino acid metabolism	882	1	0.19915594711123913	False	paleturquoise
Lipid metabolism	1450	1	0.016300962950384374	True	paleturquoise
Redox homeostasis	602	2	1.0	False	paleturquoise
Chromatin organisation	1655	2	0.03832303484872412	True	paleturquoise
Cell division	1729	5	0.36389494682114787	False	paleturquoise
RNA biosynthesis	5305	14	0.022055496203745723	True	paleturquoise
RNA homeostasis	1170	1	0.04768928359386324	True	paleturquoise
Protein modification	3415	15	1.0	False	paleturquoise
Protein homeostasis	3834	5	0.0004100059929362124	True	paleturquoise
Vesicle trafficking	1902	8	1.0	False	paleturquoise
Protein translocation	697	3	1.0	False	paleturquoise
Solute transport	3163	20	0.13408909144246461	False	paleturquoise
Photosynthesis	774	6	0.4906293626292053	False	purple
Cellular respiration	713	14	0.047736825573813056	True	purple
Carbohydrate metabolism	771	3	0.03980347234602552	True	purple
Amino acid metabolism	882	20	0.0035713464058161337	True	purple
Lipid metabolism	1450	17	0.8994720056819314	False	purple
Nucleotide metabolism	354	1	0.19934712692808798	False	purple
Redox homeostasis	602	15	0.005253864216024341	True	purple
Phytohormone action	1356	14	0.795492410204814	False	purple
Chromatin organisation	1655	28	0.04317998447821761	True	purple
Cell division	1729	14	0.20390389070752063	False	purple
DNA damage response	384	8	0.08711478710003955	False	purple
RNA biosynthesis	5305	57	0.677857895549498	False	purple
RNA processing	1619	31	0.005576168008253306	True	purple
RNA homeostasis	1170	18	0.20599338197589223	False	purple
Protein biosynthesis	2017	26	0.5179553838912825	False	purple
Protein modification	3415	37	0.8010020027536443	False	purple
Protein homeostasis	3834	46	0.6900153803148075	False	purple
Cytoskeleton organisation	1133	23	0.00961010649318967	True	purple
Cell wall organisation	1345	7	0.025664870977066226	True	purple
Vesicle trafficking	1902	19	0.6577979769923366	False	purple
Protein translocation	697	6	0.591395349448093	False	purple
Solute transport	3163	31	0.432592549647443	False	purple
Nutrient uptake	547	4	0.5391755838539116	False	purple
External stimuli response	958	8	0.44255222785641035	False	purple
Multi-process regulation	2009	13	0.030642724558125074	True	purple
Plant reproduction	329	3	1.0	False	purple
Plant organogenesis	683	1	0.005807150143791533	True	purple
Photosynthesis	774	5	2.200983912325432e-18	True	yellow
Cellular respiration	713	20	9.061951364765819e-07	True	yellow
Carbohydrate metabolism	771	77	0.00223452302703856	True	yellow
Amino acid metabolism	882	33	3.484079019511389e-05	True	yellow
Lipid metabolism	1450	106	0.7149391415363088	False	yellow
Nucleotide metabolism	354	16	0.06055782914959806	False	yellow
Secondary metabolism	350	25	0.9165971533700564	False	yellow
Redox homeostasis	602	50	0.22942719341292578	False	yellow
Phytohormone action	1356	138	1.553120762177477e-05	True	yellow
Chromatin organisation	1655	46	8.703923699430241e-15	True	yellow
Cell division	1729	83	9.938143329780325e-05	True	yellow
DNA damage response	384	10	0.00018622729875043077	True	yellow
RNA biosynthesis	5305	363	0.5092658733773845	False	yellow
RNA processing	1619	77	0.0001111594592839725	True	yellow
RNA homeostasis	1170	29	2.2910389702013323e-12	True	yellow
Protein biosynthesis	2017	19	1.8421932645775757e-41	True	yellow
Protein modification	3415	378	5.05284689992288e-19	True	yellow
Protein homeostasis	3834	239	0.034189228040889565	True	yellow
Cytoskeleton organisation	1133	182	1.3312163729478714e-25	True	yellow
Cell wall organisation	1345	255	1.0467046913890846e-48	True	yellow
Vesicle trafficking	1902	145	0.3360179825340415	False	yellow
Protein translocation	697	20	1.5344771005389266e-06	True	yellow
Solute transport	3163	237	0.32977885518878414	False	yellow
Nutrient uptake	547	51	0.04350408072560394	True	yellow
External stimuli response	958	68	0.9491556713971526	False	yellow
Multi-process regulation	2009	144	0.858302865625254	False	yellow
Plant reproduction	329	23	1.0	False	yellow
Plant organogenesis	683	69	0.003198156712384258	True	yellow
Clade-specific metabolism	28	3	0.44571607609982755	False	yellow
Secondary metabolism	350	1	0.11266686165501974	False	skyblue3
RNA biosynthesis	5305	4	0.09539075253955111	False	skyblue3
Cell wall organisation	1345	9	7.124479370982405e-11	True	skyblue3
Cellular respiration	713	5	0.08004534089619296	False	violet
Carbohydrate metabolism	771	4	0.3172918892808885	False	violet
Amino acid metabolism	882	1	0.5363443709465447	False	violet
Lipid metabolism	1450	6	0.4736397505947175	False	violet
Phytohormone action	1356	3	0.8042265631411989	False	violet
RNA biosynthesis	5305	14	0.5155154836216648	False	violet
Protein modification	3415	24	0.00034710305436578474	True	violet
Protein homeostasis	3834	2	0.0004516888422068174	True	violet
Cytoskeleton organisation	1133	10	0.003640668180534203	True	violet
Cell wall organisation	1345	3	0.8036785031247631	False	violet
Vesicle trafficking	1902	4	0.5316534326509571	False	violet
Protein translocation	697	6	0.025208172335320606	True	violet
Solute transport	3163	8	0.6224781660527203	False	violet
External stimuli response	958	2	0.7732096444895029	False	violet
Multi-process regulation	2009	20	6.555486845522378e-06	True	violet
Plant reproduction	329	1	1.0	False	violet
Plant organogenesis	683	19	8.431218674120365e-13	True	violet
Photosynthesis	774	9	0.00045816506937691357	True	orange
Cellular respiration	713	8	0.001194395605593857	True	orange
Carbohydrate metabolism	771	7	0.007562295709698525	True	orange
Amino acid metabolism	882	7	0.01498242060885998	True	orange
Lipid metabolism	1450	2	0.44981970716092173	False	orange
Secondary metabolism	350	1	1.0	False	orange
Redox homeostasis	602	8	0.00039968614596909836	True	orange
Phytohormone action	1356	2	0.44432744925402645	False	orange
Chromatin organisation	1655	1	0.09676494089108906	False	orange
Cell division	1729	6	0.6441600732948394	False	orange
DNA damage response	384	1	1.0	False	orange
RNA biosynthesis	5305	6	0.006140481001000227	True	orange
RNA processing	1619	3	0.6346833137293197	False	orange
RNA homeostasis	1170	1	0.26892838223881144	False	orange
Protein biosynthesis	2017	8	0.3905624065521843	False	orange
Protein modification	3415	13	0.3171797928149198	False	orange
Protein homeostasis	3834	11	1.0	False	orange
Vesicle trafficking	1902	2	0.1844785454069774	False	orange
Protein translocation	697	4	0.146792603750041	False	orange
Solute transport	3163	7	0.6048035126946394	False	orange
Nutrient uptake	547	1	1.0	False	orange
Multi-process regulation	2009	10	0.08659248126141932	False	orange
Plant organogenesis	683	2	1.0	False	orange
Photosynthesis	774	3	3.0298304693464344e-14	True	green
Cellular respiration	713	18	0.0006022940786890711	True	green
Carbohydrate metabolism	771	69	1.1116359007531406e-05	True	green
Amino acid metabolism	882	30	0.0138098144397549	True	green
Lipid metabolism	1450	61	0.10252789457001582	False	green
Nucleotide metabolism	354	26	0.06954984750049023	False	green
Secondary metabolism	350	26	0.06720027363401582	False	green
Redox homeostasis	602	44	0.020229468959648188	True	green
Phytohormone action	1356	132	3.523850073927516e-12	True	green
Chromatin organisation	1655	108	0.012576668929159946	True	green
Cell division	1729	46	2.1226462240244553e-07	True	green
DNA damage response	384	8	0.0035330667950937457	True	green
RNA biosynthesis	5305	379	2.5937889187973236e-11	True	green
RNA processing	1619	50	4.548801651087627e-05	True	green
RNA homeostasis	1170	26	4.132856062742639e-07	True	green
Protein biosynthesis	2017	14	3.438408984231342e-30	True	green
Protein modification	3415	125	1.803925778660367e-05	True	green
Protein homeostasis	3834	172	0.046295669123504336	True	green
Cytoskeleton organisation	1133	54	0.5861639478700187	False	green
Cell wall organisation	1345	172	4.084172778844958e-28	True	green
Vesicle trafficking	1902	77	0.022524200182583103	True	green
Protein translocation	697	4	1.0621246387383769e-11	True	green
Solute transport	3163	198	0.005044794401221308	True	green
Nutrient uptake	547	47	0.0008495107081239005	True	green
External stimuli response	958	48	0.8826809086971946	False	green
Multi-process regulation	2009	104	0.9587972526096182	False	green
Plant reproduction	329	25	0.05886038164243951	False	green
Plant organogenesis	683	60	7.530643234990773e-05	True	green
Clade-specific metabolism	28	1	1.0	False	green
Photosynthesis	774	2	4.181366721120863e-09	True	pink
Cellular respiration	713	12	0.013873752585727275	True	pink
Carbohydrate metabolism	771	15	0.03949643854288599	True	pink
Amino acid metabolism	882	18	0.042931547196329384	True	pink
Lipid metabolism	1450	52	0.45031585923120643	False	pink
Nucleotide metabolism	354	6	0.12872395818888552	False	pink
Secondary metabolism	350	11	1.0	False	pink
Redox homeostasis	602	38	0.00010950131162977217	True	pink
Phytohormone action	1356	55	0.10103385675082319	False	pink
