Function	TotalCounts	ModuleCounts	Pvalue	Relevancy	Module
Eukaryotic translation initiation factor 3 subunit C OS=Medicago truncatula	6	1	0.030804846597580614	True	lightgreen
Probable isoprenylcysteine alpha-carbonyl methylesterase ICME OS=Oryza sativa subsp. japonica	10	1	0.05081454204998105	False	lightgreen
Putative G-type lectin S-receptor-like serine/threonine-protein kinase At1g61610 OS=Arabidopsis thaliana	4	3	5.536741172499712e-07	True	lightgreen
Wall-associated receptor kinase 3 OS=Arabidopsis thaliana	43	3	0.0014705735568574757	True	lightgreen
16.9 kDa class I heat shock protein 1 OS=Oryza sativa subsp. japonica	4	1	0.0206430299946027	True	lightgreen
Ubiquitin-conjugating enzyme E2 5 OS=Arabidopsis thaliana	12	2	0.001717884228661526	True	lightgreen
U-box domain-containing protein 43 OS=Arabidopsis thaliana	3	1	0.015522403657169665	True	lightgreen
Probable E3 ubiquitin-protein ligase ARI7 OS=Arabidopsis thaliana	7	1	0.03584630980731021	True	lightgreen
Probable serine protease EDA2 OS=Arabidopsis thaliana	19	5	4.00004400877998e-08	True	lightgreen
Aspartic proteinase PCS1 OS=Arabidopsis thaliana	6	2	0.00039855921349480803	True	lightgreen
Guanosine nucleotide diphosphate dissociation inhibitor 1 OS=Arabidopsis thaliana	12	1	0.06066457101655609	False	lightgreen
Mitochondrial import receptor subunit TOM40-1 OS=Arabidopsis thaliana	9	2	0.0009467285266311987	True	lightgreen
Plasma membrane ATPase 1 OS=Nicotiana plumbaginifolia	2	1	0.010375115491277747	True	lightgreen
ABC transporter B family member 1 OS=Arabidopsis thaliana	4	1	0.0206430299946027	True	lightgreen
Nucleobase-ascorbate transporter 11 OS=Arabidopsis thaliana	5	1	0.0257371320335663	True	lightgreen
Amino acid transporter AVT1C OS=Arabidopsis thaliana	16	2	0.0030808884204437496	True	lightgreen
Probable mitochondrial adenine nucleotide transporter BTL3 OS=Arabidopsis thaliana	8	2	0.0007388788693635895	True	lightgreen
Rho GTPase-activating protein 6 OS=Arabidopsis thaliana	3	2	8.053915949391033e-05	True	lightgreen
Calcineurin B-like protein 5 OS=Oryza sativa subsp. japonica	5	5	3.6509480431740115e-12	True	lightgreen
Protein NDL2 OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
Putative GTP diphosphokinase RSH1, chloroplastic OS=Oryza sativa subsp. japonica	17	1	0.08484656856687924	False	lightgreen
Heat shock 70 kDa protein BIP1 OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
Probable inactive ATP-dependent zinc metalloprotease FTSHI 3, chloroplastic OS=Arabidopsis thaliana	7	4	2.4675962649660668e-08	True	lightgreen
65-kDa microtubule-associated protein 3 OS=Arabidopsis thaliana	20	4	3.238778274607413e-06	True	lightgreen
Replication protein A 70 kDa DNA-binding subunit B OS=Arabidopsis thaliana	5	4	3.55415940791974e-09	True	lightgreen
Auxin-responsive protein SAUR50 OS=Helianthus annuus	2	1	0.010375115491277747	True	lightgreen
Putative aconitate hydratase, cytoplasmic OS=Oryza sativa subsp. japonica	42	3	0.0013732150709743444	True	lightgreen
Subtilisin-like protease SBT3.10 OS=Arabidopsis thaliana	2	1	0.010375115491277747	True	lightgreen
Plant UBX domain-containing protein 10 OS=Arabidopsis thaliana	8	1	0.040861657084159744	True	lightgreen
Acyl-CoA-binding domain-containing protein 6 OS=Oryza sativa subsp. japonica	24	2	0.006894829629877122	True	lightgreen
Protein DETOXIFICATION 19 OS=Arabidopsis thaliana	10	1	0.05081454204998105	False	lightgreen
Aquaporin NIP4-1 OS=Oryza sativa subsp. japonica	3	3	1.3895384379250666e-07	True	lightgreen
Autonomous transposable element EN-1 mosaic protein OS=Zea mays	9	5	4.522596127409058e-10	True	lightgreen
Fatty-acid-binding protein 2 OS=Arabidopsis thaliana	8	2	0.0007388788693635895	True	lightgreen
Photosynthetic NDH subunit of subcomplex B 3, chloroplastic OS=Arabidopsis thaliana	5	2	0.00026662183874827584	True	lightgreen
Patellin-5 OS=Arabidopsis thaliana	13	1	0.06555134572535284	False	lightgreen
Subtilisin-like protease SBT2.6 OS=Arabidopsis thaliana	6	2	0.00039855921349480803	True	lightgreen
DNA damage-binding protein 2 OS=Oryza sativa subsp. japonica	9	1	0.04585102315385081	True	lightgreen
Probable beta-1,4-xylosyltransferase GT43E OS=Oryza sativa subsp. japonica	10	1	0.05081454204998105	False	lightgreen
Anoctamin-like protein Os01g0706700 OS=Oryza sativa subsp. japonica	12	3	2.9527101550890046e-05	True	lightgreen
TORTIFOLIA1-like protein 3 OS=Arabidopsis thaliana	8	1	0.040861657084159744	True	lightgreen
Isoamylase SU1, chloroplastic OS=Zea mays	6	1	0.030804846597580614	True	lightgreen
Bifunctional nuclease 2 OS=Oryza sativa subsp. japonica	14	1	0.07041280254428449	False	lightgreen
Protein disulfide isomerase-like 2-1 OS=Oryza sativa subsp. japonica	14	1	0.07041280254428449	False	lightgreen
Coatomer subunit beta-1 OS=Oryza sativa subsp. japonica	25	2	0.007468846248832059	True	lightgreen
Two-component response regulator-like PRR1 OS=Oryza sativa subsp. japonica	13	1	0.06555134572535284	False	lightgreen
Uncharacterized TPR repeat-containing protein At1g05150 OS=Arabidopsis thaliana	2	1	0.010375115491277747	True	lightgreen
U-box domain-containing protein 4 OS=Arabidopsis thaliana	19	1	0.09434486677331144	False	lightgreen
Pentatricopeptide repeat-containing protein At4g39530 OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
Pentatricopeptide repeat-containing protein At1g69290 OS=Arabidopsis thaliana	2	2	2.693902239383178e-05	True	lightgreen
Heat shock 70 kDa protein 17 OS=Arabidopsis thaliana	7	2	0.0005560673392028777	True	lightgreen
Pentatricopeptide repeat-containing protein At2g15980 OS=Arabidopsis thaliana	4	1	0.0206430299946027	True	lightgreen
Cell division cycle 20.2, cofactor of APC complex OS=Arabidopsis thaliana	2	1	0.010375115491277747	True	lightgreen
Aldehyde dehydrogenase family 7 member A1 OS=Brassica napus	2	1	0.010375115491277747	True	lightgreen
B3 domain-containing protein Os03g0120900 OS=Oryza sativa subsp. japonica	6	2	0.00039855921349480803	True	lightgreen
Uncharacterized TPR repeat-containing protein At2g32450 OS=Arabidopsis thaliana	4	1	0.0206430299946027	True	lightgreen
F-box protein At2g27310 OS=Arabidopsis thaliana	2	2	2.693902239383178e-05	True	lightgreen
Pentatricopeptide repeat-containing protein At1g05670, mitochondrial OS=Arabidopsis thaliana	8	1	0.040861657084159744	True	lightgreen
Probable methyltransferase PMT9 OS=Arabidopsis thaliana	11	1	0.055752347117564834	False	lightgreen
Leucine aminopeptidase OS=Oryza sativa subsp. japonica	5	1	0.0257371320335663	True	lightgreen
Pentatricopeptide repeat-containing protein At4g02750 OS=Arabidopsis thaliana	22	1	0.1084085480687344	False	lightgreen
GDSL esterase/lipase At5g45910 OS=Arabidopsis thaliana	11	1	0.055752347117564834	False	lightgreen
Protein Rf1, mitochondrial OS=Oryza sativa subsp. indica	24	2	0.006894829629877122	True	lightgreen
Luminal-binding protein OS=Solanum lycopersicum	3	1	0.015522403657169665	True	lightgreen
E3 ubiquitin-protein ligase CCNB1IP1 homolog OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
Magnesium/proton exchanger 1 OS=Oryza sativa subsp. japonica	7	2	0.0005560673392028777	True	lightgreen
Probable xyloglucan 6-xylosyltransferase 1 OS=Oryza sativa subsp. indica	7	1	0.03584630980731021	True	lightgreen
DNA-directed RNA polymerase II subunit 2 OS=Arabidopsis thaliana	2	1	0.010375115491277747	True	lightgreen
Patellin-3 OS=Arabidopsis thaliana	3	2	8.053915949391033e-05	True	lightgreen
Uncharacterized protein At4g06744 OS=Arabidopsis thaliana	12	8	2.3163736626838306e-16	True	lightgreen
Aquaporin NIP2-1 OS=Zea mays	3	1	0.015522403657169665	True	lightgreen
Pyrophosphate-energized vacuolar membrane proton pump OS=Vigna radiata var. radiata	14	1	0.07041280254428449	False	lightgreen
DEAD-box ATP-dependent RNA helicase 7 OS=Oryza sativa subsp. japonica	16	1	0.08006028434432319	False	lightgreen
GDSL esterase/lipase At1g54790 OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
GDSL esterase/lipase At1g28640 OS=Arabidopsis thaliana	1	1	0.00520102725683579	True	lightgreen
Jacalin-related lectin 3 OS=Arabidopsis thaliana	3	1	0.015522403657169665	True	lightgreen
V-type proton ATPase subunit a1 OS=Arabidopsis thaliana	3	1	0.015522403657169665	True	lightgreen
Sphingoid long-chain bases kinase 1 OS=Arabidopsis thaliana	14	1	0.07041280254428449	False	lightgreen
Isoamylase 3, chloroplastic OS=Oryza sativa subsp. japonica	2	1	0.010375115491277747	True	lightgreen
Proteasome subunit alpha type-2 OS=Oryza sativa subsp. japonica	15	1	0.07524907209908077	False	lightgreen
Protease Do-like 7 OS=Arabidopsis thaliana	6	1	0.030804846597580614	True	lightgreen
Ribosomal RNA-processing protein 8 OS=Arabidopsis thaliana	2	2	2.693902239383178e-05	True	lightgreen
Disease resistance protein RGA5 OS=Oryza sativa subsp. japonica	34	1	0.1625215253645924	False	lightgreen
C2 and GRAM domain-containing protein At1g03370 OS=Arabidopsis thaliana	16	1	0.08006028434432319	False	lightgreen
Probable methyltransferase PMT2 OS=Arabidopsis thaliana	11	1	0.055752347117564834	False	lightgreen
Exocyst complex component SEC15A OS=Arabidopsis thaliana	13	1	0.06555134572535284	False	lightgreen
Protein TORMOZ EMBRYO DEFECTIVE OS=Arabidopsis thaliana	8	2	0.0007388788693635895	True	lightgreen
Serine/threonine-protein kinase AFC3 OS=Arabidopsis thaliana	28	2	0.009314966246337994	True	lightgreen
L-galactono-1,4-lactone dehydrogenase 2, mitochondrial OS=Oryza sativa subsp. japonica	2	1	0.010375115491277747	True	lightgreen
2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Zea mays	11	3	0.0018889150358517403	True	salmon
Cytosolic enolase 3 OS=Arabidopsis thaliana	2	1	0.04674665213901948	True	salmon
Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial OS=Arabidopsis thaliana	2	2	0.0005589567696280325	True	salmon
Dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
Isocitrate dehydrogenase [NAD] catalytic subunit 5, mitochondrial OS=Arabidopsis thaliana	6	3	0.0002501998071517926	True	salmon
Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Oryza sativa subsp. japonica	4	2	0.0032490958645793964	True	salmon
Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Oryza sativa subsp. japonica	12	3	0.002474422621085231	True	salmon
Fumarate hydratase 2 OS=Arabidopsis thaliana	3	3	1.3197339073552768e-05	True	salmon
Malate dehydrogenase 2, mitochondrial OS=Arabidopsis thaliana	4	4	3.1131979987467467e-07	True	salmon
Mitochondrial-processing peptidase subunit alpha OS=Solanum tuberosum	24	2	0.10963432920389293	False	salmon
Probable mitochondrial-processing peptidase subunit beta, mitochondrial OS=Arabidopsis thaliana	20	8	9.347200753983198e-09	True	salmon
Cytochrome b-c1 complex subunit 6 OS=Solanum tuberosum	2	2	0.0005589567696280325	True	salmon
ATP synthase subunit d, mitochondrial OS=Arabidopsis thaliana	6	6	1.7277570063492869e-10	True	salmon
ATP synthase subunit beta, mitochondrial OS=Zea mays	9	6	1.3653097630482472e-08	True	salmon
ATP synthase subunit gamma, mitochondrial OS=Ipomoea batatas	2	2	0.0005589567696280325	True	salmon
Sucrose transport protein SUT4 OS=Oryza sativa subsp. japonica	12	12	2.8904509950719297e-20	True	salmon
Cytosolic invertase 1 OS=Oryza sativa subsp. japonica	9	2	0.018019343298357682	True	salmon
Probable UDP-arabinopyranose mutase 1 OS=Zea mays	5	5	7.337345336221373e-09	True	salmon
Phosphoacetylglucosamine mutase OS=Oryza sativa subsp. japonica	2	2	0.0005589567696280325	True	salmon
Alanine aminotransferase 2, mitochondrial OS=Arabidopsis thaliana	2	1	0.04674665213901948	True	salmon
Low-specificity L-threonine aldolase 1 OS=Arabidopsis thaliana	14	4	0.0002577929006924451	True	salmon
Acetyl-CoA carboxylase 2 OS=Oryza sativa subsp. japonica	6	2	0.00787029214006317	True	salmon
Acyl carrier protein 1, mitochondrial OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
Fatty acid desaturase DES2 OS=Sorghum bicolor	13	3	0.0031604542436289456	True	salmon
Diacylglycerol O-acyltransferase 1-1 OS=Oryza sativa subsp. japonica	4	4	3.1131979987467467e-07	True	salmon
Glycerophosphodiester phosphodiesterase GDPD6 OS=Arabidopsis thaliana	2	1	0.04674665213901948	True	salmon
Phospholipase A I OS=Arabidopsis thaliana	5	5	7.337345336221373e-09	True	salmon
Long chain base biosynthesis protein 1a OS=Oryza sativa subsp. japonica	13	3	0.0031604542436289456	True	salmon
Long chain base biosynthesis protein 2a OS=Oryza sativa subsp. japonica	14	1	0.28478058081527496	False	salmon
Inositol phosphorylceramide glucuronosyltransferase 1 OS=Arabidopsis thaliana	4	4	3.1131979987467467e-07	True	salmon
Glucosamine inositolphosphorylceramide transferase 1 OS=Oryza sativa subsp. japonica	3	1	0.06929474039316072	False	salmon
7-dehydrocholesterol reductase OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2 OS=Arabidopsis thaliana	10	8	4.121869870564573e-12	True	salmon
3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1 OS=Arabidopsis thaliana	7	1	0.15428270257154325	False	salmon
Acyl-CoA-binding domain-containing protein 6 OS=Oryza sativa subsp. japonica	24	13	1.3263202323207382e-15	True	salmon
Phospholipid-transporting ATPase 3 OS=Arabidopsis thaliana	12	6	1.412948630508598e-07	True	salmon
Probable apyrase 6 OS=Arabidopsis thaliana	7	5	1.4809807430042963e-07	True	salmon
Acetyl-CoA acetyltransferase 2 OS=Arabidopsis thaliana	10	1	0.21289510665245331	False	salmon
Hydroxymethylglutaryl-CoA synthase OS=Arabidopsis thaliana	13	3	0.0031604542436289456	True	salmon
Isopentenyl-diphosphate Delta-isomerase I OS=Clarkia breweri	7	7	4.0647841335622426e-12	True	salmon
Isopentenyl-diphosphate Delta-isomerase I, chloroplastic OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
Isopentenyl-diphosphate Delta-isomerase II OS=Camptotheca acuminata	1	1	0.02365280445432376	True	salmon
Aminoaldehyde dehydrogenase 1b OS=Zea mays	2	2	0.0005589567696280325	True	salmon
L-ascorbate peroxidase 1, cytosolic OS=Oryza sativa subsp. japonica	2	1	0.04674665213901948	True	salmon
Probable glutathione S-transferase DHAR1, cytosolic OS=Oryza sativa subsp. japonica	9	2	0.018019343298357682	True	salmon
Receptor-like kinase TMK4 OS=Arabidopsis thaliana	4	2	0.0032490958645793964	True	salmon
Probable serine/threonine-protein kinase BSK3 OS=Oryza sativa subsp. japonica	19	12	1.250059551659181e-15	True	salmon
Probable histidine kinase 1 OS=Oryza sativa subsp. indica	2	1	0.04674665213901948	True	salmon
ETO1-like protein 1 OS=Arabidopsis thaliana	7	1	0.15428270257154325	False	salmon
Protein ETHYLENE-INSENSITIVE 2 OS=Oryza sativa subsp. japonica	10	3	0.0013982876790311159	True	salmon
Strigolactone esterase D14 OS=Oryza sativa subsp. japonica	3	1	0.06929474039316072	False	salmon
Uncharacterized protein At1g51745 OS=Arabidopsis thaliana	22	6	9.3151367210153e-06	True	salmon
Transcription factor GTE9 OS=Arabidopsis thaliana	13	5	8.061182127696594e-06	True	salmon
Protein ROS1A OS=Oryza sativa subsp. japonica	11	7	1.2344325594460176e-09	True	salmon
Protein OSB1, mitochondrial OS=Arabidopsis thaliana	6	2	0.00787029214006317	True	salmon
Kinesin-like protein KIN-13A OS=Oryza sativa subsp. japonica	10	2	0.022174607203189322	True	salmon
Anaphase-promoting complex subunit 10 OS=Arabidopsis thaliana	3	1	0.06929474039316072	False	salmon
B-type cell cycle switch protein ccs52A OS=Medicago truncatula	2	1	0.04674665213901948	True	salmon
Serine/threonine-protein phosphatase PP2A-2 catalytic subunit OS=Oryza sativa subsp. japonica	10	4	5.833433659377005e-05	True	salmon
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Arabidopsis thaliana	22	14	4.2391671457249235e-18	True	salmon
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A gamma isoform OS=Arabidopsis thaliana	2	2	0.0005589567696280325	True	salmon
Dynamin-related protein 5A OS=Glycine max	3	3	1.3197339073552768e-05	True	salmon
Phragmoplastin DRP1C OS=Arabidopsis thaliana	4	2	0.0032490958645793964	True	salmon
Mitogen-activated protein kinase 1 OS=Oryza sativa subsp. japonica	6	3	0.0002501998071517926	True	salmon
Reticulon-like protein B10 OS=Arabidopsis thaliana	2	1	0.04674665213901948	True	salmon
Dynamin-related protein 3A OS=Arabidopsis thaliana	10	5	1.6747642328319908e-06	True	salmon
Peroxisomal membrane protein 11-4 OS=Oryza sativa subsp. japonica	1	1	0.02365280445432376	True	salmon
Ubiquitin C-terminal hydrolase 12 OS=Arabidopsis thaliana	27	18	1.79522644312031e-23	True	salmon
Common plant regulatory factor 1 OS=Petroselinum crispum	11	11	1.2341293345410342e-18	True	salmon
Transcription factor UNE12 OS=Arabidopsis thaliana	4	2	0.0032490958645793964	True	salmon
Cyclic dof factor 1 OS=Arabidopsis thaliana	4	2	0.0032490958645793964	True	salmon
Cyclic dof factor 2 OS=Arabidopsis thaliana	10	2	0.022174607203189322	True	salmon
Transcription factor MYBS2 OS=Oryza sativa subsp. indica	7	3	0.0004301307607725875	True	salmon
Heat stress transcription factor B-2c OS=Oryza sativa subsp. japonica	2	2	0.0005589567696280325	True	salmon
WRKY transcription factor WRKY51 OS=Oryza sativa subsp. japonica	1	1	0.02365280445432376	True	salmon
WRKY transcription factor WRKY51 OS=Oryza sativa subsp. indica	2	1	0.04674665213901948	True	salmon
Ethylene-responsive transcription factor 4 OS=Nicotiana sylvestris	4	2	0.0032490958645793964	True	salmon
mRNA-decapping enzyme-like protein OS=Arabidopsis thaliana	11	1	0.23151636343810544	False	salmon
mRNA-decapping enzyme subunit 2 OS=Arabidopsis thaliana	7	4	1.029186899073279e-05	True	salmon
Protein decapping 5 OS=Arabidopsis thaliana	15	4	0.00034496052382412	True	salmon
DEAD-box ATP-dependent RNA helicase 8 OS=Oryza sativa subsp. japonica	5	3	0.00012734761780942486	True	salmon
ATP-dependent RNA helicase SUV3, mitochondrial OS=Oryza sativa subsp. japonica	1	1	0.02365280445432376	True	salmon
RNA-binding KH domain-containing protein RCF3 OS=Arabidopsis thaliana	21	2	0.08731268869889187	False	salmon
Transportin-1 OS=Oryza sativa subsp. indica	10	8	4.121869870564573e-12	True	salmon
Importin beta-like SAD2 OS=Arabidopsis thaliana	7	6	1.185041199643127e-09	True	salmon
Importin beta-like SAD2 homolog OS=Arabidopsis thaliana	2	1	0.04674665213901948	True	salmon
F-box/kelch-repeat protein At3g61590 OS=Arabidopsis thaliana	16	4	0.0004513514286383998	True	salmon
Protein HASTY 1 OS=Arabidopsis thaliana	10	10	5.2645957349247236e-17	True	salmon
Exportin-T OS=Oryza sativa subsp. japonica	12	4	0.00013239228015126607	True	salmon
SCY1-like protein 2 B OS=Arabidopsis thaliana	5	5	7.337345336221373e-09	True	salmon
Alanine--tRNA ligase OS=Arabidopsis thaliana	3	1	0.06929474039316072	False	salmon
Eukaryotic translation initiation factor 3 subunit C OS=Medicago truncatula	6	2	0.00787029214006317	True	salmon
Eukaryotic translation initiation factor isoform 4G-1 OS=Oryza sativa subsp. japonica	4	2	0.0032490958645793964	True	salmon
Elongation factor 1-alpha OS=Solanum lycopersicum	4	4	3.1131979987467467e-07	True	salmon
Elongation factor 1-alpha OS=Daucus carota	15	5	1.808193708033921e-05	True	salmon
Probable elongation factor 1-gamma 1 OS=Arabidopsis thaliana	3	2	0.001650475630736992	True	salmon
GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Arabidopsis thaliana	7	4	1.029186899073279e-05	True	salmon
Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1B OS=Oryza sativa subsp. japonica	2	2	0.0005589567696280325	True	salmon
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1A OS=Oryza sativa subsp. japonica	3	2	0.001650475630736992	True	salmon
Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Oryza sativa subsp. japonica	1	1	0.02365280445432376	True	salmon
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Oryza sativa subsp. japonica	6	2	0.00787029214006317	True	salmon
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Oryza sativa subsp. japonica	3	3	1.3197339073552768e-05	True	salmon
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Oryza sativa subsp. japonica	6	2	0.00787029214006317	True	salmon
Mannosyl-oligosaccharide glucosidase GCS1 OS=Arabidopsis thaliana	5	5	7.337345336221373e-09	True	salmon
Probable glucan 1,3-alpha-glucosidase OS=Oryza sativa subsp. japonica	3	3	1.3197339073552768e-05	True	salmon
Glucosidase 2 subunit beta OS=Oryza sativa subsp. japonica	6	3	0.0002501998071517926	True	salmon
Hydroxyproline O-galactosyltransferase HPGT1 OS=Arabidopsis thaliana	14	4	0.0002577929006924451	True	salmon
Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC OS=Arabidopsis thaliana	11	6	7.209832263333292e-08	True	salmon
Protein S-acyltransferase DHHC9 OS=Oryza sativa subsp. japonica	3	3	1.3197339073552768e-05	True	salmon
LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2 OS=Arabidopsis thaliana	11	1	0.23151636343810544	False	salmon
Sucrose nonfermenting 4-like protein OS=Arabidopsis thaliana	31	2	0.16624792895493154	False	salmon
Calcium-dependent protein kinase 19 OS=Oryza sativa subsp. japonica	10	10	5.2645957349247236e-17	True	salmon
Probable serine/threonine protein kinase IREH1 OS=Arabidopsis thaliana	16	4	0.0004513514286383998	True	salmon
Probable serine/threonine protein kinase IRE4 OS=Arabidopsis thaliana	22	10	2.6294835107037068e-11	True	salmon
Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Oryza sativa subsp. japonica	3	2	0.001650475630736992	True	salmon
Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform OS=Oryza sativa subsp. indica	7	2	0.010846356691779408	True	salmon
Serine/threonine protein phosphatase 2A regulatory subunit Balpha OS=Arabidopsis thaliana	6	6	1.7277570063492869e-10	True	salmon
Probable serine/threonine protein phosphatase 2A regulatory subunit Bdelta OS=Arabidopsis thaliana	1	1	0.02365280445432376	True	salmon
