Function	TotalCounts	ModuleCounts	Pvalue	Relevancy	Module
Vesicle trafficking.clathrin coated vesicle machinery	203	4	0.8222954063307184	False	tan
Vesicle trafficking.vesicle tethering	392	1	0.000957697986611622	True	tan
Vesicle trafficking.vesicle target membrane fusion	168	7	0.20781195383530568	False	tan
Vesicle trafficking.autophagosome formation	234	5	1.0	False	tan
Protein translocation.chloroplast	180	2	0.3367308144945327	False	tan
Protein translocation.peroxisome	75	3	0.441788851596943	False	tan
Protein translocation.nucleus	220	1	0.04890277584060907	True	tan
Solute transport.primary active transport	488	25	0.0011373016906901445	True	tan
Solute transport.carrier-mediated transport	2186	120	2.10176857004778e-15	True	tan
Solute transport.channel-mediated transport	457	7	0.2280257153696013	False	tan
Nutrient uptake.nitrogen assimilation	109	9	0.001861299631638419	True	tan
Nutrient uptake.iron uptake	216	6	0.8259193389340058	False	tan
Nutrient uptake.other micronutrient homeostasis	137	4	0.7809057617750382	False	tan
External stimuli response.light	283	2	0.053951515136722646	False	tan
External stimuli response.toxic compounds	43	4	0.023191201934162964	True	tan
External stimuli response.damage	14	3	0.004800058832640072	True	tan
External stimuli response.pathogen	320	25	8.342411665555627e-07	True	tan
Multi-process regulation.circadian clock system	114	1	0.3759164176790555	False	tan
Multi-process regulation.Programmed Cell Death (PCD) system	101	21	9.501791878780842e-14	True	tan
Multi-process regulation.SnRK1-kinase regulatory system	123	4	0.5576506088053342	False	tan
Multi-process regulation.phosphoinositide signalling	423	13	0.4362595221114606	False	tan
Multi-process regulation.calcium homeostasis	333	11	0.37696207696517314	False	tan
Multi-process regulation.MAP kinase cascade signalling	336	22	5.733053131192491e-05	True	tan
Plant reproduction.gametogenesis	153	4	0.797244845792264	False	tan
Plant organogenesis.leaf formation	166	2	0.4511205188487233	False	tan
Plant organogenesis.root formation	163	7	0.20116093744935098	False	tan
Plant organogenesis.stem formation	22	3	0.0174751380390644	True	tan
Plant organogenesis.flower formation	282	15	0.006688362949416952	True	tan
Cellular respiration.oxidative phosphorylation	432	5	0.024192105577060828	True	lightgreen
Carbohydrate metabolism.sucrose metabolism	164	2	0.12715794854445622	False	lightgreen
Carbohydrate metabolism.nucleotide sugar biosynthesis	179	1	0.4916501724901934	False	lightgreen
Amino acid metabolism.glutamate group amino acid biosynthesis	134	4	0.0016974052915525338	True	lightgreen
Amino acid metabolism.aspartate group amino acid biosynthesis	193	1	0.5179114483508693	False	lightgreen
Nucleotide metabolism.purines	196	3	0.03820553378875186	True	lightgreen
Secondary metabolism.terpenoid biosynthesis	243	1	0.6011666463584868	False	lightgreen
Redox homeostasis.ascorbate-based redox regulation	133	1	0.3949427248337399	False	lightgreen
Phytohormone action.jasmonic acid	128	2	0.08421892108499536	False	lightgreen
Chromatin organisation.chromatin structure	204	1	0.537595895580694	False	lightgreen
Cell division.DNA replication	367	1	1.0	False	lightgreen
Cell division.cell cycle organisation	622	11	2.60596187095165e-05	True	lightgreen
Cell division.meiotic recombination	273	17	4.816897349834592e-16	True	lightgreen
Cell division.cytokinesis	331	5	0.008545406534142612	True	lightgreen
DNA damage response.homologous recombination repair (HR)	101	1	0.3170935200903585	False	lightgreen
RNA biosynthesis.RNA polymerase II-dependent transcription	526	3	0.4536801842864605	False	lightgreen
RNA biosynthesis.RNA polymerase III-dependent transcription	113	1	0.3473891896033196	False	lightgreen
RNA biosynthesis.DNA-binding transcriptional regulation	4152	8	0.04369753124873136	True	lightgreen
RNA biosynthesis.transcriptional co-regulation	207	1	0.5428243719136561	False	lightgreen
RNA processing.tRNA modification	269	2	0.2689138161268452	False	lightgreen
RNA processing.organelle RNA modification	149	2	0.10868206882009183	False	lightgreen
RNA homeostasis.mRNA degradation	250	1	0.6116203365449685	False	lightgreen
RNA homeostasis.mRNA silencing	222	1	0.5680986283484105	False	lightgreen
RNA homeostasis.post-transcriptional regulator activities	338	8	4.588855828344063e-05	True	lightgreen
RNA homeostasis.RNA transport	129	3	0.012943571504964767	True	lightgreen
Protein biosynthesis.ribosome biogenesis	1074	9	0.02085255369611876	True	lightgreen
Protein biosynthesis.translation initiation	182	2	0.15020587028079113	False	lightgreen
Protein biosynthesis.organellar translation machinery	540	3	0.4609914877245949	False	lightgreen
Protein modification.lipidation	269	8	8.987948837596333e-06	True	lightgreen
Protein modification.phosphorylation	1928	5	0.5645329617182905	False	lightgreen
Protein modification.targeting peptide maturation	142	2	0.1003296710939857	False	lightgreen
Protein homeostasis.protein quality control	506	1	1.0	False	lightgreen
Protein homeostasis.ubiquitin-proteasome system	2479	3	0.026734443854551385	True	lightgreen
Protein homeostasis.proteolysis	815	6	0.13334873740493164	False	lightgreen
Cytoskeleton organisation.actin and tubulin folding	81	1	0.26346503514883446	False	lightgreen
Cell wall organisation.hemicellulose	392	1	1.0	False	lightgreen
Vesicle trafficking.vesicle tethering	392	1	1.0	False	lightgreen
Vesicle trafficking.vesicle target membrane fusion	168	1	0.4700233226542395	False	lightgreen
Protein translocation.mitochondrion	96	2	0.051017895453143385	False	lightgreen
Solute transport.primary active transport	488	2	0.7070189043143331	False	lightgreen
Solute transport.carrier-mediated transport	2186	8	1.0	False	lightgreen
External stimuli response.pathogen	320	1	1.0	False	lightgreen
Multi-process regulation.ROP-GTPase regulatory system	201	2	0.17534327164698013	False	lightgreen
Multi-process regulation.calcium homeostasis	333	8	4.132660455758303e-05	True	lightgreen
Multi-process regulation.G-protein-dependent signalling	47	1	0.16252611471038467	False	lightgreen
Multi-process regulation.ppGpp (hyperphosphorylated guanylate) signalling	24	1	0.08656595319389931	False	lightgreen
Plant reproduction.gametogenesis	153	1	0.43905192149685457	False	lightgreen
Cellular respiration.oxidative phosphorylation	432	12	0.30433160878060583	False	lightcyan
Carbohydrate metabolism.plastidial glycolysis	55	2	0.3164257784740187	False	lightcyan
Amino acid metabolism.glutamate group amino acid biosynthesis	134	4	0.36286860121479875	False	lightcyan
Amino acid metabolism.aspartate group amino acid biosynthesis	193	3	0.8021147846045651	False	lightcyan
Amino acid metabolism.pyruvate group amino acid biosynthesis	64	1	1.0	False	lightcyan
Amino acid metabolism.amino acid degradation	240	1	0.06851744784468802	False	lightcyan
Lipid metabolism.fatty acid metabolism	395	2	0.020026786481148216	True	lightcyan
Lipid metabolism.glycerolipid metabolism	520	8	0.5330347727034401	False	lightcyan
Lipid metabolism.lipid-A biosynthesis	20	4	0.000683151166192249	True	lightcyan
Nucleotide metabolism.purines	196	6	0.3074068094149339	False	lightcyan
Nucleotide metabolism.pyrimidines	100	9	0.00024101852994043546	True	lightcyan
Nucleotide metabolism.deoxynucleotides	52	3	0.09325563098117959	False	lightcyan
Secondary metabolism.terpenoid biosynthesis	243	2	0.2527628127140139	False	lightcyan
Redox homeostasis.thiol-based redox regulation	101	2	1.0	False	lightcyan
Phytohormone action.auxin	311	1	0.02483885576787242	True	lightcyan
Phytohormone action.cytokinin	179	1	0.19231541207743097	False	lightcyan
Phytohormone action.ethylene	90	2	0.7109219051921637	False	lightcyan
Phytohormone action.jasmonic acid	128	2	1.0	False	lightcyan
Chromatin organisation.chromatin structure	204	15	2.6598753507056648e-05	True	lightcyan
Chromatin organisation.histone chaperone activities	78	5	0.02315107822288815	True	lightcyan
Chromatin organisation.post-translational histone modification	741	25	0.018268094652276384	True	lightcyan
Chromatin organisation.nucleosome remodeling	327	15	0.004796028828587079	True	lightcyan
Chromatin organisation.epigenetic state regulation	269	28	3.547007048922785e-12	True	lightcyan
Cell division.DNA replication	367	62	1.87252144342066e-37	True	lightcyan
Cell division.cell cycle organisation	622	63	3.944830580701785e-25	True	lightcyan
Cell division.meiotic recombination	273	21	3.3701824553040284e-07	True	lightcyan
Cell division.cytokinesis	331	7	0.846584793470642	False	lightcyan
Cell division.mitochondrion/peroxisome binary fission	42	3	0.056205240549470764	False	lightcyan
DNA damage response.DNA damage sensing and signalling	54	33	5.333761099269396e-42	True	lightcyan
DNA damage response.DNA repair polymerase activities	7	2	0.008420353578723462	True	lightcyan
DNA damage response.homologous recombination repair (HR)	101	8	0.001229441430876893	True	lightcyan
DNA damage response.nonhomologous end-joining (NHEJ) repair	29	6	2.471803945361244e-05	True	lightcyan
DNA damage response.base excision repair (BER)	40	3	0.04984243033986089	True	lightcyan
DNA damage response.nucleotide excision repair (NER)	85	6	0.008560908028757006	True	lightcyan
DNA damage response.mismatch repair (MMR)	13	8	3.8927300234936064e-11	True	lightcyan
RNA biosynthesis.DNA-dependent RNA polymerase complexes	163	5	0.3964485896464012	False	lightcyan
RNA biosynthesis.RNA polymerase II-dependent transcription	526	18	0.04264904145151275	True	lightcyan
RNA biosynthesis.DNA-binding transcriptional regulation	4152	37	5.776904816476683e-10	True	lightcyan
RNA biosynthesis.transcriptional co-regulation	207	1	0.13780708277193135	False	lightcyan
RNA biosynthesis.organellar gene expression machinery	126	5	0.19309855496100836	False	lightcyan
RNA processing.spliceosome-mediated pre-mRNA splicing	725	36	2.000324302631683e-06	True	lightcyan
RNA processing.pre-RNA group-I/-II intron splicing	162	7	0.05276498202180788	False	lightcyan
RNA processing.pre-tRNA splicing	11	1	0.2059281394777507	False	lightcyan
RNA processing.mRNA modification	226	11	0.007974413323077842	True	lightcyan
RNA processing.tRNA modification	269	8	0.27865840531404634	False	lightcyan
RNA processing.RNA pseudouridylation	77	12	6.278117563490874e-08	True	lightcyan
RNA processing.organelle RNA modification	149	3	1.0	False	lightcyan
RNA homeostasis.mRNA degradation	250	9	0.11111570465393467	False	lightcyan
RNA homeostasis.mRNA surveillance pathways	80	2	0.683065684247935	False	lightcyan
RNA homeostasis.mRNA silencing	222	19	2.3731824584942073e-07	True	lightcyan
RNA homeostasis.post-transcriptional regulator activities	338	7	1.0	False	lightcyan
RNA homeostasis.mRNA stress granule formation	78	8	0.00021614589133909384	True	lightcyan
Protein biosynthesis.ribosome biogenesis	1074	60	6.266915925966819e-12	True	lightcyan
Protein biosynthesis.aminoacyl-tRNA formation	105	16	5.73660329914215e-10	True	lightcyan
Protein biosynthesis.translation initiation	182	4	0.7926838167555452	False	lightcyan
Protein biosynthesis.organellar translation machinery	540	5	0.06582229119572203	False	lightcyan
Protein modification.acetylation	62	2	0.36932534507205844	False	lightcyan
Protein modification.lipidation	269	4	0.6675129840555146	False	lightcyan
Protein modification.phosphorylation	1928	12	1.859395891418423e-07	True	lightcyan
Protein modification.S-glutathionylation	29	1	0.4555779727756655	False	lightcyan
Protein modification.targeting peptide maturation	142	4	0.5441497514224101	False	lightcyan
Protein modification.cysteine disulfide formation	62	1	1.0	False	lightcyan
Protein modification.protein folding	110	5	0.07925852364237398	False	lightcyan
Protein homeostasis.protein quality control	506	9	0.7544498148776817	False	lightcyan
Protein homeostasis.ubiquitin-proteasome system	2479	52	0.8845880305832947	False	lightcyan
Protein homeostasis.proteolysis	815	5	0.0011197712199938334	True	lightcyan
Cytoskeleton organisation.microtubular network	430	16	0.024873683405966518	True	lightcyan
Cytoskeleton organisation.nuclear dynamics	77	1	1.0	False	lightcyan
Cell wall organisation.hemicellulose	392	1	0.004019696233780547	True	lightcyan
Vesicle trafficking.anterograde trafficking	219	2	0.33711735132348697	False	lightcyan
Vesicle trafficking.retrograde trafficking	319	1	0.016813928593376243	True	lightcyan
Vesicle trafficking.exocytic trafficking	162	2	0.778056275816867	False	lightcyan
Vesicle trafficking.vesicle tethering	392	12	0.15501704791642698	False	lightcyan
Protein translocation.mitochondrion	96	4	0.13915311126669191	False	lightcyan
Protein translocation.peroxisome	75	1	1.0	False	lightcyan
Protein translocation.nucleus	220	33	7.301189497122971e-19	True	lightcyan
Solute transport.primary active transport	488	7	0.42209964205482614	False	lightcyan
Solute transport.carrier-mediated transport	2186	6	1.2650888192301323e-13	True	lightcyan
Solute transport.channel-mediated transport	457	3	0.029804857981937244	True	lightcyan
Multi-process regulation.Programmed Cell Death (PCD) system	101	8	0.001229441430876893	True	lightcyan
Multi-process regulation.SnRK1-kinase regulatory system	123	2	1.0	False	lightcyan
Multi-process regulation.calcium homeostasis	333	9	0.4344378268701431	False	lightcyan
Multi-process regulation.UPR (Unfolded Protein Response) signalling	65	2	0.391513901998849	False	lightcyan
Photosynthesis.CAM/C4 photosynthesis	69	3	1.0	False	green
Cellular respiration.oxidative phosphorylation	432	18	0.44289469721243285	False	green
Carbohydrate metabolism.sucrose metabolism	164	23	1.3235005696264865e-05	True	green
Carbohydrate metabolism.starch metabolism	169	15	0.03593376609170255	True	green
Carbohydrate metabolism.trehalose metabolism	49	2	1.0	False	green
Carbohydrate metabolism.mannose metabolism	20	4	0.017705958240422585	True	green
Carbohydrate metabolism.oxidative pentose phosphate pathway	46	8	0.0022524459163332147	True	green
Carbohydrate metabolism.gluconeogenesis	21	3	0.09155556352598328	False	green
Carbohydrate metabolism.nucleotide sugar biosynthesis	179	14	0.12386590572971315	False	green
Amino acid metabolism.glutamate group amino acid biosynthesis	134	2	0.04984052795360763	True	green
Amino acid metabolism.aspartate group amino acid biosynthesis	193	10	1.0	False	green
Amino acid metabolism.serine group amino acid biosynthesis	44	2	1.0	False	green
Amino acid metabolism.shikimate group amino acid biosynthesis	120	6	1.0	False	green
Amino acid metabolism.amino acid degradation	240	7	0.14124939214277749	False	green
Amino acid metabolism.polyamine metabolism	86	3	0.6298300641023451	False	green
Lipid metabolism.fatty acid metabolism	395	16	0.361213405904867	False	green
Lipid metabolism.glycerolipid metabolism	520	23	0.5487068206270889	False	green
Lipid metabolism.sphingolipid metabolism	167	2	0.013211197421033237	True	green
Lipid metabolism.phytosterol metabolism	122	9	0.29926031745322573	False	green
Lipid metabolism.lipid trafficking	129	9	0.3182427070428908	False	green
Lipid metabolism.cytoplasmic lipid droplet-associated activities	83	2	0.44895556387453056	False	green
Nucleotide metabolism.purines	196	23	0.0002461256750498729	True	green
Nucleotide metabolism.pyrimidines	100	2	0.25031320744935814	False	green
Nucleotide metabolism.deoxynucleotides	52	1	0.5237483128898344	False	green
Secondary metabolism.terpenoid biosynthesis	243	10	0.560766062453439	False	green
Secondary metabolism.phenolics biosynthesis	79	14	4.8500294973791324e-05	True	green
Secondary metabolism.alkaloid biosynthesis	5	1	0.23296123136082558	False	green
Secondary metabolism.oxalate homeostasis	14	1	0.5241695022317929	False	green
Redox homeostasis.reactive oxygen scavenging	48	2	1.0	False	green
Redox homeostasis.glutathione-based redox regulation	158	14	0.04537057454790851	True	green
Redox homeostasis.thiol-based redox regulation	101	2	0.17853672499979117	False	green
Redox homeostasis.ascorbate-based redox regulation	133	17	0.0005159012859869764	True	green
Redox homeostasis.tocopherol biosynthesis	30	4	0.06685352929885449	False	green
Redox homeostasis.reactive oxygen-induced signalling	108	5	1.0	False	green
Phytohormone action.abscisic acid	151	7	1.0	False	green
Phytohormone action.auxin	311	16	1.0	False	green
Phytohormone action.brassinosteroid	123	6	1.0	False	green
Phytohormone action.cytokinin	179	24	1.8677805940815042e-05	True	green
Phytohormone action.ethylene	90	11	0.0066509743964525865	True	green
Phytohormone action.gibberellin	73	22	8.798173616150435e-12	True	green
Phytohormone action.jasmonic acid	128	6	1.0	False	green
Phytohormone action.strigolactone	37	5	0.04040081306474128	True	green
Phytohormone action.signalling peptides	248	35	7.327435206869603e-08	True	green
Chromatin organisation.chromatin structure	204	6	0.20130959461929018	False	green
Chromatin organisation.histone chaperone activities	78	7	0.12388758120317112	False	green
Chromatin organisation.post-translational histone modification	741	62	0.00020950329005258958	True	green
Chromatin organisation.nucleosome remodeling	327	12	0.2585686016262938	False	green
Chromatin organisation.epigenetic state regulation	269	13	1.0	False	green
Chromatin organisation.DNA homeostasis	19	8	2.2650675503598814e-06	True	green
Cell division.DNA replication	367	3	8.462686364126848e-06	True	green
Cell division.cell cycle organisation	622	25	0.2342482789007654	False	green
Cell division.meiotic recombination	273	14	1.0	False	green
Cell division.cytokinesis	331	2	8.05955010995935e-06	True	green
Cell division.plastid division	84	2	0.32794257491292167	False	green
DNA damage response.DNA damage tolerance (DDT) pathways	28	1	1.0	False	green
DNA damage response.homologous recombination repair (HR)	101	5	1.0	False	green
DNA damage response.base excision repair (BER)	40	2	1.0	False	green
RNA biosynthesis.DNA-dependent RNA polymerase complexes	163	1	0.003708226280254929	True	green
RNA biosynthesis.RNA polymerase II-dependent transcription	526	13	0.002833686285657366	True	green
RNA biosynthesis.RNA polymerase III-dependent transcription	113	1	0.03171889610057832	True	green
RNA biosynthesis.DNA-binding transcriptional regulation	4152	355	4.670972432184287e-22	True	green
RNA biosynthesis.transcriptional co-regulation	207	9	0.7521112716471072	False	green
RNA processing.spliceosome-mediated pre-mRNA splicing	725	34	0.6119235302538355	False	green
RNA processing.pre-RNA group-I/-II intron splicing	162	8	1.0	False	green
RNA processing.mRNA modification	226	2	0.001238266501713322	True	green
RNA processing.tRNA modification	269	4	0.0032756053598060513	True	green
RNA processing.organelle RNA modification	149	2	0.025765572330512056	True	green
RNA homeostasis.mRNA surveillance pathways	80	4	1.0	False	green
RNA homeostasis.mitochondrial mRNA homeostasis	21	2	0.29617398834616837	False	green
RNA homeostasis.post-transcriptional regulator activities	338	20	0.535716960766133	False	green
Protein biosynthesis.ribosome biogenesis	1074	7	1.034363650444478e-16	True	green
Protein biosynthesis.translation initiation	182	4	0.08956659441898548	False	green
Protein biosynthesis.translation elongation	102	2	0.17869963999742444	False	green
Protein biosynthesis.organellar translation machinery	540	1	2.3076319178149463e-11	True	green
Protein modification.glycosylation	197	1	0.000566000821669624	True	green
Protein modification.lipidation	269	6	0.02597724340827473	True	green
Protein modification.phosphorylation	1928	103	0.7121367793107434	False	green
Protein modification.dephosphorylation	511	13	0.0046653774545441255	True	green
Protein modification.cysteine disulfide formation	62	1	0.37901298116581117	False	green
Protein modification.protein folding	110	1	0.047334263756099754	True	green
Protein homeostasis.protein quality control	506	8	4.329371620258207e-05	True	green
Protein homeostasis.ubiquitin-proteasome system	2479	116	0.2815339058300066	False	green
Protein homeostasis.proteolysis	815	43	0.8728654416737424	False	green
Protein homeostasis.protein storage	28	5	0.013315099290728065	True	green
Cytoskeleton organisation.microtubular network	430	18	0.44204558271319083	False	green
Cytoskeleton organisation.microfilament network	434	26	0.44397092884657197	False	green
Cytoskeleton organisation.nuclear dynamics	77	8	0.061783463341058775	False	green
Cytoskeleton organisation.endoplasmic reticulum (ER) - cell/organelle membrane contact	75	2	0.439900837394291	False	green
Cell wall organisation.cellulose	142	8	0.7048404410622982	False	green
Cell wall organisation.hemicellulose	392	93	7.766751663044586e-36	True	green
Cell wall organisation.pectin	358	22	0.3996326930456936	False	green
Cell wall organisation.cell wall proteins	155	24	1.4919576335978742e-06	True	green
Cell wall organisation.cell wall hydroxycinnamic acids	6	1	0.2725903566953133	False	green
Cell wall organisation.lignin	85	19	5.262408510318524e-08	True	green
Cell wall organisation.cutin and suberin	147	5	0.45327124086575055	False	green
Vesicle trafficking.retrograde trafficking	319	4	0.0004903595561354953	True	green
Vesicle trafficking.endocytic trafficking	188	16	0.046058063675124314	True	green
Vesicle trafficking.exocytic trafficking	162	5	0.2863548584674601	False	green
Vesicle trafficking.clathrin coated vesicle machinery	203	9	0.7514798953085211	False	green
Vesicle trafficking.vesicle tethering	392	20	1.0	False	green
Vesicle trafficking.vesicle target membrane fusion	168	11	0.3816666230022132	False	green
Vesicle trafficking.autophagosome formation	234	12	1.0	False	green
Protein translocation.chloroplast	180	2	0.00988548080930617	True	green
Protein translocation.mitochondrion	96	2	0.24444429708014914	False	green
Solute transport.primary active transport	488	31	0.21779569600385076	False	green
Solute transport.carrier-mediated transport	2186	140	0.008464708859157812	True	green
Solute transport.channel-mediated transport	457	25	0.7494017318536013	False	green
Solute transport.porin-mediated transport	32	2	0.6806571602958883	False	green
Nutrient uptake.nitrogen assimilation	109	12	0.013740794854297415	True	green
Nutrient uptake.phosphorus assimilation	56	1	0.369638317138563	False	green
Nutrient uptake.iron uptake	216	20	0.012313844555348407	True	green
Nutrient uptake.other micronutrient homeostasis	137	14	0.017400202723412347	True	green
External stimuli response.light	283	5	0.006399195907011749	True	green
External stimuli response.gravity	25	2	0.3728900202514091	False	green
External stimuli response.toxic compounds	43	4	0.28265461087049687	False	green
External stimuli response.damage	14	3	0.03266396077950264	True	green
External stimuli response.symbiont	79	13	0.00019462221220680384	True	green
External stimuli response.pathogen	320	21	0.25259344979309734	False	green
Multi-process regulation.circadian clock system	114	2	0.13289658676866162	False	green
Multi-process regulation.Programmed Cell Death (PCD) system	101	10	0.04069310258723416	True	green
Multi-process regulation.SnRK1-kinase regulatory system	123	2	0.09757588481140128	False	green
Multi-process regulation.14-3-3 regulatory system	45	7	0.007861326041148833	True	green
Multi-process regulation.ROP-GTPase regulatory system	201	10	1.0	False	green
Multi-process regulation.phosphoinositide signalling	423	20	0.8247638415223304	False	green
Multi-process regulation.pyrophosphate homeostasis	38	5	0.04461675044696305	True	green
Multi-process regulation.calcium homeostasis	333	24	0.10414865016467241	False	green
Multi-process regulation.G-protein-dependent signalling	47	2	1.0	False	green
Multi-process regulation.TOR (Target Of Rapamycin) signalling	59	5	0.2319559791806169	False	green
Multi-process regulation.UPR (Unfolded Protein Response) signalling	65	4	0.5787920825274675	False	green
